dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191106,000000,0,0.08,209,0,0,36.22,15
20191106,001500,0,0.08,209,0,0,37.06,15
20191106,003000,0,0.08,209,0,0,37.67,15
20191106,004500,0,0.08,209,0,0,36.98,13
20191106,050500,8.4,0.19,215.38,35.1,0.13,473.43,10
20191106,051500,18.6,0.59,215.49,124.6,0.3,508.09,15
20191106,053000,32.67,1.12,215.52,238.8,0.5,527.91,15
20191106,054500,44.73,1.61,214.46,342.73,0.69,534.99,15
20191106,060000,69.13,2.61,215.19,559.33,1.1,532,15
20191106,061500,100.4,3.9,215.43,838.87,1.6,539.77,15
20191106,063000,118.67,4.61,214.77,999.93,1.86,547.53,15
20191106,064500,136.07,5.36,215.57,1153.13,2.14,552.54,15
20191106,070000,160.73,6.4,214.88,1373,2.5,562.39,15
20191106,071500,196.4,7.94,214.34,1700.13,3.15,550.15,15
20191106,073000,239.13,9.84,211.44,2079.73,3.76,561.21,15
20191106,074500,282.73,11.66,211.12,2460.33,4.35,573.17,15
20191106,080000,334.87,13.79,212.32,2927.13,5.22,566.81,15
20191106,081500,382.67,15.68,213.06,3365.8,6.07,559.07,15
20191106,083000,407.43,16.84,214.23,3607.86,6.54,558.49,14
20191106,084500,529.27,21.95,213.93,4685.53,8.62,553.07,15
20191106,090000,562.86,23.03,213.57,4920.07,9.19,542.55,14
20191106,091500,618.4,25.08,215.39,5402.4,10.18,539.03,15
20191106,093000,931.2,35.57,218.71,7785.67,15.13,524.74,15
20191106,094500,852.13,31.71,219.03,6953.67,13.6,520.63,15
20191106,100000,791.67,30.3,219.18,6640.87,12.85,525.13,15
20191106,101500,758.8,29.25,215.45,6308.2,12.27,522.57,15
20191106,103000,600.13,23.34,214.24,5007.53,9.64,527.03,15
20191106,104500,681,26.8,215.43,5788.2,10.94,536.57,15
20191106,110000,607.33,23.45,214.67,5047.53,9.73,526.97,15
20191106,111500,577.13,22.78,217.04,4947.67,9.17,546.44,15
20191106,113000,584.13,22.77,217.83,4963,9.25,543,15
20191106,114500,503.2,19.78,217.29,4297.2,7.97,546.73,15
20191106,120000,370.13,14.47,216.41,3163.4,5.99,529.73,15
20191106,121500,351.87,14.05,215.37,3025.07,5.7,537.77,15
20191106,123000,361.8,14.41,216.18,3113.13,5.89,536.91,15
20191106,124500,405.4,16.09,216.34,3480.33,6.55,537.78,15
20191106,130000,513.73,20.34,216.21,4398.87,8.27,538.8,15
20191106,131500,539.2,21.17,214.99,4557.4,8.62,534.72,15
20191106,133000,439.2,17.23,214.99,3706.13,7.1,529.22,15
20191106,134500,427.47,16.73,214.8,3628.07,6.94,525.19,15
20191106,140000,456.8,18.01,215.23,3874,7.39,531.91,15
20191106,141500,549.8,21.43,214.34,4593.2,8.84,527,15
20191106,143000,443.87,17.13,214.55,3673.6,7.14,521.96,15
20191106,144500,357.07,14.25,212.51,3025.6,5.69,539.68,15
20191106,150000,438.93,17.29,212.69,3677,6.92,538.67,15
20191106,151500,469.8,17.63,211.36,3725.53,7.37,511.69,15
20191106,153000,411,14.63,211.07,3095.2,6.45,487.27,15
20191106,154500,338,12.07,210.91,2545.4,5.3,487.79,15
20191106,160000,270.4,8.76,211.99,1854.67,4.01,471.3,15
20191106,161500,202.6,5.26,209.79,1102.67,2.36,481.89,15
20191106,163000,137.67,3.59,212.15,759.33,1.63,481.65,15
20191106,164500,94.07,2.46,212.93,521.6,1.04,528.14,15
20191106,170000,60.13,1.73,214.24,369.07,0.76,518.45,15
20191106,171500,26.87,0.86,214.93,182.87,0.43,482.52,15
20191106,173000,3.47,0.12,213.59,14.87,0.09,437.54,15
20191106,174500,0,0.1,213.5,0,0,423.19,15
20191106,180000,0,0.1,213.5,0,0,100.25,15
20191106,181500,0,0.1,213.5,0,0,41.23,15
20191106,183000,0,0.1,213.5,0,0,38.21,15
20191106,184500,0,0.1,213.5,0,0,37.55,15
20191106,190000,0,0.1,213.5,0,0,39.22,15
20191106,191500,0,0.1,213.5,0,0,38.88,15
20191106,193000,0,0.1,213.5,0,0,38.9,15
20191106,194500,0,0.1,213.5,0,0,39.27,15
20191106,200000,0,0.1,213.5,0,0,39.22,15
20191106,201500,0,0.1,213.5,0,0,40.56,15
20191106,203000,0,0.1,213.5,0,0,39.99,15
20191106,204500,0,0.1,213.5,0,0,39.33,15
20191106,210000,0,0.1,213.5,0,0,39.33,15
20191106,211500,0,0.1,213.5,0,0,41.24,15
20191106,213000,0,0.1,213.5,0,0,40.9,15
20191106,214500,0,0.1,213.5,0,0,40.92,15
20191106,220000,0,0.1,213.5,0,0,41.65,15
20191106,221500,0,0.1,213.5,0,0,40.74,15
20191106,223000,0,0.1,213.5,0,0,42.39,15
20191106,224500,0,0.1,213.5,0,0,42.78,15
20191106,230000,0,0.1,213.5,0,0,42.29,15
20191106,231500,0,0.1,213.5,0,0,42.87,15
20191106,233000,0,0.1,213.5,0,0,41.99,15
20191106,234500,0,0.1,213.5,0,0,42.91,15
