dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191102,045900,7,0.09,217,9,0.08,454.9,1
20191102,050000,12.53,0.29,216.01,58.4,0.19,458.1,15
20191102,051500,26.13,0.78,215.75,164.87,0.4,478.12,15
20191102,053000,46.33,1.54,217.41,332.87,0.69,518.44,15
20191102,054500,81.33,2.85,216.16,613.93,1.21,529.44,15
20191102,060000,131.4,4.73,216,1020.73,1.97,530.37,15
20191102,061500,188.8,6.97,217.47,1515.2,2.92,529.56,15
20191102,063000,252.33,9.65,216.87,2091.67,3.99,532.97,15
20191102,064500,319.67,12.46,217.07,2702.27,5.19,529.49,15
20191102,070000,384,14.37,217.85,3132.47,5.97,533.95,15
20191102,071500,453,16.84,218.04,3671.6,7.39,506.12,15
20191102,073000,519.73,19.34,217.88,4213.73,8.44,507.68,15
20191102,074500,578.8,21.47,219.2,4706,9.42,508.74,15
20191102,080000,634.87,23.53,218.87,5149.4,10.35,506.63,15
20191102,081500,694.47,25.57,219.17,5604.6,11.26,505.53,15
20191102,083000,748.87,27.32,220.13,6012.67,12.31,497.22,15
20191102,084500,797.8,28.91,219.41,6357.93,12.95,495.12,15
20191102,090000,843.13,30.12,220.03,6630.07,13.81,488.23,15
20191102,091500,878.6,31.06,221.4,6878.87,14.36,487.37,15
20191102,093000,926.87,32.36,220.65,7142.4,15.11,480.49,15
20191102,094500,957.13,33.21,220.57,7325.73,15.6,477.46,15
20191102,100000,1020.4,34.92,221.58,7740.87,16.6,475.12,15
20191102,101500,797.8,27.17,219.81,6005.8,12.27,496.79,15
20191102,103000,784.27,25.79,218.57,5646.13,11.32,505.82,15
20191102,104500,1144.93,37.27,221.38,8254.8,16.78,500.85,15
20191102,110000,1003.4,31.75,220.73,7053.47,14.16,503.03,15
20191102,111500,1183.27,37.42,221.02,8272.47,16.97,496.75,15
20191102,113000,731.33,22.97,217.43,5055,10.03,497.28,15
20191102,114500,1184,36.58,221.83,8116.07,16.44,505.31,15
20191102,120000,1130.8,36.91,220.85,8156.13,16.99,489.54,15
20191102,121500,860.67,27.41,218.64,5939.47,12.6,484.33,15
20191102,123000,985.47,33.53,220.51,7389.8,15.26,495.63,15
20191102,124500,1052.8,35.11,220.11,7729.87,16.81,467.92,15
20191102,130000,1065.2,34.7,220.47,7651.47,16.33,477.49,15
20191102,131500,1098.53,35.3,219.88,7763.87,17.48,452.84,15
20191102,133000,808.47,26.13,216.89,5695.33,12.7,460.84,15
20191102,134500,185.47,6.64,212.61,1445.6,3.07,469.34,15
20191102,140000,211.67,8.02,212.83,1708.87,3.32,522.07,15
20191102,141500,262.53,9.79,213.73,2100.27,4.25,496.41,15
20191102,143000,126.13,4.58,212.71,972.33,2.06,486.29,15
20191102,144500,196.93,7.14,212.93,1518.33,3.02,516.01,15
20191102,150000,172.33,6.31,213.46,1344.07,2.8,492.47,15
20191102,151500,174.27,6.3,212.7,1332.47,2.81,489.53,15
20191102,153000,301.93,11.1,214.75,2391.73,4.77,507.63,15
20191102,154500,307.93,11.12,214.72,2395.07,4.83,499.79,15
20191102,160000,320.4,11.12,215.29,2393.4,4.9,495.83,15
20191102,161500,260.33,7.72,214.51,1656.67,3.46,487.32,15
20191102,163000,183.33,5.07,212.96,1079,2.27,486.85,15
20191102,164500,171.2,4.63,213.01,986.8,1.94,526.13,15
20191102,170000,114.93,3.4,213.61,722.47,1.47,510.08,15
20191102,171500,67.8,2.14,212.75,452.13,1.01,475.78,15
20191102,173000,31.27,0.99,213.7,209.67,0.51,457.69,15
20191102,174500,3.4,0.12,212.99,12.27,0.07,422.75,15
20191102,180000,0,0.09,212.9,0,0,233.83,15
20191102,181500,0,0.09,212.9,0,0,45.51,15
20191102,183000,0,0.09,212.9,0,0,41.33,15
20191102,184500,0,0.09,212.9,0,0,41.01,15
20191102,190000,0,0.09,212.9,0,0,40.83,15
20191102,191500,0,0.09,212.9,0,0,41.25,15
20191102,193000,0,0.09,212.9,0,0,40.45,15
20191102,194500,0,0.09,212.9,0,0,40.19,15
20191102,200000,0,0.09,212.9,0,0,40.7,15
20191102,201500,0,0.09,212.9,0,0,40.97,15
20191102,203000,0,0.09,212.9,0,0,40.68,15
20191102,204500,0,0.09,212.9,0,0,40.96,15
20191102,210000,0,0.09,212.9,0,0,40.76,15
20191102,211500,0,0.09,212.9,0,0,40.52,15
20191102,213000,0,0.09,212.9,0,0,41.33,15
20191102,214500,0,0.09,212.9,0,0,40.57,15
20191102,220000,0,0.09,212.9,0,0,41.2,15
20191102,221500,0,0.09,212.9,0,0,41.11,15
20191102,223000,0,0.09,212.9,0,0,40.56,15
20191102,224500,0,0.09,212.9,0,0,39.37,15
20191102,230000,0,0.08,213.8,0,0,39.23,15
20191102,231500,0,0.08,213.8,0,0,37.95,15
20191102,233000,0,0.08,213.8,0,0,39.39,15
20191102,234500,0,0.08,213.8,0,0,39.97,15
