dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191025,000000,0,0,10613906469596689e76,0,3395455453662704e42,40.85,15
20191025,001500,0,0,10613906469596689e76,0,0,44.39,15
20191025,003000,0,0,10613906469596689e76,0,0,43.88,15
20191025,004500,0,0,10613906469596689e76,0,0,43.37,15
20191025,010000,0,0,10613906469596689e76,0,0,43.86,15
20191025,011500,0,0,10613906469596689e76,0,0,44.65,15
20191025,013000,0,0,10613906469596689e76,0,0,44.65,15
20191025,014500,0,0,10613906469596689e76,0,0,44.69,15
20191025,020000,0,0,10613906469596689e76,0,0,44.86,15
20191025,021500,0,0,10613906469596689e76,0,0,44.67,15
20191025,023000,0,0,10613906469596689e76,0,0,45.6,15
20191025,024500,0,0,10613906469596689e76,0,0,46,15
20191025,030000,0,0,10613906469596689e76,0,0,45.02,15
20191025,031500,0,0,10613906469596689e76,0,0,44.79,15
20191025,033000,0,0,10613906469596689e76,0,0,45.35,15
20191025,034500,0,0,10613906469596689e76,0,0,45.19,15
20191025,040000,0,0,10613906469596689e76,0,0,45.89,15
20191025,041500,0,0,10613906469596689e76,0,0,46.43,15
20191025,043000,0,0,10613906469596689e76,0,0,84.09,15
20191025,044500,0.3,0,106364055101557e77,0,0,489.26,10
20191025,050000,7.93,0.18,499978679089132e73,33.67,0.12,491.49,15
20191025,051500,22.27,0.7,218.19,150.8,0.35,512.19,15
20191025,053000,41.93,1.48,218.39,321.73,0.64,544.62,15
20191025,054500,76.47,2.92,218.1,633.33,1.19,555.13,15
20191025,060000,125.2,4.97,218.26,1082.07,2.01,553.39,15
20191025,061500,180.8,7.34,217.27,1590.6,2.94,552.75,15
20191025,063000,253.27,10.63,217.32,2309.73,4.15,566.15,15
20191025,064500,313.8,13.13,219.44,2879.8,5.17,566.76,15
20191025,070000,378.33,15.87,218.91,3473.73,6.24,564.77,15
20191025,071500,442.2,18.21,220.54,4015.73,7.31,557.54,15
20191025,073000,497.73,20.38,219.85,4479.47,8.24,550.96,15
20191025,074500,554.07,22.61,219.49,4961.53,9.2,547.89,15
20191025,080000,632,25.63,218.47,5598.27,10.49,542.33,15
20191025,081500,692.6,27.99,217.95,6100.47,11.5,538.87,15
20191025,083000,745.53,29.87,217.35,6492,12.38,534.17,15
20191025,084500,795.67,31.39,218.36,6857.67,13.21,528.43,15
20191025,090000,839.93,32.48,219.84,7141.07,13.89,522.83,15
20191025,091500,883.4,33.79,219.95,7434.6,14.67,516.16,15
20191025,093000,925.33,34.91,220.44,7696,15.32,511.41,15
20191025,094500,964.93,36,220.75,7949,15.97,505.54,15
20191025,100000,988.47,36.31,220.45,8008.2,16.35,499.29,15
20191025,101500,1013.73,36.84,219.89,8105.53,16.72,497.97,15
20191025,103000,1035.07,37.42,221.04,8273.93,16.37,515.08,15
20191025,104500,1049.27,37.58,220.2,8277.47,16.44,513.18,15
20191025,110000,1061.8,37.66,219.73,8277.53,16.76,503.33,15
20191025,111500,1069.4,37.53,220.53,8277.2,16.63,507.37,15
20191025,113000,1061.73,37.4,221.23,8276.87,16.73,504.57,15
20191025,114500,1065.6,37.59,220.14,8277.53,16.74,504.26,15
20191025,120000,1056,37.24,219.32,8171.07,17.19,484.02,15
20191025,121500,928.2,33.64,218.2,7297.53,15.02,501.97,15
20191025,123000,1030.07,36.88,219.58,8103,16.78,492.24,15
20191025,124500,1007,36.37,220.5,8022,16.47,496.25,15
20191025,130000,522.6,20.11,215.56,4367.2,8.72,516.74,15
20191025,131500,732.2,28.5,216.38,6140.27,11.98,523.85,15
20191025,133000,650.67,23.6,214.55,5098,10.17,514.12,15
20191025,134500,848.8,31.84,217.63,6946.6,13.67,514.79,15
20191025,140000,779.07,29.23,218.58,6390.13,12.75,509.41,15
20191025,141500,762.87,28.68,217.45,6236.67,12.42,509.33,15
20191025,143000,701.33,26.57,216.8,5760.87,11.41,512.82,15
20191025,144500,660,24.54,216.82,5322.4,10.57,510.27,15
20191025,150000,576.8,21.81,215.51,4703.6,9.33,511.45,15
20191025,151500,450.53,17.11,214.92,3681.2,7.33,511.66,15
20191025,153000,412.2,15.62,214.29,3350.47,6.6,512.69,15
20191025,154500,195.47,7.3,212.83,1559.93,3.12,505.45,15
20191025,160000,169,6.29,212.91,1343.53,2.69,512.49,15
20191025,161500,107.07,4.2,212.31,890.53,1.74,528.63,15
20191025,163000,85.67,3.34,214.18,719,1.39,533.23,15
20191025,164500,76.27,2.29,213.47,487.33,0.98,520.61,15
20191025,170000,29.53,1,212.57,211.13,0.48,490.33,15
20191025,171500,13.73,0.45,214.25,93.13,0.25,477.24,15
20191025,173000,2.87,0.13,213.03,15.4,0.09,437.51,15
20191025,174500,0,0.09,212.8,0,0,403.61,15
20191025,180000,0,0.09,212.8,0,0,84.37,15
20191025,181500,0,0.09,212.8,0,0,43.48,15
20191025,183000,0,0.09,212.8,0,0,41.37,15
20191025,184500,0,0.09,212.8,0,0,40.15,15
20191025,190000,0,0.09,212.8,0,0,40.07,15
20191025,191500,0,0.09,212.8,0,0,40.26,15
20191025,193000,0,0.09,212.8,0,0,41.91,15
20191025,194500,0,0.09,212.8,0,0,42.62,15
20191025,200000,0,0.09,212.8,0,0,40.55,15
20191025,201500,0,0.09,212.8,0,0,39.84,15
20191025,203000,0,0.09,212.8,0,0,39.99,15
20191025,204500,0,0.09,212.8,0,0,40.21,15
20191025,210000,0,0.09,212.8,0,0,40.71,15
20191025,211500,0,0.09,212.8,0,0,41.01,15
20191025,213000,0,0.09,212.8,0,0,40.49,15
20191025,214500,0,0.09,212.8,0,0,41.83,15
20191025,220000,0,0.09,212.8,0,0,42.37,15
20191025,221500,0,0.09,212.8,0,0,41.95,15
20191025,223000,0,0.09,212.8,0,0,42.64,15
20191025,224500,0,0.09,212.8,0,0,42.67,15
20191025,230000,0,0.09,214.8,0,0,43.92,15
20191025,231500,0,0.09,214.8,0,0,43.83,15
20191025,233000,0,0.09,214.8,0,0,44.37,15
20191025,234500,0,0.09,214.8,0,0,43.78,15
