Dia,RL_Res_Min,RL_Res_1Q,RL_Res_Mdn,RL_Res_3Q,RegLin_Max,CoefEst_Intercept,CoefEst_irr_est,CoefEst_temp,CoefEst_numPM1,CoefEst_massaPM1,CoefEst_numPM2,CoefEst_massaPM2,CoefStdError_Intercept,CoefStdError_irr_est,CoefStdError_temp,CoefStdError_numPM1,CoefStdError_massaPM1,CoefStdError_numPM2,CoefStdError_massaPM2,CoefPValue_Intercept,CoefPValue_irr_est,CoefPValue_temp,CoefPValue_numPM1,CoefPValue_massaPM1,CoefPValue_numPM2,CoefPValue_massaPM2,R2,R2_ajust,Graus_Lib,Err_res_pad
20191127,-72.69559786794537,-33.84661821640604,-1.7073791435430372,29.340112410644835,110.11438962545326,-400.5813784095221,9.301696845479267,15.520665863207727,-456.5135271370066,3730.263503067295,-3391.323904586414,3840.66244747789,415.22756009308733,0.18945161369886093,18.575818931276995,694.2942996932629,5765.9265073844235,5353.384099227762,4354.720338170339,0.3499782010540444,5.525491749393748e-18,0.41652984770862966,0.520808491008875,0.5274413908627079,0.5359531471094281,0.3917160035928168,0.998407044472503,0.9975574681911712,15,60.407551258076
20191128,-552.0293617855623,-131.40067879547172,-7.711059763231077,114.62202455552469,391.3525238413113,1223.742388081796,8.868738702624906,-61.067135912088204,826.009946323214,-6487.2357284675,-9193.04149307651,-83.81316038782072,522.8453964674655,0.2795198974697279,24.385934583284598,1406.8133867018682,11678.474322103715,12556.388776856818,10519.439842851358,0.024463868852873334,1.8147774053335504e-29,0.016564429588392018,0.560487239957908,0.5817345714870905,0.4684599836371458,0.9936835753833276,0.9860612671851364,0.9832020399410618,39,222.314680144182
20191129,-1367.465178072244,-175.18013431607437,-69.8921286009144,156.33872748102473,1230.3962541187811,745.2697714098665,7.762252891652051,-33.52494248693354,1652.0509067004732,-13880.159697574323,1732.7653437851654,5563.573466823209,639.9648962349247,0.30554627025357595,27.804527039297632,1775.1156944091626,14686.180639980912,17454.62988869778,14381.46739331661,0.24859299669944895,8.237317707121678e-35,0.23242798212457244,0.35557580402167543,0.34820990876003743,0.9212370968958782,0.7001656485786449,0.9625017266303039,0.9577400411230409,63,370.4324287449558
20191130,-1378.0553227627165,-153.85951635820462,-23.758087123430293,116.06713136813444,1273.953091584454,1259.3040605567128,8.014980689498408,-54.1802872442149,1270.4562974265652,-10924.099980783765,8427.473941851438,7093.423580656371,420.1844818868809,0.22979319761402744,19.058649576318814,1488.7059464492345,12287.968582444628,13728.57601379886,12354.90909033606,0.0035950442083648305,2.3680040843216164e-51,0.005627039777984089,0.39589567951161075,0.3765682071734152,0.5409842795003734,0.5674271001515174,0.9703128821640884,0.9674514732160487,83,350.2567011998681
20191201,-2104.146416943284,-214.39547817645422,-32.69415462841183,131.32439511937756,5479.053583056718,2104.1464169432816,8.278550123176299,-91.16313025250058,1396.7068967692537,-11642.048748150466,2048.9365226435816,1612.4291927997515,243.75255728895527,0.5919649381228782,19.012670117179756,4623.968589947386,38406.098856953446,27165.349499272426,29776.845154253915,6.616662429265524e-14,8.190228479657701e-26,5.339109676357677e-6,0.763199674270157,0.762384751415925,0.9400190264029256,0.9569172353900396,0.7283032314659128,0.7077978149727742,106,1108.9757511990947
20191202,-1841.1125261315453,-278.47132185389444,-45.42650419442286,177.4751507077963,5742.087473868452,1841.1125261315385,8.193526916268324,-79.64282680947719,1410.4617765629566,-11755.124212621917,1924.39465465267,1717.0821364884766,200.9436128265866,0.6895472303215505,20.403771635879657,5410.384381488778,44937.97080913257,31785.37937917582,34841.079208656025,1.1237267332809005e-15,2.3476171763660835e-22,1.531390430712346e-4,0.794749725626059,0.7940647407920923,0.9518180288114919,0.9607709788696447,0.6187488717963094,0.5947330526968644,127,1297.5859260102238
20191203,-1995.6253436482475,-557.1399576291835,-98.36879854126974,262.2253594582602,5917.464013647149,1665.7359863528652,7.825875625811888,-77.5509296679676,3980.8686870467495,-32941.58118632893,18643.94638042932,-12110.687737786526,195.81946997176343,0.7084108667712489,18.182915453993388,5280.559831270845,43775.77133903605,30501.854721974167,32458.89616759488,1.63512433140593e-14,3.6396112149377326e-021,3.5101682507114445e-5,0.45209974718153545,0.45291761642638007,0.5419599404541044,0.7095909942158998,0.5718157165741946,0.5491304565251454,151,1382.3425893683998
20191204,-2271.8013428581035,-706.6292245796823,-191.65206995999483,224.60531026375617,5917.072326709224,1666.127673290724,8.098696361270255,-81.8673795329852,4257.038745974817,-35263.10618455286,2893.434218227876,4970.525421714494,197.6404198109275,0.722662819483048,18.43388846568494,5159.637370967595,42815.13015081,28587.448716372728,31196.24798801336,1.1426451045212383e-14,2.128568565558434e-22,1.5676216137786373e-5,0.41043874334087327,0.411261515360567,0.919494940166955,0.8735888418980646,0.5041405805842853,0.48185476398133187,178,1480.9335763469126
20191205,-2249.0150164275915,-941.5781072508341,-209.95245694780468,260.07457963648466,6003.827438077217,1579.372561922669,8.07498020144625,-78.13896339602552,4230.455736699514,-35044.88663591403,2654.8804984106564,5186.699872722075,173.28827504244435,0.75639168909362,18.686485434952484,5404.867199071492,44850.088853119916,29945.164521015813,32678.41355184249,7.984210876714562e-17,2.2016963013137047e-21,4.312517106316712e-5,0.43471273067331306,0.43549485373146546,0.9294414915756287,0.8740484814635588,0.44870923010328867,0.42687593228559706,202,1551.3521284170183
20191206,-2249.614610116887,-1083.0595603296674,-224.92130827489245,297.05845233559353,6001.544585795207,1581.655414204518,8.075604262538208,-78.23707200485927,4231.15523535078,-35050.628810487724,2661.1577412709607,5181.011512338971,156.59939895260933,0.7637888596580704,18.574826585310888,5459.810581261427,45306.02345676703,30249.09992638946,33010.34981516038,5.601151644058361e-20,2.0029247543339983e-21,3.6803288611054285e-5,0.4391857336546966,0.43996573942753237,0.9299760314495105,0.8754260142527281,0.4207275831671573,0.39985290147948727,222,1567.1375601702473
