tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,9.0,0.09,4.0,0.09,218.9,20191016.0,438.7,051900
inverter,15.0,0.1,6.0,0.11,219.1,20191016.0,453.4,052000
inverter,18.0,0.11,7.0,0.12,219.2,20191016.0,455.1,052100
inverter,24.0,0.11,7.0,0.14,219.1,20191016.0,465.6,052200
inverter,28.0,0.12,7.0,0.15,220.6,20191016.0,481.2,052300
inverter,33.0,0.13,9.0,0.17,220.7,20191016.0,476.7,052400
inverter,39.0,0.14,9.0,0.19,220.5,20191016.0,480.4,052500
inverter,42.0,0.15,9.0,0.21,220.0,20191016.0,466.8,052600
inverter,48.0,0.15,9.0,0.23,219.9,20191016.0,481.4,052700
inverter,51.0,0.16,10.0,0.25,220.0,20191016.0,492.5,052800
inverter,57.0,0.17,10.0,0.27,220.1,20191016.0,484.8,052900
inverter,57.0,0.18,10.0,0.29,220.3,20191016.0,490.9,053000
inverter,63.0,0.19,12.0,0.3,219.6,20191016.0,476.4,053100
inverter,66.0,0.19,12.0,0.32,219.6,20191016.0,496.8,053200
inverter,72.0,0.2,12.0,0.34,218.3,20191016.0,496.1,053300
inverter,74.0,0.21,12.0,0.36,218.3,20191016.0,495.7,053400
inverter,81.0,0.21,13.0,0.38,218.0,20191016.0,498.9,053500
inverter,82.0,0.22,13.0,0.39,218.0,20191016.0,494.6,053600
inverter,87.0,0.23,13.0,0.41,218.1,20191016.0,499.9,053700
inverter,90.0,0.24,13.0,0.43,218.1,20191016.0,498.8,053800
inverter,96.0,0.24,15.0,0.45,218.0,20191016.0,503.8,053900
inverter,99.0,0.26,15.0,0.46,216.8,20191016.0,495.7,054000
inverter,99.0,0.25,15.0,0.48,216.5,20191016.0,503.8,054100
inverter,105.0,0.26,15.0,0.49,216.8,20191016.0,508.7,054200
inverter,107.0,0.27,15.0,0.51,216.6,20191016.0,501.2,054300
inverter,113.0,0.28,16.0,0.53,216.6,20191016.0,503.6,054400
inverter,118.0,0.29,16.0,0.56,216.8,20191016.0,499.7,054500
inverter,124.0,0.3,16.0,0.59,216.6,20191016.0,504.4,054600
inverter,132.0,0.32,18.0,0.63,216.6,20191016.0,504.0,054700
inverter,142.0,0.33,19.0,0.67,216.4,20191016.0,504.5,054800
inverter,150.0,0.35,19.0,0.71,216.4,20191016.0,509.5,054900
