tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,6.0,0.07,6.0,0.09,217.4,20191007.0,476.7,052500
inverter,12.0,0.09,6.0,0.1,217.4,20191007.0,473.9,052600
inverter,18.0,0.1,6.0,0.12,217.3,20191007.0,488.9,052700
inverter,24.0,0.11,7.0,0.14,217.3,20191007.0,479.1,052800
inverter,33.0,0.13,7.0,0.17,217.4,20191007.0,490.2,052900
inverter,39.0,0.14,9.0,0.21,217.4,20191007.0,503.0,053000
inverter,48.0,0.16,10.0,0.24,217.3,20191007.0,499.4,053100
inverter,57.0,0.18,10.0,0.29,217.4,20191007.0,504.0,053200
inverter,66.0,0.2,12.0,0.33,217.2,20191007.0,504.3,053300
inverter,75.0,0.21,12.0,0.36,217.3,20191007.0,508.1,053400
inverter,83.0,0.22,13.0,0.4,217.4,20191007.0,506.2,053500
inverter,99.0,0.25,15.0,0.46,217.2,20191007.0,507.2,053600
inverter,111.0,0.27,15.0,0.52,217.2,20191007.0,508.7,053700
inverter,121.0,0.29,18.0,0.57,217.1,20191007.0,510.9,053800
inverter,138.0,0.32,19.0,0.65,217.1,20191007.0,518.7,053900
inverter,141.0,0.33,19.0,0.67,216.8,20191007.0,514.4,054000
inverter,132.0,0.3,19.0,0.62,216.8,20191007.0,523.3,054100
inverter,123.0,0.28,18.0,0.57,216.7,20191007.0,523.6,054200
inverter,111.0,0.27,16.0,0.52,216.7,20191007.0,506.0,054300
inverter,114.0,0.27,16.0,0.53,216.9,20191007.0,518.4,054400
inverter,117.0,0.28,16.0,0.55,217.0,20191007.0,513.0,054500
inverter,135.0,0.32,18.0,0.63,217.2,20191007.0,504.0,054600
inverter,162.0,0.36,21.0,0.75,217.2,20191007.0,529.0,054700
inverter,180.0,0.39,24.0,0.85,217.2,20191007.0,533.3,054800
inverter,213.0,0.45,25.0,0.99,217.4,20191007.0,537.1,054900
inverter,231.0,0.49,28.0,1.08,217.4,20191007.0,536.0,055000
inverter,240.0,0.5,28.0,1.12,217.3,20191007.0,534.9,055100
inverter,242.0,0.5,30.0,1.12,217.3,20191007.0,529.3,055200
inverter,231.0,0.47,28.0,1.07,217.3,20191007.0,540.8,055300
inverter,228.0,0.47,27.0,1.06,217.2,20191007.0,542.2,055400
inverter,231.0,0.49,27.0,1.08,217.1,20191007.0,538.5,055500
inverter,231.0,0.48,28.0,1.06,217.2,20191007.0,533.6,055600
inverter,240.0,0.5,28.0,1.12,217.5,20191007.0,536.5,055700
inverter,255.0,0.52,30.0,1.17,217.6,20191007.0,535.5,055800
inverter,255.0,0.51,30.0,1.19,217.7,20191007.0,539.0,055900
inverter,268.0,0.55,31.0,1.24,217.6,20191007.0,532.5,060000
inverter,279.0,0.56,33.0,1.29,217.4,20191007.0,534.7,060100
inverter,267.0,0.55,30.0,1.24,217.3,20191007.0,530.2,060200
inverter,257.0,0.52,30.0,1.2,217.1,20191007.0,543.4,060300
inverter,267.0,0.55,31.0,1.24,216.9,20191007.0,537.2,060400
inverter,291.0,0.6,35.0,1.35,216.9,20191007.0,536.2,060500
inverter,294.0,0.59,35.0,1.37,216.8,20191007.0,535.0,060600
inverter,292.0,0.59,35.0,1.36,216.7,20191007.0,538.3,060700
inverter,274.0,0.55,31.0,1.28,216.6,20191007.0,537.6,060800
inverter,264.0,0.54,30.0,1.22,216.3,20191007.0,528.6,060900
inverter,267.0,0.54,30.0,1.25,216.2,20191007.0,538.6,061000
inverter,288.0,0.59,33.0,1.34,216.6,20191007.0,533.1,061100
inverter,289.0,0.59,33.0,1.35,216.6,20191007.0,534.9,061200
inverter,306.0,0.62,36.0,1.42,216.6,20191007.0,540.4,061300
inverter,319.0,0.64,36.0,1.49,216.7,20191007.0,539.9,061400
inverter,354.0,0.7,41.0,1.65,216.5,20191007.0,540.0,061500
inverter,345.0,0.68,39.0,1.6,216.6,20191007.0,540.0,061600
inverter,349.0,0.69,41.0,1.63,216.1,20191007.0,541.4,061700
inverter,362.0,0.71,41.0,1.68,216.2,20191007.0,542.3,061800
inverter,391.0,0.76,44.0,1.82,216.2,20191007.0,550.2,061900
inverter,387.0,0.76,44.0,1.81,216.6,20191007.0,544.3,062000
inverter,404.0,0.79,45.0,1.87,216.6,20191007.0,540.6,062100
inverter,423.0,0.83,47.0,1.97,216.6,20191007.0,547.0,062200
inverter,423.0,0.82,48.0,1.96,216.6,20191007.0,540.3,062300
inverter,414.0,0.81,47.0,1.92,216.6,20191007.0,545.0,062400
inverter,411.0,0.8,45.0,1.91,216.4,20191007.0,550.0,062500
inverter,363.0,0.72,41.0,1.69,216.2,20191007.0,542.0,062600
inverter,315.0,0.64,36.0,1.47,216.3,20191007.0,540.2,062700
inverter,321.0,0.65,38.0,1.5,216.4,20191007.0,539.9,062800
inverter,327.0,0.65,38.0,1.52,216.5,20191007.0,540.1,062900
inverter,324.0,0.65,38.0,1.5,216.6,20191007.0,538.7,063000
inverter,327.0,0.65,38.0,1.51,216.6,20191007.0,544.5,063100
inverter,345.0,0.69,39.0,1.62,216.5,20191007.0,541.6,063200
inverter,384.0,0.76,42.0,1.79,216.5,20191007.0,542.6,063300
