tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,5.0,0.07,6.0,0.1,219.6,20191008.0,464.2,051500
inverter,0.0,0.06,4.0,0.09,219.6,20191008.0,456.0,051600
inverter,0.0,0.06,4.0,0.09,219.6,20191008.0,463.0,051700
inverter,0.0,0.06,4.0,0.1,219.5,20191008.0,470.2,051800
inverter,1.0,0.07,4.0,0.08,219.5,20191008.0,434.7,051900
inverter,10.0,0.09,6.0,0.1,219.3,20191008.0,458.9,052000
inverter,18.0,0.1,7.0,0.12,217.3,20191008.0,464.6,052100
inverter,27.0,0.11,7.0,0.15,218.6,20191008.0,489.7,052200
inverter,27.0,0.12,9.0,0.16,218.8,20191008.0,478.0,052300
inverter,33.0,0.13,9.0,0.18,218.9,20191008.0,474.7,052400
inverter,48.0,0.15,10.0,0.23,218.9,20191008.0,485.6,052500
inverter,57.0,0.17,10.0,0.27,218.8,20191008.0,497.1,052600
inverter,57.0,0.17,10.0,0.28,218.9,20191008.0,489.8,052700
inverter,63.0,0.18,12.0,0.31,219.0,20191008.0,504.2,052800
inverter,72.0,0.2,13.0,0.35,218.9,20191008.0,501.2,052900
inverter,81.0,0.22,13.0,0.38,218.9,20191008.0,494.8,053000
inverter,90.0,0.23,15.0,0.42,218.7,20191008.0,503.3,053100
inverter,99.0,0.25,16.0,0.47,218.6,20191008.0,505.5,053200
inverter,110.0,0.27,16.0,0.52,218.7,20191008.0,509.5,053300
inverter,121.0,0.29,18.0,0.56,218.7,20191008.0,517.5,053400
inverter,132.0,0.3,19.0,0.61,218.7,20191008.0,513.8,053500
inverter,138.0,0.31,19.0,0.64,218.5,20191008.0,519.3,053600
inverter,144.0,0.33,21.0,0.67,218.5,20191008.0,514.6,053700
inverter,153.0,0.34,21.0,0.7,218.6,20191008.0,519.0,053800
inverter,156.0,0.35,21.0,0.73,218.7,20191008.0,519.5,053900
inverter,162.0,0.36,22.0,0.75,217.4,20191008.0,524.2,054000
inverter,165.0,0.35,22.0,0.78,217.6,20191008.0,517.7,054100
inverter,171.0,0.37,22.0,0.8,217.4,20191008.0,520.4,054200
inverter,174.0,0.37,22.0,0.8,217.4,20191008.0,520.4,054300
inverter,180.0,0.37,24.0,0.84,217.1,20191008.0,529.3,054400
inverter,150.0,0.41,24.0,0.72,217.1,20191008.0,437.9,054500
inverter,189.0,0.41,24.0,0.88,217.1,20191008.0,529.8,054600
inverter,198.0,0.42,25.0,0.92,217.0,20191008.0,524.7,054700
inverter,213.0,0.45,28.0,0.99,216.9,20191008.0,526.7,054800
inverter,213.0,0.44,27.0,0.99,216.6,20191008.0,528.2,054900
inverter,213.0,0.45,27.0,1.0,216.8,20191008.0,528.9,055000
inverter,219.0,0.47,28.0,1.02,216.7,20191008.0,524.7,055100
inverter,222.0,0.46,28.0,1.03,216.4,20191008.0,524.7,055200
inverter,222.0,0.47,28.0,1.04,216.4,20191008.0,530.5,055300
inverter,225.0,0.48,28.0,1.06,216.3,20191008.0,528.6,055400
inverter,231.0,0.49,28.0,1.09,216.2,20191008.0,527.2,055500
inverter,237.0,0.49,30.0,1.09,216.2,20191008.0,527.2,055600
inverter,243.0,0.51,30.0,1.14,216.4,20191008.0,534.1,055700
inverter,247.0,0.51,31.0,1.15,218.0,20191008.0,544.8,055800
inverter,255.0,0.53,31.0,1.18,218.0,20191008.0,536.2,055900
inverter,261.0,0.54,31.0,1.2,218.0,20191008.0,535.7,060000
inverter,264.0,0.54,31.0,1.22,218.0,20191008.0,529.7,060100
inverter,266.0,0.54,33.0,1.23,218.2,20191008.0,532.2,060200
inverter,268.0,0.55,33.0,1.24,218.1,20191008.0,532.7,060300
inverter,270.0,0.55,33.0,1.25,218.2,20191008.0,530.0,060400
inverter,270.0,0.56,31.0,1.26,217.9,20191008.0,529.5,060500
inverter,272.0,0.55,33.0,1.26,217.9,20191008.0,534.8,060600
inverter,270.0,0.55,33.0,1.26,217.6,20191008.0,538.6,060700
inverter,270.0,0.56,33.0,1.26,217.6,20191008.0,534.1,060800
inverter,273.0,0.56,33.0,1.26,217.6,20191008.0,532.5,060900
inverter,270.0,0.56,33.0,1.26,217.5,20191008.0,531.5,061000
inverter,271.0,0.55,33.0,1.26,217.4,20191008.0,533.2,061100
inverter,270.0,0.55,31.0,1.25,217.1,20191008.0,538.2,061200
inverter,267.0,0.56,33.0,1.24,217.2,20191008.0,533.9,061300
inverter,270.0,0.55,31.0,1.25,215.9,20191008.0,534.6,061400
inverter,270.0,0.55,31.0,1.26,216.0,20191008.0,535.3,061500
inverter,272.0,0.56,31.0,1.29,216.2,20191008.0,533.7,061600
inverter,279.0,0.56,33.0,1.29,216.2,20191008.0,533.7,061700
inverter,279.0,0.57,33.0,1.3,216.3,20191008.0,533.4,061800
inverter,279.0,0.56,31.0,1.3,216.3,20191008.0,534.1,061900
inverter,279.0,0.56,33.0,1.3,216.1,20191008.0,534.7,062000
inverter,276.0,0.56,31.0,1.3,216.1,20191008.0,534.7,062100
inverter,285.0,0.58,33.0,1.33,215.9,20191008.0,538.9,062200
inverter,291.0,0.59,33.0,1.36,215.9,20191008.0,539.4,062300
inverter,303.0,0.6,35.0,1.41,215.9,20191008.0,541.8,062400
inverter,312.0,0.62,35.0,1.47,215.9,20191008.0,543.1,062500
inverter,333.0,0.66,36.0,1.55,215.9,20191008.0,547.8,062600
inverter,355.0,0.7,38.0,1.66,215.8,20191008.0,544.6,062700
inverter,381.0,0.74,41.0,1.79,215.8,20191008.0,551.3,062800
inverter,411.0,0.79,42.0,1.92,215.8,20191008.0,550.2,062900
inverter,444.0,0.84,47.0,2.06,216.9,20191008.0,553.7,063000
inverter,471.0,0.89,50.0,2.22,215.4,20191008.0,549.6,063100
inverter,522.0,0.98,53.0,2.41,217.3,20191008.0,558.7,063200
inverter,579.0,1.08,59.0,2.67,217.4,20191008.0,555.3,063300
inverter,651.0,1.22,66.0,3.0,217.6,20191008.0,554.6,063400
inverter,735.0,1.37,76.0,3.39,217.8,20191008.0,554.5,063500
inverter,828.0,1.53,85.0,3.82,217.7,20191008.0,560.3,063600
inverter,909.0,1.68,94.0,4.2,218.0,20191008.0,559.6,063700
inverter,972.0,1.75,101.0,4.46,218.6,20191008.0,566.9,063800
inverter,1004.0,1.81,105.0,4.6,218.6,20191008.0,568.5,063900
inverter,1008.0,1.83,105.0,4.62,218.8,20191008.0,564.3,064000
inverter,999.0,1.82,105.0,4.58,218.7,20191008.0,561.1,064100
inverter,993.0,1.8,103.0,4.55,218.7,20191008.0,562.7,064200
inverter,989.0,1.8,101.0,4.53,218.8,20191008.0,563.7,064300
inverter,987.0,1.8,101.0,4.52,218.7,20191008.0,559.8,064400
inverter,984.0,1.79,101.0,4.5,218.8,20191008.0,559.5,064500
inverter,981.0,1.79,100.0,4.48,219.0,20191008.0,563.6,064600
inverter,981.0,1.78,100.0,4.51,217.2,20191008.0,563.8,064700
inverter,996.0,1.82,100.0,4.58,217.5,20191008.0,559.5,064800
inverter,1023.0,1.86,103.0,4.71,217.4,20191008.0,563.9,064900
inverter,1047.0,1.9,105.0,4.81,217.5,20191008.0,560.3,065000
inverter,1068.0,1.94,106.0,4.91,217.6,20191008.0,565.1,065100
inverter,1077.0,1.95,108.0,4.97,217.5,20191008.0,564.5,065200
