tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,18.0,0.1,6.0,0.11,219.6,20191014.0,466.6,051600
inverter,18.0,0.09,7.0,0.11,219.6,20191014.0,486.7,051700
inverter,18.0,0.1,7.0,0.12,219.6,20191014.0,487.1,051800
inverter,31.0,0.13,7.0,0.16,219.6,20191014.0,465.5,051900
inverter,48.0,0.16,10.0,0.24,219.6,20191014.0,481.9,052000
inverter,66.0,0.2,12.0,0.32,219.5,20191014.0,492.9,052100
inverter,81.0,0.21,13.0,0.38,219.5,20191014.0,502.4,052200
inverter,83.0,0.23,13.0,0.4,219.5,20191014.0,490.5,052300
inverter,90.0,0.23,13.0,0.42,219.4,20191014.0,497.4,052400
inverter,99.0,0.26,15.0,0.47,219.5,20191014.0,498.1,052500
inverter,117.0,0.29,16.0,0.54,219.7,20191014.0,500.4,052600
inverter,144.0,0.33,19.0,0.67,220.0,20191014.0,516.8,052700
inverter,177.0,0.4,24.0,0.82,220.2,20191014.0,517.6,052800
inverter,213.0,0.47,27.0,0.98,220.1,20191014.0,518.7,052900
inverter,249.0,0.53,31.0,1.14,221.5,20191014.0,520.4,053000
inverter,282.0,0.59,35.0,1.28,221.4,20191014.0,534.2,053100
inverter,311.0,0.64,38.0,1.41,221.3,20191014.0,532.9,053200
inverter,333.0,0.67,41.0,1.52,221.1,20191014.0,540.4,053300
inverter,354.0,0.71,42.0,1.59,221.3,20191014.0,531.2,053400
inverter,366.0,0.74,44.0,1.67,221.2,20191014.0,538.7,053500
inverter,380.0,0.76,45.0,1.73,221.1,20191014.0,538.2,053600
inverter,392.0,0.77,47.0,1.8,218.8,20191014.0,539.3,053700
inverter,402.0,0.79,47.0,1.84,218.8,20191014.0,540.6,053800
inverter,408.0,0.8,48.0,1.87,218.8,20191014.0,543.7,053900
inverter,411.0,0.81,48.0,1.89,218.8,20191014.0,542.3,054000
inverter,412.0,0.81,48.0,1.9,218.8,20191014.0,541.2,054100
inverter,411.0,0.8,47.0,1.88,218.8,20191014.0,545.0,054200
inverter,405.0,0.79,47.0,1.86,218.8,20191014.0,545.3,054300
inverter,396.0,0.78,45.0,1.82,218.8,20191014.0,538.8,054400
inverter,390.0,0.77,45.0,1.79,218.8,20191014.0,536.1,054500
inverter,384.0,0.76,44.0,1.76,218.7,20191014.0,540.5,054600
inverter,378.0,0.75,44.0,1.74,218.8,20191014.0,536.1,054700
inverter,378.0,0.75,42.0,1.74,217.5,20191014.0,539.6,054800
inverter,378.0,0.75,44.0,1.75,217.3,20191014.0,536.6,054900
inverter,381.0,0.76,44.0,1.77,217.0,20191014.0,540.6,055000
inverter,390.0,0.77,45.0,1.81,217.1,20191014.0,540.4,055100
inverter,404.0,0.8,45.0,1.86,217.1,20191014.0,544.4,055200
inverter,447.0,0.87,51.0,2.07,217.3,20191014.0,544.1,055300
inverter,444.0,0.86,51.0,2.05,217.4,20191014.0,545.4,055400
inverter,446.0,0.87,51.0,2.06,217.3,20191014.0,542.4,055500
inverter,462.0,0.89,53.0,2.14,217.1,20191014.0,549.0,055600
inverter,510.0,0.96,59.0,2.35,217.3,20191014.0,555.2,055700
inverter,585.0,1.08,71.0,2.7,217.3,20191014.0,565.3,055800
inverter,501.0,0.94,59.0,2.29,217.1,20191014.0,554.2,055900
inverter,500.0,0.95,59.0,2.31,217.3,20191014.0,557.4,060000
inverter,574.0,1.07,71.0,2.65,217.4,20191014.0,567.3,060100
inverter,591.0,1.09,73.0,2.72,217.3,20191014.0,563.0,060200
inverter,660.0,1.21,83.0,3.04,217.4,20191014.0,569.1,060300
inverter,660.0,1.21,83.0,3.05,217.4,20191014.0,569.0,060400
inverter,711.0,1.33,91.0,3.28,217.4,20191014.0,565.1,060500
inverter,783.0,1.45,100.0,3.6,217.5,20191014.0,563.1,060600
inverter,813.0,1.54,105.0,3.77,217.5,20191014.0,548.7,060700
inverter,918.0,1.72,120.0,4.24,217.5,20191014.0,552.3,060800
inverter,969.0,1.86,124.0,4.45,217.9,20191014.0,539.3,060900
inverter,1014.0,1.95,129.0,4.63,219.3,20191014.0,534.4,061000
inverter,1041.0,2.04,132.0,4.76,219.2,20191014.0,528.9,061100
inverter,1032.0,2.04,130.0,4.72,219.0,20191014.0,520.2,061200
inverter,916.0,1.81,115.0,4.2,218.8,20191014.0,519.7,061300
inverter,714.0,1.38,86.0,3.25,218.6,20191014.0,529.7,061400
inverter,599.0,1.15,68.0,2.75,218.4,20191014.0,545.2,061500
inverter,558.0,1.06,63.0,2.56,218.2,20191014.0,544.7,061600
inverter,561.0,1.08,63.0,2.58,218.3,20191014.0,549.1,061700
inverter,570.0,1.08,65.0,2.62,218.1,20191014.0,545.3,061800
inverter,585.0,1.13,66.0,2.7,218.2,20191014.0,547.8,061900
inverter,603.0,1.15,68.0,2.77,218.3,20191014.0,547.6,062000
inverter,603.0,1.15,68.0,2.78,218.3,20191014.0,549.0,062100
inverter,626.0,1.18,70.0,2.88,218.3,20191014.0,550.7,062200
inverter,846.0,1.57,100.0,3.94,218.7,20191014.0,565.4,062300
