tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,12.0,0.09,6.0,0.1,219.6,20191009.0,459.0,051900
inverter,18.0,0.1,6.0,0.12,219.6,20191009.0,472.3,052000
inverter,28.0,0.1,7.0,0.12,219.6,20191009.0,472.3,052100
inverter,39.0,0.14,9.0,0.21,219.7,20191009.0,487.3,052200
inverter,54.0,0.17,10.0,0.26,220.8,20191009.0,492.0,052300
inverter,66.0,0.19,12.0,0.32,218.1,20191009.0,498.2,052400
inverter,76.0,0.21,12.0,0.37,217.9,20191009.0,507.4,052500
inverter,87.0,0.22,13.0,0.41,217.9,20191009.0,520.3,052600
inverter,96.0,0.24,15.0,0.49,216.6,20191009.0,521.4,052700
inverter,105.0,0.26,15.0,0.49,218.2,20191009.0,507.3,052800
inverter,105.0,0.27,16.0,0.54,218.1,20191009.0,517.3,052900
inverter,128.0,0.3,18.0,0.6,218.2,20191009.0,519.2,053000
inverter,147.0,0.34,21.0,0.69,218.3,20191009.0,526.6,053100
inverter,165.0,0.36,21.0,0.76,218.3,20191009.0,527.3,053200
inverter,174.0,0.38,22.0,0.81,218.2,20191009.0,524.4,053300
inverter,186.0,0.39,24.0,0.85,218.5,20191009.0,535.8,053400
inverter,204.0,0.43,25.0,0.94,218.6,20191009.0,528.2,053500
inverter,223.0,0.47,27.0,1.04,218.6,20191009.0,532.5,053600
inverter,252.0,0.52,30.0,1.16,218.6,20191009.0,539.5,053700
inverter,271.0,0.52,31.0,1.16,218.6,20191009.0,539.5,053800
inverter,282.0,0.58,33.0,1.31,218.7,20191009.0,537.7,053900
inverter,294.0,0.6,33.0,1.36,218.8,20191009.0,537.5,054000
inverter,310.0,0.62,36.0,1.43,218.8,20191009.0,540.6,054100
inverter,336.0,0.67,38.0,1.55,217.7,20191009.0,543.6,054200
inverter,363.0,0.71,41.0,1.67,217.7,20191009.0,544.8,054300
inverter,408.0,0.79,47.0,1.89,217.7,20191009.0,551.6,054400
inverter,407.0,0.79,45.0,1.88,217.6,20191009.0,548.9,054500
inverter,406.0,0.8,47.0,1.88,217.5,20191009.0,548.4,054600
inverter,420.0,0.81,47.0,1.93,217.3,20191009.0,547.4,054700
inverter,429.0,0.82,48.0,1.97,217.2,20191009.0,550.3,054800
inverter,439.0,0.84,50.0,2.03,217.2,20191009.0,553.5,054900
inverter,464.0,0.88,53.0,2.15,217.2,20191009.0,557.8,055000
inverter,483.0,0.88,54.0,2.15,217.2,20191009.0,557.8,055100
inverter,537.0,0.99,60.0,2.48,217.1,20191009.0,558.9,055200
inverter,513.0,0.98,57.0,2.38,217.1,20191009.0,556.5,055300
inverter,527.0,0.99,59.0,2.44,217.1,20191009.0,555.1,055400
inverter,543.0,1.03,60.0,2.51,217.1,20191009.0,554.1,055500
inverter,561.0,1.05,60.0,2.58,217.2,20191009.0,554.0,055600
inverter,579.0,1.05,65.0,2.58,217.2,20191009.0,554.0,055700
inverter,600.0,1.13,66.0,2.77,217.1,20191009.0,558.2,055800
inverter,620.0,1.15,70.0,2.85,218.4,20191009.0,562.2,055900
inverter,645.0,1.19,73.0,2.95,218.6,20191009.0,559.0,060000
inverter,654.0,1.22,73.0,3.01,218.2,20191009.0,560.8,060100
inverter,692.0,1.3,77.0,3.22,218.2,20191009.0,561.4,060200
inverter,924.0,1.63,111.0,4.24,218.3,20191009.0,588.4,060300
inverter,1048.0,1.63,132.0,4.24,218.3,20191009.0,588.4,060400
inverter,789.0,1.42,88.0,3.59,218.0,20191009.0,565.7,060500
inverter,767.0,1.43,86.0,3.52,218.2,20191009.0,562.9,060600
inverter,1011.0,1.75,121.0,4.64,218.3,20191009.0,588.2,060700
inverter,1129.0,1.96,138.0,5.15,218.7,20191009.0,587.6,060800
inverter,1080.0,1.86,129.0,4.89,218.4,20191009.0,583.0,060900
inverter,930.0,1.65,105.0,4.23,218.3,20191009.0,572.2,061000
inverter,1053.0,1.83,124.0,4.8,218.3,20191009.0,582.6,061100
inverter,1050.0,1.87,124.0,4.84,218.2,20191009.0,578.3,061200
inverter,864.0,1.56,97.0,3.97,217.8,20191009.0,566.1,061300
inverter,834.0,1.54,92.0,3.83,217.8,20191009.0,562.0,061400
inverter,940.0,1.69,105.0,4.3,217.7,20191009.0,568.1,061500
inverter,982.0,1.79,111.0,4.53,217.7,20191009.0,570.5,061600
inverter,1199.0,2.17,141.0,5.63,217.9,20191009.0,581.8,061700
inverter,1720.0,3.2,208.0,7.98,217.0,20191009.0,552.5,061800
inverter,945.0,1.72,103.0,4.35,216.4,20191009.0,562.6,061900
inverter,1021.0,1.93,114.0,4.85,216.4,20191009.0,564.8,062000
inverter,1633.0,2.94,193.0,7.53,216.9,20191009.0,586.6,062100
inverter,993.0,1.81,109.0,4.6,216.2,20191009.0,560.0,062200
inverter,996.0,1.83,111.0,4.62,216.1,20191009.0,560.5,062300
inverter,975.0,1.78,108.0,4.52,216.1,20191009.0,561.2,062400
inverter,966.0,1.76,106.0,4.46,216.1,20191009.0,562.2,062500
inverter,945.0,1.73,103.0,4.37,216.3,20191009.0,558.4,062600
inverter,951.0,1.75,105.0,4.43,216.1,20191009.0,562.6,062700
inverter,1059.0,1.95,115.0,4.91,216.1,20191009.0,566.9,062800
inverter,1287.0,2.32,146.0,5.95,216.5,20191009.0,571.2,062900
inverter,1314.0,2.42,149.0,6.07,216.6,20191009.0,560.3,063000
inverter,1548.0,2.9,175.0,7.13,217.0,20191009.0,549.4,063100
