tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,9.0,0.09,6.0,0.09,217.8,20191015.0,422.7,051700
inverter,17.0,0.1,6.0,0.12,217.8,20191015.0,458.8,051800
inverter,27.0,0.12,7.0,0.16,217.9,20191015.0,472.9,051900
inverter,39.0,0.14,9.0,0.21,218.0,20191015.0,488.9,052000
inverter,51.0,0.17,9.0,0.26,217.8,20191015.0,489.1,052100
inverter,60.0,0.19,10.0,0.3,217.8,20191015.0,480.1,052200
inverter,66.0,0.19,12.0,0.33,217.7,20191015.0,497.0,052300
inverter,75.0,0.21,12.0,0.36,217.9,20191015.0,494.2,052400
inverter,90.0,0.23,13.0,0.42,217.8,20191015.0,504.5,052500
inverter,101.0,0.26,15.0,0.48,217.9,20191015.0,502.6,052600
inverter,113.0,0.28,16.0,0.53,217.9,20191015.0,499.5,052700
inverter,123.0,0.29,18.0,0.58,217.8,20191015.0,507.5,052800
inverter,132.0,0.32,18.0,0.63,217.8,20191015.0,500.3,052900
inverter,144.0,0.34,19.0,0.66,217.5,20191015.0,504.1,053000
inverter,156.0,0.36,21.0,0.73,217.7,20191015.0,504.2,053100
inverter,166.0,0.38,22.0,0.78,217.9,20191015.0,504.6,053200
inverter,167.0,0.39,22.0,0.77,219.3,20191015.0,508.4,053300
inverter,159.0,0.36,22.0,0.74,219.2,20191015.0,519.1,053400
inverter,156.0,0.36,21.0,0.72,219.1,20191015.0,506.2,053500
inverter,161.0,0.37,21.0,0.74,219.0,20191015.0,509.2,053600
inverter,177.0,0.4,22.0,0.82,219.1,20191015.0,512.6,053700
inverter,204.0,0.45,25.0,0.95,219.1,20191015.0,519.2,053800
inverter,231.0,0.5,28.0,1.06,219.0,20191015.0,529.2,053900
inverter,246.0,0.53,30.0,1.14,219.0,20191015.0,523.5,054000
inverter,255.0,0.54,31.0,1.18,219.1,20191015.0,527.3,054100
inverter,259.0,0.55,31.0,1.19,219.4,20191015.0,519.1,054200
inverter,261.0,0.55,31.0,1.2,219.3,20191015.0,519.1,054300
inverter,264.0,0.55,31.0,1.21,219.2,20191015.0,520.1,054400
inverter,270.0,0.56,33.0,1.24,219.2,20191015.0,529.2,054500
inverter,275.0,0.58,33.0,1.27,219.3,20191015.0,530.9,054600
inverter,288.0,0.6,35.0,1.32,219.2,20191015.0,528.8,054700
inverter,300.0,0.63,35.0,1.38,219.3,20191015.0,519.4,054800
inverter,312.0,0.64,36.0,1.44,219.5,20191015.0,534.0,054900
