tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,12.0,0.09,4.0,0.1,217.7,20191010.0,465.9,051700
inverter,14.0,0.1,4.0,0.1,217.5,20191010.0,457.8,051800
inverter,18.0,0.1,4.0,0.12,217.5,20191010.0,491.8,051900
inverter,24.0,0.11,6.0,0.14,217.4,20191010.0,482.3,052000
inverter,30.0,0.12,6.0,0.16,217.6,20191010.0,497.1,052100
inverter,36.0,0.14,6.0,0.19,217.6,20191010.0,476.9,052200
inverter,42.0,0.15,7.0,0.21,217.6,20191010.0,474.5,052300
inverter,49.0,0.16,7.0,0.25,217.7,20191010.0,491.9,052400
inverter,60.0,0.18,9.0,0.29,217.5,20191010.0,511.8,052500
inverter,72.0,0.2,10.0,0.34,217.6,20191010.0,506.5,052600
inverter,78.0,0.22,10.0,0.38,217.9,20191010.0,503.5,052700
inverter,84.0,0.23,10.0,0.4,218.1,20191010.0,506.1,052800
inverter,93.0,0.24,12.0,0.44,218.3,20191010.0,517.9,052900
inverter,101.0,0.26,13.0,0.48,218.3,20191010.0,506.8,053000
inverter,108.0,0.27,15.0,0.51,219.6,20191010.0,508.4,053100
inverter,116.0,0.27,16.0,0.54,219.4,20191010.0,522.2,053200
inverter,124.0,0.3,19.0,0.58,219.4,20191010.0,516.9,053300
inverter,135.0,0.31,21.0,0.64,217.3,20191010.0,524.9,053400
inverter,150.0,0.34,21.0,0.7,216.8,20191010.0,528.0,053500
inverter,165.0,0.36,22.0,0.76,216.8,20191010.0,540.7,053600
inverter,174.0,0.37,24.0,0.81,216.8,20191010.0,539.3,053700
inverter,183.0,0.38,25.0,0.87,216.7,20191010.0,550.1,053800
inverter,197.0,0.41,27.0,0.92,216.7,20191010.0,556.0,053900
inverter,213.0,0.42,30.0,0.99,216.8,20191010.0,552.8,054000
inverter,223.0,0.46,31.0,1.04,216.8,20191010.0,554.5,054100
inverter,237.0,0.47,33.0,1.11,217.0,20191010.0,557.4,054200
inverter,252.0,0.49,35.0,1.16,217.1,20191010.0,566.0,054300
inverter,264.0,0.52,38.0,1.24,217.1,20191010.0,562.3,054400
inverter,280.0,0.55,39.0,1.31,217.0,20191010.0,558.5,054500
inverter,297.0,0.58,42.0,1.37,216.9,20191010.0,557.9,054600
inverter,309.0,0.59,44.0,1.44,216.9,20191010.0,567.6,054700
inverter,335.0,0.68,47.0,1.55,216.7,20191010.0,534.8,054800
inverter,354.0,0.7,48.0,1.65,215.3,20191010.0,536.5,054900
inverter,372.0,0.75,51.0,1.73,215.4,20191010.0,533.3,055000
inverter,390.0,0.78,54.0,1.82,215.3,20191010.0,537.1,055100
inverter,408.0,0.8,56.0,1.9,215.3,20191010.0,541.2,055200
inverter,426.0,0.83,59.0,1.98,215.4,20191010.0,542.1,055300
inverter,447.0,0.91,62.0,2.09,215.6,20191010.0,526.0,055400
inverter,468.0,0.95,65.0,2.18,215.6,20191010.0,517.8,055500
inverter,489.0,0.99,66.0,2.28,215.5,20191010.0,523.9,055600
inverter,510.0,1.03,70.0,2.39,215.4,20191010.0,522.9,055700
inverter,536.0,1.09,73.0,2.49,215.8,20191010.0,514.4,055800
inverter,558.0,1.12,76.0,2.61,215.8,20191010.0,522.8,055900
inverter,585.0,1.17,80.0,2.72,215.6,20191010.0,524.6,060000
inverter,609.0,1.2,83.0,2.83,215.5,20191010.0,534.7,060100
inverter,630.0,1.23,86.0,2.93,215.4,20191010.0,537.3,060200
inverter,651.0,1.25,91.0,3.01,215.6,20191010.0,544.4,060300
inverter,668.0,1.28,94.0,3.1,215.5,20191010.0,544.9,060400
inverter,693.0,1.29,97.0,3.22,215.5,20191010.0,559.5,060500
inverter,720.0,1.38,101.0,3.35,215.7,20191010.0,542.1,060600
inverter,753.0,1.45,105.0,3.51,215.6,20191010.0,540.9,060700
inverter,813.0,1.68,109.0,3.78,215.6,20191010.0,505.9,060800
inverter,846.0,1.71,112.0,3.91,216.7,20191010.0,511.2,060900
inverter,891.0,1.79,117.0,4.11,216.8,20191010.0,511.5,061000
inverter,924.0,1.87,120.0,4.26,217.0,20191010.0,515.1,061100
inverter,957.0,1.92,124.0,4.42,216.9,20191010.0,512.8,061200
inverter,1008.0,1.99,127.0,4.67,216.6,20191010.0,523.6,061300
inverter,1041.0,2.05,130.0,4.83,216.6,20191010.0,524.3,061400
inverter,1077.0,2.12,135.0,4.98,216.6,20191010.0,522.1,061500
inverter,1122.0,2.12,140.0,5.19,216.8,20191010.0,547.5,061600
inverter,1164.0,2.24,143.0,5.38,217.0,20191010.0,537.7,061700
inverter,1068.0,2.13,147.0,4.92,216.7,20191010.0,528.9,061800
inverter,1239.0,2.36,152.0,5.72,216.9,20191010.0,535.4,061900
