tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.4,000000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,000600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.0,000700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.0,000800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.7,000900
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.7,001000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.5,001100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.5,001200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.8,001300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,46.8,001400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.3,001500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.3,001600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,001700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,001800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,001900
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,002000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,002100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.7,002200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.7,002300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,002900
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,003000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.8,003100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.6,003200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,003300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,003400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,003500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,003600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.5,003700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.7,003800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,47.7,003900
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.3,004000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.3,004100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.3,004200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.3,004300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.0,004400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.0,004500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.1,004600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.1,004700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,004800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,004900
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005000
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005100
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005200
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005300
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005400
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005500
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005600
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005700
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005800
inverter,0.0,0.0,0.0,0.09,216.2,20191023.0,48.7,005900
