tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,8.0,0.09,6.0,0.11,219.8,20191006.0,440.3,055700
inverter,20.0,0.11,6.0,0.14,219.8,20191006.0,459.7,055800
inverter,28.0,0.12,7.0,0.16,219.9,20191006.0,459.5,055900
inverter,33.0,0.12,7.0,0.18,219.9,20191006.0,482.7,060000
inverter,28.0,0.12,7.0,0.17,220.0,20191006.0,486.4,060100
inverter,24.0,0.11,7.0,0.16,221.6,20191006.0,501.3,060200
inverter,24.0,0.12,7.0,0.14,221.5,20191006.0,480.9,060300
inverter,24.0,0.11,7.0,0.14,221.5,20191006.0,480.7,060400
inverter,24.0,0.11,6.0,0.13,221.5,20191006.0,489.0,060500
inverter,21.0,0.11,7.0,0.13,221.5,20191006.0,471.2,060600
inverter,21.0,0.11,7.0,0.12,221.4,20191006.0,474.0,060700
inverter,23.0,0.11,7.0,0.13,221.4,20191006.0,466.3,060800
inverter,24.0,0.11,7.0,0.13,221.3,20191006.0,469.0,060900
inverter,24.0,0.11,7.0,0.14,221.2,20191006.0,479.2,061000
inverter,21.0,0.11,7.0,0.13,221.2,20191006.0,460.4,061100
inverter,21.0,0.11,7.0,0.12,221.2,20191006.0,461.8,061200
inverter,18.0,0.1,7.0,0.12,221.1,20191006.0,503.2,061300
inverter,24.0,0.11,7.0,0.13,221.1,20191006.0,474.0,061400
inverter,24.0,0.11,7.0,0.14,221.1,20191006.0,484.1,061500
inverter,26.0,0.12,7.0,0.15,221.3,20191006.0,474.2,061600
inverter,27.0,0.11,7.0,0.15,221.3,20191006.0,492.6,061700
inverter,27.0,0.12,7.0,0.15,221.4,20191006.0,487.8,061800
inverter,29.0,0.12,7.0,0.16,221.4,20191006.0,487.9,061900
inverter,33.0,0.13,9.0,0.17,221.4,20191006.0,480.6,062000
inverter,36.0,0.14,7.0,0.19,219.9,20191006.0,498.2,062100
inverter,42.0,0.14,9.0,0.21,219.9,20191006.0,506.6,062200
inverter,47.0,0.15,10.0,0.23,219.8,20191006.0,497.9,062300
inverter,49.0,0.16,10.0,0.25,219.8,20191006.0,494.0,062400
inverter,57.0,0.17,10.0,0.27,219.8,20191006.0,502.7,062500
inverter,63.0,0.19,10.0,0.3,219.8,20191006.0,501.5,062600
inverter,63.0,0.19,12.0,0.32,219.7,20191006.0,504.9,062700
inverter,72.0,0.2,13.0,0.34,219.8,20191006.0,507.7,062800
inverter,75.0,0.2,13.0,0.36,219.9,20191006.0,504.4,062900
inverter,76.0,0.21,13.0,0.36,220.0,20191006.0,495.5,063000
inverter,72.0,0.21,12.0,0.35,220.1,20191006.0,502.4,063100
inverter,72.0,0.2,12.0,0.34,220.1,20191006.0,499.1,063200
inverter,69.0,0.19,12.0,0.33,220.1,20191006.0,507.3,063300
inverter,69.0,0.2,12.0,0.33,220.1,20191006.0,500.1,063400
inverter,70.0,0.2,12.0,0.33,220.0,20191006.0,493.7,063500
inverter,72.0,0.2,12.0,0.34,220.0,20191006.0,503.9,063600
inverter,77.0,0.21,13.0,0.36,220.0,20191006.0,502.6,063700
inverter,78.0,0.21,12.0,0.37,221.3,20191006.0,502.4,063800
inverter,81.0,0.22,13.0,0.38,221.5,20191006.0,502.4,063900
inverter,85.0,0.23,13.0,0.4,221.4,20191006.0,497.7,064000
inverter,87.0,0.23,13.0,0.41,221.5,20191006.0,504.6,064100
inverter,84.0,0.23,13.0,0.4,221.4,20191006.0,503.8,064200
inverter,84.0,0.23,13.0,0.4,221.2,20191006.0,502.1,064300
inverter,81.0,0.22,13.0,0.39,221.3,20191006.0,499.0,064400
inverter,81.0,0.22,13.0,0.39,221.2,20191006.0,497.1,064500
inverter,84.0,0.23,13.0,0.39,221.2,20191006.0,502.4,064600
inverter,81.0,0.23,13.0,0.39,221.3,20191006.0,496.9,064700
inverter,78.0,0.21,13.0,0.36,221.2,20191006.0,507.9,064800
inverter,72.0,0.21,12.0,0.35,221.2,20191006.0,493.7,064900
inverter,78.0,0.21,12.0,0.37,221.2,20191006.0,497.4,065000
inverter,92.0,0.24,13.0,0.43,221.3,20191006.0,498.8,065100
inverter,111.0,0.27,16.0,0.52,221.3,20191006.0,519.7,065200
inverter,125.0,0.3,18.0,0.58,221.2,20191006.0,518.8,065300
inverter,142.0,0.32,19.0,0.65,221.4,20191006.0,522.9,065400
inverter,182.0,0.4,22.0,0.84,221.4,20191006.0,532.5,065500
inverter,232.0,0.49,27.0,1.07,221.5,20191006.0,535.3,065600
inverter,279.0,0.57,31.0,1.28,220.0,20191006.0,542.0,065700
inverter,314.0,0.64,36.0,1.45,220.2,20191006.0,542.4,065800
inverter,342.0,0.68,38.0,1.57,220.3,20191006.0,543.4,065900
inverter,363.0,0.72,41.0,1.66,220.2,20191006.0,541.5,070000
inverter,375.0,0.73,41.0,1.71,220.3,20191006.0,544.5,070100
inverter,369.0,0.73,41.0,1.68,220.3,20191006.0,546.5,070200
inverter,398.0,0.78,42.0,1.82,220.2,20191006.0,545.8,070300
inverter,476.0,0.92,51.0,2.18,220.1,20191006.0,552.6,070400
inverter,541.0,1.02,59.0,2.47,220.2,20191006.0,557.1,070500
inverter,549.0,1.03,60.0,2.5,220.4,20191006.0,553.1,070600
inverter,537.0,1.01,59.0,2.43,220.3,20191006.0,553.4,070700
inverter,536.0,1.01,57.0,2.44,220.2,20191006.0,553.1,070800
inverter,573.0,1.09,60.0,2.61,220.2,20191006.0,556.6,070900
inverter,604.0,1.14,63.0,2.75,220.5,20191006.0,555.5,071000
inverter,577.0,1.08,62.0,2.62,220.6,20191006.0,556.3,071100
inverter,525.0,0.99,56.0,2.38,220.6,20191006.0,549.2,071200
inverter,492.0,0.93,54.0,2.23,220.5,20191006.0,550.3,071300
inverter,441.0,0.85,48.0,2.0,220.3,20191006.0,548.2,071400
inverter,380.0,0.75,44.0,1.72,221.8,20191006.0,541.6,071500
inverter,363.0,0.72,41.0,1.65,221.7,20191006.0,542.3,071600
inverter,372.0,0.73,42.0,1.69,219.6,20191006.0,538.6,071700
inverter,330.0,0.66,39.0,1.51,219.7,20191006.0,536.6,071800
inverter,290.0,0.59,35.0,1.33,219.7,20191006.0,533.2,071900
inverter,264.0,0.55,31.0,1.22,219.7,20191006.0,532.1,072000
inverter,243.0,0.51,30.0,1.12,219.5,20191006.0,530.3,072100
inverter,225.0,0.47,28.0,1.03,219.6,20191006.0,538.2,072200
inverter,219.0,0.47,27.0,1.0,219.6,20191006.0,524.0,072300
inverter,219.0,0.47,27.0,1.01,219.3,20191006.0,526.3,072400
inverter,231.0,0.49,28.0,1.06,219.3,20191006.0,525.9,072500
inverter,252.0,0.52,30.0,1.16,219.5,20191006.0,533.8,072600
inverter,270.0,0.55,31.0,1.24,219.5,20191006.0,533.1,072700
inverter,297.0,0.61,35.0,1.37,219.6,20191006.0,533.1,072800
inverter,331.0,0.67,38.0,1.52,219.7,20191006.0,541.3,072900
inverter,363.0,0.71,41.0,1.67,219.6,20191006.0,540.9,073000
inverter,363.0,0.71,41.0,1.67,219.7,20191006.0,544.4,073100
inverter,350.0,0.7,39.0,1.61,219.3,20191006.0,536.0,073200
inverter,335.0,0.67,38.0,1.54,219.3,20191006.0,540.5,073300
inverter,321.0,0.64,38.0,1.48,218.1,20191006.0,536.2,073400
inverter,304.0,0.61,35.0,1.41,218.0,20191006.0,539.1,073500
inverter,288.0,0.58,33.0,1.33,217.9,20191006.0,535.8,073600
inverter,279.0,0.57,33.0,1.29,217.9,20191006.0,536.2,073700
inverter,279.0,0.58,33.0,1.3,217.9,20191006.0,535.7,073800
inverter,273.0,0.54,33.0,1.27,217.8,20191006.0,523.2,073900
inverter,300.0,0.61,35.0,1.4,217.9,20191006.0,540.8,074000
inverter,336.0,0.66,39.0,1.55,218.1,20191006.0,544.6,074100
inverter,333.0,0.66,39.0,1.53,218.0,20191006.0,537.4,074200
inverter,274.0,0.56,33.0,1.27,218.0,20191006.0,538.2,074300
inverter,276.0,0.58,31.0,1.29,217.9,20191006.0,536.7,074400
inverter,321.0,0.65,38.0,1.49,218.1,20191006.0,539.9,074500
inverter,330.0,0.66,38.0,1.52,218.1,20191006.0,536.3,074600
inverter,297.0,0.6,36.0,1.37,218.1,20191006.0,536.2,074700
inverter,258.0,0.53,30.0,1.2,218.3,20191006.0,534.7,074800
inverter,216.0,0.47,27.0,1.0,218.6,20191006.0,521.6,074900
inverter,183.0,0.41,22.0,0.85,218.5,20191006.0,516.1,075000
inverter,186.0,0.41,24.0,0.86,218.7,20191006.0,521.7,075100
inverter,202.0,0.43,25.0,0.92,219.9,20191006.0,527.0,075200
inverter,198.0,0.43,25.0,0.91,219.9,20191006.0,535.3,075300
inverter,213.0,0.47,27.0,0.99,219.8,20191006.0,525.7,075400
inverter,249.0,0.51,30.0,1.14,219.9,20191006.0,531.4,075500
inverter,247.0,0.52,30.0,1.14,219.9,20191006.0,531.0,075600
inverter,234.0,0.49,28.0,1.07,219.7,20191006.0,533.5,075700
inverter,222.0,0.47,27.0,1.03,219.6,20191006.0,534.2,075800
inverter,237.0,0.49,28.0,1.09,219.3,20191006.0,531.4,075900
inverter,246.0,0.51,30.0,1.14,219.3,20191006.0,539.4,080000
inverter,273.0,0.56,31.0,1.26,219.4,20191006.0,539.5,080100
inverter,303.0,0.62,36.0,1.39,219.4,20191006.0,539.8,080200
inverter,336.0,0.67,39.0,1.54,219.4,20191006.0,538.6,080300
inverter,366.0,0.73,41.0,1.68,219.2,20191006.0,546.4,080400
inverter,387.0,0.75,42.0,1.78,219.5,20191006.0,548.6,080500
inverter,411.0,0.81,45.0,1.88,219.6,20191006.0,544.9,080600
inverter,429.0,0.83,47.0,1.96,219.4,20191006.0,549.0,080700
inverter,432.0,0.84,48.0,1.98,219.4,20191006.0,544.5,080800
inverter,432.0,0.84,48.0,1.97,219.3,20191006.0,544.4,080900
inverter,424.0,0.81,48.0,1.94,219.3,20191006.0,552.0,081000
inverter,402.0,0.79,45.0,1.84,219.4,20191006.0,544.3,081100
inverter,387.0,0.76,44.0,1.78,218.3,20191006.0,546.4,081200
inverter,372.0,0.73,42.0,1.71,218.1,20191006.0,543.5,081300
inverter,327.0,0.65,38.0,1.52,217.9,20191006.0,543.2,081400
inverter,345.0,0.68,39.0,1.6,218.1,20191006.0,548.8,081500
inverter,396.0,0.77,42.0,1.83,218.0,20191006.0,545.2,081600
inverter,419.0,0.82,45.0,1.94,218.2,20191006.0,548.9,081700
inverter,462.0,0.88,50.0,2.12,218.2,20191006.0,549.4,081800
inverter,531.0,1.01,56.0,2.46,218.1,20191006.0,556.3,081900
inverter,39.0,0.11,71.0,0.21,219.3,20191006.0,650.8,082200
inverter,39.0,0.11,71.0,0.2,219.1,20191006.0,650.6,082300
inverter,39.0,0.11,76.0,0.21,218.8,20191006.0,652.6,082400
inverter,39.0,0.11,77.0,0.21,218.9,20191006.0,653.2,082500
inverter,39.0,0.11,86.0,0.21,218.6,20191006.0,656.1,082600
inverter,39.0,0.1,92.0,0.21,218.5,20191006.0,658.3,082700
inverter,39.0,0.1,92.0,0.21,218.5,20191006.0,658.1,082800
inverter,39.0,0.1,100.0,0.2,218.1,20191006.0,661.1,082900
inverter,40.0,0.1,105.0,0.2,218.0,20191006.0,662.1,083000
inverter,40.0,0.1,106.0,0.21,217.8,20191006.0,662.7,083100
inverter,39.0,0.1,111.0,0.21,218.0,20191006.0,663.7,083200
inverter,39.0,0.1,111.0,0.21,217.9,20191006.0,663.4,083300
inverter,40.0,0.1,108.0,0.21,217.8,20191006.0,662.4,083400
inverter,39.0,0.1,111.0,0.21,217.8,20191006.0,663.0,083500
inverter,39.0,0.11,105.0,0.21,217.5,20191006.0,661.0,083600
inverter,39.0,0.1,111.0,0.21,217.5,20191006.0,662.7,083700
inverter,36.0,0.1,114.0,0.19,217.5,20191006.0,663.7,083800
inverter,36.0,0.1,115.0,0.19,217.5,20191006.0,663.9,083900
inverter,36.0,0.09,120.0,0.19,217.3,20191006.0,665.0,084000
inverter,37.0,0.1,115.0,0.18,217.4,20191006.0,663.5,084100
inverter,36.0,0.1,114.0,0.19,217.4,20191006.0,663.6,084200
inverter,36.0,0.1,115.0,0.19,217.4,20191006.0,664.2,084300
inverter,36.0,0.1,114.0,0.19,217.3,20191006.0,663.8,084400
inverter,37.0,0.1,121.0,0.19,217.2,20191006.0,665.6,084500
inverter,36.0,0.1,114.0,0.19,217.3,20191006.0,663.0,084600
inverter,36.0,0.1,112.0,0.19,217.2,20191006.0,662.9,084700
inverter,121.0,0.26,109.0,0.57,217.5,20191006.0,659.6,084800
inverter,955.0,1.75,97.0,4.39,218.4,20191006.0,564.9,084900
inverter,951.0,1.72,97.0,4.34,218.4,20191006.0,565.0,085000
inverter,975.0,1.77,98.0,4.46,218.4,20191006.0,566.2,085100
inverter,1059.0,1.91,106.0,4.85,218.6,20191006.0,570.1,085200
inverter,948.0,1.5,112.0,4.26,218.3,20191006.0,619.5,085300
inverter,1002.0,1.81,101.0,4.57,218.4,20191006.0,565.8,085400
inverter,921.0,1.59,112.0,4.23,218.3,20191006.0,617.0,085500
inverter,954.0,1.85,106.0,4.54,218.4,20191006.0,585.8,085600
inverter,1023.0,1.88,106.0,4.7,218.4,20191006.0,550.6,085700
inverter,910.0,1.55,111.0,4.19,218.4,20191006.0,618.7,085800
inverter,873.0,1.44,120.0,4.0,218.4,20191006.0,619.9,085900
inverter,924.0,1.6,111.0,4.29,218.4,20191006.0,617.4,090000
inverter,930.0,1.51,121.0,4.22,218.4,20191006.0,628.4,090100
inverter,915.0,1.53,124.0,4.18,218.7,20191006.0,633.0,090200
inverter,919.0,1.49,118.0,4.21,218.8,20191006.0,627.1,090300
inverter,972.0,1.76,98.0,4.45,218.5,20191006.0,565.5,090400
inverter,924.0,1.53,111.0,4.22,218.4,20191006.0,617.7,090500
inverter,918.0,1.49,117.0,4.31,218.4,20191006.0,619.4,090600
inverter,948.0,1.74,98.0,4.35,218.4,20191006.0,560.9,090700
inverter,957.0,1.72,98.0,4.33,218.3,20191006.0,561.6,090800
inverter,876.0,1.6,92.0,4.02,218.4,20191006.0,564.8,090900
inverter,816.0,1.5,85.0,3.73,218.6,20191006.0,561.1,091000
inverter,618.0,0.99,100.0,2.84,218.4,20191006.0,632.5,091100
inverter,588.0,0.97,118.0,2.85,218.3,20191006.0,643.9,091200
inverter,642.0,1.04,108.0,2.95,218.3,20191006.0,636.7,091300
inverter,621.0,0.99,111.0,2.86,218.2,20191006.0,639.6,091400
inverter,660.0,1.03,123.0,3.04,218.0,20191006.0,645.0,091500
inverter,675.0,0.95,176.0,2.9,217.9,20191006.0,664.3,091600
inverter,621.0,0.98,170.0,2.84,217.8,20191006.0,662.3,091700
inverter,644.0,0.99,167.0,2.97,217.9,20191006.0,660.7,091800
inverter,651.0,0.95,196.0,3.0,217.6,20191006.0,666.8,091900
inverter,1620.0,2.67,223.0,7.64,218.9,20191006.0,645.1,092000
inverter,1785.0,3.12,175.0,8.08,218.7,20191006.0,575.4,092100
inverter,1329.0,2.38,133.0,6.09,218.4,20191006.0,567.6,092200
inverter,1422.0,2.53,144.0,6.52,218.3,20191006.0,575.5,092300
inverter,1359.0,2.43,135.0,6.24,218.4,20191006.0,570.5,092400
inverter,1425.0,2.56,144.0,6.55,218.4,20191006.0,574.2,092500
inverter,1140.0,1.87,144.0,5.18,218.3,20191006.0,627.9,092600
inverter,1152.0,1.81,146.0,5.29,218.3,20191006.0,626.5,092700
inverter,1158.0,1.8,156.0,5.3,218.1,20191006.0,632.8,092800
inverter,1143.0,1.77,197.0,5.17,218.1,20191006.0,649.9,092900
inverter,1161.0,1.73,225.0,5.34,217.9,20191006.0,654.2,093000
inverter,1149.0,1.84,203.0,5.3,217.8,20191006.0,647.1,093100
inverter,1134.0,1.83,191.0,5.33,217.9,20191006.0,643.9,093200
inverter,1157.0,1.82,266.0,5.29,217.9,20191006.0,663.7,093300
inverter,1140.0,1.73,287.0,5.24,217.8,20191006.0,666.3,093400
inverter,1155.0,1.78,274.0,5.28,217.7,20191006.0,662.8,093500
inverter,1140.0,1.82,267.0,5.22,217.8,20191006.0,661.3,093600
inverter,1143.0,1.82,223.0,5.26,217.8,20191006.0,650.3,093700
inverter,1116.0,1.83,187.0,5.15,217.8,20191006.0,641.9,093800
inverter,1149.0,1.84,197.0,5.28,218.3,20191006.0,644.0,093900
inverter,1146.0,1.79,208.0,5.25,218.1,20191006.0,647.1,094000
