tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,9.0,0.09,6.0,0.09,219.5,20191005.0,454.4,052200
inverter,18.0,0.11,6.0,0.12,219.5,20191005.0,453.9,052300
inverter,30.0,0.12,9.0,0.16,219.5,20191005.0,471.0,052400
inverter,39.0,0.14,9.0,0.19,219.5,20191005.0,489.9,052500
inverter,45.0,0.15,10.0,0.23,219.0,20191005.0,487.1,052600
inverter,48.0,0.16,10.0,0.25,219.1,20191005.0,480.4,052700
inverter,49.0,0.17,10.0,0.25,219.0,20191005.0,495.5,052800
inverter,48.0,0.16,10.0,0.24,217.9,20191005.0,495.4,052900
inverter,44.0,0.15,10.0,0.22,217.8,20191005.0,491.0,053000
inverter,42.0,0.15,10.0,0.21,217.7,20191005.0,474.0,053100
inverter,42.0,0.15,9.0,0.21,217.4,20191005.0,480.6,053200
inverter,42.0,0.15,10.0,0.22,217.5,20191005.0,472.4,053300
inverter,45.0,0.15,10.0,0.23,217.5,20191005.0,491.0,053400
inverter,49.0,0.16,10.0,0.25,217.6,20191005.0,475.9,053500
inverter,53.0,0.17,12.0,0.27,217.7,20191005.0,496.3,053600
inverter,66.0,0.2,12.0,0.32,217.7,20191005.0,489.3,053700
inverter,74.0,0.21,13.0,0.36,217.6,20191005.0,500.6,053800
inverter,81.0,0.23,15.0,0.39,217.8,20191005.0,495.1,053900
inverter,90.0,0.24,15.0,0.43,217.8,20191005.0,496.3,054000
inverter,99.0,0.25,15.0,0.47,217.8,20191005.0,503.2,054100
inverter,111.0,0.28,16.0,0.52,217.7,20191005.0,502.5,054200
inverter,121.0,0.29,18.0,0.57,217.6,20191005.0,504.6,054300
inverter,126.0,0.3,18.0,0.6,217.6,20191005.0,501.3,054400
inverter,135.0,0.32,19.0,0.64,217.6,20191005.0,515.4,054500
inverter,150.0,0.35,21.0,0.7,217.6,20191005.0,501.6,054600
inverter,165.0,0.37,24.0,0.76,217.6,20191005.0,519.8,054700
inverter,178.0,0.4,25.0,0.83,217.6,20191005.0,512.7,054800
inverter,197.0,0.43,27.0,0.91,217.6,20191005.0,516.1,054900
inverter,225.0,0.49,31.0,1.05,217.6,20191005.0,521.8,055000
inverter,255.0,0.53,38.0,1.18,217.6,20191005.0,527.6,055100
inverter,270.0,0.56,41.0,1.25,217.6,20191005.0,531.0,055200
inverter,279.0,0.57,39.0,1.28,219.0,20191005.0,529.8,055300
inverter,280.0,0.58,38.0,1.29,219.0,20191005.0,532.8,055400
inverter,294.0,0.61,39.0,1.35,219.1,20191005.0,529.2,055500
inverter,312.0,0.64,42.0,1.43,218.9,20191005.0,532.3,055600
inverter,321.0,0.65,42.0,1.47,219.0,20191005.0,533.1,055700
inverter,319.0,0.65,42.0,1.46,219.0,20191005.0,529.2,055800
inverter,315.0,0.65,41.0,1.45,219.2,20191005.0,529.3,055900
inverter,321.0,0.66,41.0,1.48,219.0,20191005.0,534.2,060000
inverter,339.0,0.68,44.0,1.55,219.1,20191005.0,530.0,060100
inverter,360.0,0.74,45.0,1.66,219.1,20191005.0,532.4,060200
inverter,390.0,0.79,50.0,1.79,219.1,20191005.0,529.2,060300
inverter,445.0,0.89,56.0,2.06,219.1,20191005.0,538.5,060400
inverter,471.0,0.92,60.0,2.17,219.1,20191005.0,538.7,060500
inverter,475.0,0.93,57.0,2.18,219.0,20191005.0,542.0,060600
inverter,576.0,1.09,73.0,2.63,219.1,20191005.0,552.4,060700
inverter,636.0,1.2,80.0,2.91,219.3,20191005.0,553.3,060800
inverter,690.0,1.29,89.0,3.16,219.4,20191005.0,559.5,060900
inverter,717.0,1.33,94.0,3.28,219.3,20191005.0,559.3,061000
inverter,675.0,1.25,86.0,3.08,219.3,20191005.0,557.1,061100
inverter,585.0,1.13,71.0,2.68,217.9,20191005.0,540.0,061200
inverter,609.0,1.17,73.0,2.8,217.9,20191005.0,544.1,061300
