tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,000000
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,000100
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,000200
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,000300
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,000400
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.2,000500
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,000600
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,000700
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,000800
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,000900
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.8,001000
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.8,001100
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.8,001200
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.9,001300
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,001400
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,001500
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,001600
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.0,001700
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,001800
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,001900
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.1,002000
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.9,002100
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.9,002200
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.9,002300
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,43.9,002400
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.5,002500
inverter,0.0,0.0,0.0,1.87,1.87,20191017.0,44.5,002600
