tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,41.9,000000
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.0,000100
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.5,000200
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.8,000300
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000400
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000500
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000600
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000700
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000800
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,000900
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.8,001000
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.8,001100
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001200
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001300
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.8,001400
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.8,001500
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001600
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001700
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001800
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.9,001900
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.6,002000
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.6,002100
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.3,002200
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.3,002300
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.1,002400
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.1,002500
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.1,002600
inverter,0.0,0.0,0.0,1.87,1.87,20191011.0,42.1,002700
