tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.8,000000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.2,000100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,000200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.4,000300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.5,000400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.5,000500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.5,000600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,000700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.1,000800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.0,000900
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.9,001000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.9,001100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.9,001200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.9,001300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.8,001400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.8,001500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.7,001600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.7,001700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.1,001800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.1,001900
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.5,002000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.5,002100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.7,002200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.7,002300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.7,002400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.7,002500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,002600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,002700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,002800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,002900
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,003000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.6,003100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.4,003200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.4,003300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,003400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,003500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,003600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,43.3,003700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.8,003800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.8,003900
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.6,004000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.7,004100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.5,004200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.4,004300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.3,004400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,004500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,004600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,004700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,004800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,004900
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,005000
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.1,005100
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.1,005200
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.1,005300
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.1,005400
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,005500
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,005600
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,005700
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.2,005800
inverter,0.0,0.0,0.0,0.09,215.7,20191024.0,42.5,005900
inverter,6.0,0.08,4.0,0.09,219.2,20191024.0,452.3,060300
inverter,12.0,0.09,6.0,0.1,219.4,20191024.0,459.9,060400
inverter,15.0,0.1,6.0,0.11,219.4,20191024.0,460.1,060500
inverter,24.0,0.11,7.0,0.13,219.4,20191024.0,469.4,060600
inverter,30.0,0.12,9.0,0.16,219.5,20191024.0,476.2,060700
inverter,36.0,0.13,9.0,0.18,219.6,20191024.0,479.9,060800
inverter,39.0,0.14,9.0,0.21,219.4,20191024.0,494.4,060900
inverter,48.0,0.16,10.0,0.24,220.5,20191024.0,489.3,061000
inverter,54.0,0.17,12.0,0.26,220.5,20191024.0,493.6,061100
inverter,60.0,0.18,12.0,0.29,220.3,20191024.0,480.0,061200
inverter,66.0,0.19,12.0,0.32,220.3,20191024.0,494.4,061300
inverter,72.0,0.21,13.0,0.35,220.3,20191024.0,494.5,061400
inverter,81.0,0.22,13.0,0.38,220.3,20191024.0,494.8,061500
inverter,90.0,0.23,15.0,0.41,220.4,20191024.0,496.1,061600
inverter,96.0,0.25,15.0,0.44,220.5,20191024.0,499.5,061700
inverter,102.0,0.26,16.0,0.48,220.6,20191024.0,504.5,061800
inverter,111.0,0.27,18.0,0.52,220.3,20191024.0,513.6,061900
inverter,117.0,0.29,18.0,0.54,220.1,20191024.0,504.9,062000
inverter,124.0,0.3,19.0,0.58,220.0,20191024.0,511.3,062100
