dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191003,154500,0,26.15,0,10.05,0.42,0.07,0.01,82.78,0.32,0.01,0,0.59,90,0,91.73,4.39,207.54,909.53,1.79,524.12,938.17
20191003,171500,100.5,27.47,0,9.64,1.38,0.8,0.13,77.93,1.36,0.15,0.03,0.73,90,0,23.27,1,213.43,211.93,0.47,502.55,236.2
20191003,173000,73.97,27.48,0,9.39,1.25,0.71,0.11,76.06,1.22,0.13,0.02,0.72,90,0,3.67,0.17,213.1,24.93,0.09,461.36,41.52
20191003,174500,28.09,27.49,0,9.07,0.79,0.37,0.06,74.06,0.73,0.07,0.01,0.66,90,0,0,0.09,211.7,0,0,264.08,0
20191003,180000,26.64,27.47,0,9.06,0.81,0.38,0.06,73.97,0.75,0.07,0.01,0.66,90,0,0,0.09,211.7,0,0,41.92,0
20191003,181500,21.67,27.46,0,8.87,0.41,0.09,0.01,72.97,0.32,0.02,0,0.6,90,0,0,0.09,211.7,0,0,37.63,0
20191003,183000,16.82,20.15,0,8.01,0.4,0.1,0.02,65.85,0.33,0.02,0,0.54,102,0,0,0.09,211.7,0,0,36.95,0
20191003,184500,39.99,25.61,0,5.02,0.17,0,0,41.42,0.11,0,0,0.45,186,0,0,0.09,211.7,0,0,36.55,0
20191003,190000,6.44,29.5,0,4.44,0.15,0,0,36.66,0.1,0,0,0.46,162,0,0,0.09,211.7,0,0,37.67,0
20191003,191500,0.3,29.24,0,4.63,0.15,0,0,38.18,0.1,0,0,0.47,177,0,0,0.09,211.7,0,0,37.83,0
20191003,193000,0.3,28.71,0,5.58,0.19,0,0,46.07,0.13,0,0,0.47,90,0,0,0.09,211.7,0,0,39.05,0
20191003,194500,0.04,28.14,0,5.53,0.18,0,0,45.61,0.13,0,0,0.46,78,0,0,0.09,211.7,0,0,38.03,0
20191003,200000,0,28.1,0,4.84,0.16,0,0,39.89,0.11,0,0,0.46,81,0,0,0.09,211.7,0,0,38.77,0
20191003,201500,0,27.79,0,4.13,0.14,0,0,34.02,0.09,0,0,0.47,75,0,0,0.09,211.7,0,0,38.7,0
20191003,203000,0,27.51,0,4.12,0.14,0,0,34.03,0.09,0,0,0.45,78,0,0,0.09,211.7,0,0,39.65,0
20191003,204500,0,27.44,0,4.16,0.14,0,0,34.35,0.09,0,0,0.46,72,0,0,0.09,211.7,0,0,38.96,0
20191003,210000,0.17,27.49,0,3.9,0.13,0,0,32.19,0.09,0,0,0.46,72,0,0,0.09,211.7,0,0,38.8,0
20191003,211500,0.17,27.77,0,4.1,0.14,0,0,33.82,0.09,0,0,0.47,90,0,0,0.09,211.7,0,0,37.89,0
20191003,213000,0.57,27.8,0,4.18,0.14,0,0,34.52,0.09,0,0,0.45,102,0,0,0.09,211.7,0,0,39.07,0
20191003,214500,0,27.7,0,4.03,0.13,0,0,33.26,0.09,0,0,0.45,96,0,0,0.09,211.7,0,0,39.57,0
