dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191005,053000,6.16,22.32,0,6.92,0.23,0,0,57.05,0.16,0,0,0.46,135,0,12.87,0.35,217.65,72.33,0.21,491.61,103.24
20191005,054500,27.43,23.44,0,7.04,0.23,0,0,58.06,0.16,0,0,0.46,135,0,33.93,1.14,218.27,246.33,0.52,524.11,272.54
20191005,060000,55.59,25.15,0,6.72,0.22,0,0,55.42,0.15,0,0,0.45,135,0,66.2,2.42,218.91,527.73,1.02,543.95,554.83
20191005,061500,93.93,25.73,0,6.98,0.23,0,0,57.57,0.16,0,0,0.44,171,0,99.67,3.82,217.92,831.27,1.59,545.89,867.97
20191005,063000,125,25.25,0,6.85,0.23,0,0,56.54,0.16,0,0,0.45,42,0,118.2,5.08,219.17,1112.2,2.04,557.4,1137.1
20191005,064500,298.99,29.15,0,6.59,0.22,0,0,54.39,0.15,0,0,0.45,126,0,277.53,11.58,221.1,2559.2,4.57,568.93,2600.01
20191005,070000,372.76,30.42,0,6.14,0.2,0,0,50.67,0.14,0,0,0.45,48,0,372.13,15.53,220.11,3415.53,6.17,560.15,3456.13
20191005,071500,308.64,29.04,0,5.87,0.19,0,0,48.4,0.13,0,0,0.46,90,0,313.53,13.35,219.18,2938.8,5.36,552.88,2963.44
20191005,073000,190.41,27.29,0,5.93,0.2,0,0,48.96,0.13,0,0,0.45,90,0,191.47,8.38,218.13,1825.13,3.38,548.94,1855.42
20191005,074500,219.14,27.6,0,6.2,0.21,0,0,51.17,0.14,0,0,0.45,42,0,214.87,9.42,218.8,2058.67,3.78,553.91,2093.78
20191005,080000,247.96,28.78,0,5.98,0.2,0,0,49.36,0.14,0,0,0.46,120,0,241.73,10.56,217.38,2287,4.24,550.67,2334.84
20191005,081500,292.65,28.47,0,6.16,0.21,0,0,50.81,0.14,0,0,0.46,108,0,280.13,12.3,217.83,2672,4.9,554.63,2717.69
20191005,083000,301.5,29.4,0,6.32,0.21,0,0,52.13,0.14,0,0,0.45,186,0,290.67,12.8,218.48,2796,5.14,551.67,2835.58
20191005,084500,225.75,29.05,0,6.55,0.22,0,0,54.07,0.15,0,0,0.45,177,0,210.6,9.56,217.2,2076.4,3.84,548.43,2105.97
20191005,090000,203.27,29.78,0,6.82,0.23,0,0,56.31,0.16,0,0,0.45,204,0,192,8.75,216.6,1894.67,3.52,548.17,1929.56
20191005,091500,169.03,29.98,0,6.41,0.21,0,0,52.85,0.14,0,0,0.45,216,0,163.87,7.6,216.27,1641.6,3.05,549.37,1675.58
20191005,093000,289.08,31.32,0,6.39,0.21,0,0,52.75,0.14,0,0,0.44,225,0,281.53,12.76,218.5,2787.47,5.13,552.2,2832.79
20191005,094500,487.26,32.68,0,6.84,0.23,0,0,56.42,0.15,0,0,0.44,240,0,471.53,20.05,219.92,4391.07,8.28,542.79,4494.3
20191005,100000,486.33,32.61,0,6.24,0.21,0,0,51.44,0.14,0,0,0.44,216,0,458.07,19.74,218.85,4324.53,8.1,541.88,4389.23
20191005,101500,856.65,33.07,0,5.76,0.19,0,0,47.52,0.13,0,0,0.44,141,0,871.07,31.32,221.5,6949.13,12.85,547.32,7033.06
20191005,103000,717.3,33.45,0,6.42,0.21,0,0,53,0.14,0,0,0.44,129,0,843.8,29.84,221.41,6630.13,12.68,523.17,6633.8
20191005,104500,202.61,31.42,0,6.41,0.21,0,0,52.88,0.15,0,0,0.45,180,0,198.33,8.66,217.13,1882.8,3.66,525.09,1921.83
20191005,110000,171.41,31.04,0,7.21,0.24,0,0,59.47,0.16,0,0,0.45,180,0,165.8,7.56,216.47,1634.87,3.09,539.81,1668.01
20191005,111500,167.97,31.13,0,7.69,0.26,0,0,63.48,0.17,0,0,0.45,246,0,175.2,7.85,217.87,1708.67,3.18,548.13,1743.05
20191005,113000,374.61,32.43,0,7.51,0.25,0,0,61.98,0.17,0,0,0.45,177,0,381.33,16.88,218.99,3695.2,6.83,551.37,3765.86
20191005,114500,557.33,33.05,0,7.26,0.24,0,0,59.91,0.16,0,0,0.45,234,0,588.13,23.22,220.73,5132.13,9.49,541.68,5140.54
20191005,120000,339.98,32.02,0,7.34,0.24,0,0,60.55,0.17,0,0,0.45,237,0,357.53,15.72,219.17,3364.2,6.48,542.65,3516.37
20191005,121500,475.49,32.28,0,7.79,0.26,0,0,64.29,0.18,0,0,0.46,258,0,446.4,18.6,220.48,4121.73,7.64,541.57,4137.59
20191005,123000,277.18,31.09,0,7,0.23,0,0,57.72,0.16,0,0,0.46,219,0,271.47,12.02,217.95,2620.13,4.88,543.69,2653.21
20191005,124500,231.43,30.56,0,7.22,0.24,0,0,59.58,0.16,0,0,0.45,243,0,231.07,10.62,217.42,2308.07,4.24,552.63,2343.15
20191005,130000,338.79,30.23,0,7.06,0.23,0,0,58.26,0.16,0,0,0.45,234,0,309.67,14.58,219.02,3191.47,5.81,558.35,3244.01
20191005,131500,624.76,31.28,0,6.36,0.21,0,0,52.49,0.14,0,0,0.45,231,0,595.4,24.2,220.98,5388.67,9.79,547.94,5364.33
20191005,133000,342.62,31.29,0,5.87,0.19,0,0,48.39,0.13,0,0,0.44,216,0,334.67,14.7,219.67,3230.53,6.03,542.07,3268.68
20191005,134500,199.57,30.08,0,6.27,0.21,0,0,51.73,0.14,0,0,0.45,234,0,194.87,8.77,217.81,1910.8,3.56,545.27,1941.16
20191005,140000,136.77,29.46,0,6.21,0.21,0,0,51.26,0.14,0,0,0.44,240,0,143.33,6.44,216.57,1394.4,2.6,546.83,1421.76
20191005,141500,110.59,29.45,0,6.47,0.22,0,0,53.38,0.15,0,0,0.44,231,0,117.73,5.19,216.48,1122.8,2.11,544.9,1149.74
20191005,143000,102.79,29.47,0,6.19,0.21,0,0,51.05,0.14,0,0,0.45,228,0,115.67,5.03,216.06,1084.4,2.04,544.61,1111
20191005,144500,98.83,28.14,0,5.84,0.19,0,0,48.18,0.13,0,0,0.45,237,0,114.67,4.96,216.89,1074.4,2.01,547.73,1100.94
20191005,150000,94.86,24.2,0,2.37,0.08,0,0,19.59,0.06,0,0,0.5,243,0,113.93,4.89,218.3,1080.13,1.98,547.33,1083.71
20191005,151500,96.71,23.72,0,1.95,0.06,0,0,16.08,0.04,0,0,0.49,234,0,111.07,4.9,217.29,1062.6,1.95,558.86,1089.78
20191005,153000,98.69,23.25,0,1.95,0.07,0,0,16.08,0.05,0,0,0.51,240,0,104.87,4.63,217.45,1006.13,1.85,558,1032.3
20191005,154500,80.19,22.94,0,1.75,0.06,0,0,14.39,0.04,0,0,0.49,240,0,86.33,3.81,218.08,829.33,1.54,554.17,853.42
20191005,160000,69.74,22.99,0,2.44,0.08,0,0,20.1,0.06,0,0,0.47,234,0,79,3.52,217.69,765.13,1.44,550.01,792.01
20191005,161500,61.28,22.67,0,4.18,0.14,0,0,34.49,0.09,0,0,0.45,225,0,65.33,2.91,217.71,632.2,1.2,548.37,658.04
20191005,163000,57.31,22.66,0,5.61,0.19,0,0,46.29,0.13,0,0,0.46,213,0,58.87,2.71,218.11,589.07,1.1,560.82,616.9
20191005,164500,79.92,23.1,0,6.36,0.21,0,0,52.47,0.14,0,0,0.46,213,0,72,3.45,217.61,747.53,1.41,545.47,769.11
20191005,170000,51.63,22.96,0,5.49,0.18,0,0,45.28,0.12,0,0,0.48,219,0,50.53,2.29,218.25,497.47,0.97,534.89,518.84
20191005,171500,13.68,22.71,0,5.24,0.18,0,0,43.2,0.12,0,0,0.47,219,0,19.53,0.73,217.43,156,0.35,504.9,176.71
20191005,173000,1.16,22.66,0,4.18,0.14,0,0,34.49,0.09,0,0,0.46,216,0,5.6,0.17,216.05,26.8,0.1,465.87,46.59
20191005,174500,0.17,22.26,0,4,0.13,0,0,32.97,0.09,0,0,0.46,213,0,0,0.1,215.6,0,0,270.44,0
20191005,180000,0,22.09,0,4.37,0.15,0,0,36.05,0.1,0,0,0.48,210,0,0,0.1,215.6,0,0,48.86,0
20191005,181500,0.04,21.92,0,4.82,0.16,0,0,39.73,0.11,0,0,0.47,213,0,0,0.1,215.6,0,0,43.16,0
20191005,183000,0,21.71,0,5.46,0.18,0,0,45.06,0.12,0,0,0.48,198,0,0,0.1,215.6,0,0,43.24,0
20191005,184500,0.08,21.49,0,4.96,0.16,0,0,40.93,0.11,0,0,0.46,207,0,0,0.1,215.6,0,0,43.29,0
20191005,190000,0.21,21.29,0,3.89,0.13,0,0,32.14,0.09,0,0,0.48,201,0,0,0.1,215.6,0,0,42.74,0
20191005,191500,0.04,21.1,0,3.68,0.12,0,0,30.34,0.08,0,0,0.49,201,0,0,0.1,215.6,0,0,43.64,0
20191005,193000,0,21,0,6.33,0.21,0,0,52.25,0.14,0,0,0.48,213,0,0,0.1,215.6,0,0,43.93,0
20191005,194500,0.21,20.98,0,4.56,0.15,0,0,37.62,0.1,0,0,0.48,204,0,0,0.1,215.6,0,0,43.85,0
20191005,200000,0.04,20.97,0,3.5,0.12,0,0,28.86,0.08,0,0,0.45,222,0,0,0.1,215.6,0,0,44.65,0
20191005,201500,0,20.81,0,3.78,0.13,0,0,31.16,0.09,0,0,0.46,222,0,0,0.1,215.6,0,0,44.1,0
20191005,203000,0,20.81,0,3.41,0.11,0,0,28.13,0.08,0,0,0.47,204,0,0,0.1,215.6,0,0,45.05,0
20191005,204500,0.17,20.8,0,2.82,0.09,0,0,23.24,0.06,0,0,0.46,195,0,0,0.1,215.6,0,0,45.56,0
20191005,210000,0.04,20.75,0,3.4,0.11,0,0,28.07,0.08,0,0,0.49,201,0,0,0.1,215.6,0,0,44.99,0
20191005,211500,0.17,20.63,0,2.82,0.09,0,0,23.3,0.07,0,0,0.47,198,0,0,0.1,215.6,0,0,45.9,0
20191005,213000,0.44,20.5,0,3.31,0.11,0,0,27.31,0.07,0,0,0.47,207,0,0,0.1,215.6,0,0,46.3,0
20191005,214500,0,20.18,0,3.42,0.11,0,0,28.2,0.08,0,0,0.45,213,0,0,0.1,215.6,0,0,46.81,0
20191005,220000,0.08,20.02,0,3.85,0.13,0,0,31.74,0.09,0,0,0.45,219,0,0,0.1,215.6,0,0,45.8,0
20191005,221500,0.12,19.99,0,4.09,0.14,0,0,33.71,0.09,0,0,0.45,201,0,0,0.1,215.6,0,0,45.79,0
20191005,223000,0.04,19.94,0,2.91,0.1,0,0,24.01,0.07,0,0,0.45,198,0,0,0.1,215.6,0,0,45.47,0
20191005,224500,0.04,19.68,0,3.23,0.11,0,0,26.7,0.07,0,0,0.46,207,0,0,0.1,215.6,0,0,44.36,0
20191005,230000,0.25,19.38,0,3.63,0.12,0,0,29.92,0.08,0,0,0.46,189,0,0,0.1,215.6,0,0,45.02,0
20191005,231500,0.12,19.03,0,3.47,0.12,0,0,28.59,0.08,0,0,0.45,180,0,0,0.1,215.6,0,0,44.1,0
20191005,233000,0,18.78,0,3.32,0.11,0,0,27.4,0.07,0,0,0.44,201,0,0,0.1,215.6,0,0,44.56,0
20191005,234500,0.21,18.79,0,3.19,0.11,0,0,26.34,0.07,0,0,0.46,198,0,0,0.1,215.6,0,0,46.31,0
