dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191011,001500,0.21,24.14,0,3.81,0.13,0,0,31.41,0.09,0,0,0.46,75,0,0,1.87,1.87,0,0,42.47,0
20191011,003000,0,24.06,0,3.87,0.13,0,0,31.94,0.09,0,0,0.45,81,0,0,1.87,1.87,0,0,42.71,0
20191011,004500,0.3,23.89,0,3.79,0.13,0,0,31.31,0.09,0,0,0.45,66,0,0,1.87,1.87,0,0,44.67,0
20191011,010000,0,23.65,0,3.61,0.12,0,0,29.76,0.08,0,0,0.45,54,0,0,1.87,1.87,0,0,43.76,0
20191011,011500,0,23.52,0,3.61,0.12,0,0,29.81,0.08,0,0,0.44,60,0,0,1.87,1.87,0,0,43.76,0
20191011,013000,0,23.71,0,3.44,0.11,0,0,28.35,0.08,0,0,0.45,60,0,0,1.87,1.87,0,0,44.57,0
20191011,014500,0,23.56,0,3.59,0.12,0,0,29.63,0.08,0,0,0.45,78,0,0,1.87,1.87,0,0,44.44,0
20191011,020000,0.04,23.04,0,3.64,0.12,0,0,30.01,0.08,0,0,0.45,84,0,0,1.87,1.87,0,0,44.8,0
20191011,021500,0.04,22.81,0,3.73,0.12,0,0,30.75,0.08,0,0,0.45,90,0,0,1.87,1.87,0,0,45.93,0
20191011,023000,0,22.63,0,3.69,0.12,0,0,30.46,0.08,0,0,0.45,78,0,0,1.87,1.87,0,0,45.06,0
20191011,024500,0.04,22.88,0,3.62,0.12,0,0,29.86,0.08,0,0,0.46,54,0,0,1.87,1.87,0,0,44.55,0
20191011,030000,0.12,22.87,0,3.53,0.12,0,0,29.16,0.08,0,0,0.45,45,0,0,1.87,1.87,0,0,44.58,0
20191011,031500,0.17,22.27,0,3.56,0.12,0,0,29.4,0.08,0,0,0.45,57,0,0,1.87,1.87,0,0,44.67,0
20191011,033000,0.04,21.9,0,3.69,0.12,0,0,30.49,0.08,0,0,0.46,81,0,0,1.87,1.87,0,0,44.95,0
20191011,034500,0.04,22.08,0,3.83,0.13,0,0,31.56,0.09,0,0,0.45,84,0,0,1.87,1.87,0,0,45.52,0
20191011,040000,0.16,22.13,0,3.69,0.12,0,0,30.42,0.08,0,0,0.45,69,0,0,1.87,1.87,0,0,43.95,0
20191011,041500,0.17,21.88,0,3.83,0.13,0,0,31.63,0.09,0,0,0.45,108,0,0,1.87,1.87,0,0,44.14,0
20191011,043000,0.61,22.08,0,3.72,0.12,0,0,30.73,0.09,0,0,0.44,72,0,0,1.87,1.87,0,0,44.89,0
20191011,044500,0.3,21.79,0,3.7,0.12,0,0,30.56,0.08,0,0,0.45,72,0,0,1.87,1.87,0,0,116.18,0
20191011,050000,0.61,21.52,0,3.96,0.13,0,0,32.67,0.09,0,0,0.45,111,0,1.5,1.74,17.4,0.71,0.01,507.71,5.08
20191011,051500,4.14,21.29,0,3.82,0.13,0,0,31.47,0.09,0,0,0.46,135,0,10.33,0.29,218.2,59.93,0.18,495.73,89.23
20191011,053000,42.9,23.76,0,3.97,0.13,0,0,32.79,0.09,0,0,0.46,135,0,28.87,0.89,218.19,192.93,0.4,542.1,216.84
20191011,054500,84.81,26.94,0,3.65,0.12,0,0,30.1,0.08,0,0,0.44,120,0,60.4,1.93,219.73,416.73,0.83,546.49,453.59
20191011,060000,132.01,26.64,0,4.58,0.15,0,0,37.82,0.1,0,0,0.47,57,0,108.53,3.6,219.03,787.27,1.58,517.4,817.49
20191011,061500,189.65,26.8,0,3.86,0.13,0,0,31.88,0.09,0,0,0.46,51,0,167.36,6.13,218.07,1335.79,2.5,543.54,1358.85
20191011,063000,250.08,27.52,0,3.73,0.12,0,0,30.8,0.09,0,0,0.46,51,0,235.33,9.19,218.45,2005.67,3.63,559.91,2032.47
20191011,064500,313.93,28.08,0,3.86,0.13,0,0,31.8,0.09,0,0,0.47,39,0,304.73,12.29,218.11,2677.13,4.77,568.94,2713.84
20191011,070000,373.82,28.94,0,3.67,0.12,0,0,30.31,0.08,0,0,0.46,39,0,375.2,15.25,218.43,3330.33,5.98,564.67,3376.73
