dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191104,001500,0,26,0,7.26,0.24,0,0,59.85,0.16,0,0,0.44,70,0,0,0.1,213,0,0,38.71,0
20191104,003000,0,25.76,0,7.51,0.25,0,0,62,0.17,0,0,0.45,9,0,0,0.1,213,0,0,38.2,0
20191104,051500,13.8,24.6,0,5.45,0.18,0,0,44.94,0.12,0,0,0.44,25.33,0,22,0.65,215.63,137.07,0.34,477.39,162.31
20191104,053000,50.1,15.46,0,5.01,0.17,0,0,41.37,0.11,0,0,0.43,71.67,0,40,1.32,216.69,282.87,0.62,498.71,309.2
20191104,054500,111.42,27.3,0,4.63,0.15,0,0,38.21,0.11,0,0,0.44,43.33,0,73.13,2.6,215.9,557.4,1.12,522.17,584.83
20191104,060000,185.26,28.72,0,4.38,0.15,0,0,36.13,0.1,0,0,0.43,54,0,132.73,4.82,216.47,1040.73,2.04,524.25,1069.47
20191104,061500,240.57,28.99,0,4.22,0.14,0,0,34.79,0.1,0,0,0.42,80.67,0,190.93,7.18,217.81,1561.07,3.01,529.95,1595.15
20191104,063000,301.11,8.16,0,4.58,0.15,0,0,37.81,0.1,0,0,0.43,28.33,0,254.73,9.91,217.19,2148.87,4.06,538.79,2187.49
20191104,064500,362.95,29.85,0,4.59,0.15,0,0,37.89,0.1,0,0,0.43,98.67,0,321.6,12.61,217.29,2739.13,5.2,536.35,2789.02
20191104,070000,419.7,30.34,0,4.48,0.15,0,0,36.95,0.1,0,0,0.44,53.67,0,389,14.97,216.55,3241.8,6.23,528.49,3292.49
20191104,071500,477.76,30.76,0,4.16,0.14,0,0,34.3,0.1,0,0,0.43,79.33,0,454.47,17.33,214.97,3726.47,7.39,512.09,3784.35
20191104,073000,537.9,31.55,0,5.06,0.17,0,0,41.69,0.11,0,0,0.44,106,0,518.53,19.77,214.98,4247.2,8.37,515.47,4314.48
20191104,074500,590.21,32,0,5.39,0.18,0,0,44.45,0.12,0,0,0.44,119.33,0,581.13,21.91,214.73,4701.07,9.33,508.25,4741.97
20191104,080000,639.98,32.55,0,5.1,0.17,0,0,42.06,0.12,0,0,0.44,83.21,0,640.07,24.43,215.25,5260.07,10.36,515.17,5337.16
20191104,083000,740.64,32.7,0,4.88,0.16,0,0,40.22,0.11,0,0,0.43,127,0,750,28.53,215.11,6137.87,12.23,510.15,6239.13
20191104,084500,782.78,32.38,0,5.2,0.17,0,0,42.91,0.12,0,0,0.43,188,0,798.87,30.26,214.95,6505,13.02,508.08,6615.2
20191104,090000,820.35,32.68,0,5.89,0.2,0,0,48.63,0.13,0,0,0.43,106,0,842.87,31.82,213.63,6799.27,13.73,503.71,6915.94
20191104,091500,860.67,33.29,0,6.32,0.21,0,0,52.15,0.14,0,0,0.44,141.67,0,885.07,32.9,215.03,7076.6,14.44,498.49,7198.2
20191104,093000,895.24,33.39,0,6.34,0.21,0,0,52.34,0.14,0,0,0.43,125.33,0,923.73,33.73,214.49,7233.07,15.02,489.07,7345.83
20191104,094500,923.88,33.49,0,5.8,0.19,0,0,47.85,0.13,0,0,0.44,70.36,0,957.4,35.01,215.05,7531.27,15.55,492.59,7659.77
20191104,100000,949.9,34.2,0,5.74,0.19,0,0,47.34,0.13,0,0,0.43,131.67,0,984.47,35.58,216.01,7686.53,15.96,490.2,7823.59
