dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191105,083000,740.64,32.54,0,5.14,0.17,0,0,42.39,0.12,0,0,0.44,130,0,517.47,20.1,211.48,4249.53,8.36,514.46,4300.89
20191105,084500,782.26,33.55,0,5.32,0.18,0,0,43.85,0.12,0,0,0.43,201.67,0,576.87,22.22,213.67,4748.47,9.34,513.66,4797.58
20191105,090000,823.87,33.44,0,5.59,0.19,0,0,46.15,0.13,0,0,0.42,116.67,0,635.33,24.5,213.61,5232.6,10.28,516.87,5313.42
20191105,091500,872.01,35.06,0,5.55,0.18,0,0,45.74,0.13,0,0,0.42,193,0,691.53,26.31,213.28,5608.47,11.18,515.67,5765.19
20191105,093000,801.83,34.51,0,5.64,0.19,0,0,46.56,0.13,0,0,0.42,113.67,0,745.2,28.41,214.11,6082.4,12.14,508.73,6175.98
20191105,094500,878.54,35.9,0,5.58,0.19,0,0,46.06,0.13,0,0,0.43,214,0,793.13,29.99,213.56,6406,12.91,504.78,6516.71
20191105,100000,967.64,34.95,0,5.45,0.18,0,0,44.96,0.12,0,0,0.43,85,0,836.2,31.43,214.81,6752.8,13.66,503.39,6876.31
20191105,101500,1002.09,35.45,0,5.29,0.18,0,0,43.67,0.12,0,0,0.42,143.67,0,888.47,33.1,213.77,7075.6,14.49,496.47,7193.85
20191105,104500,624.46,35.26,0,5.57,0.18,0,0,45.92,0.13,0,0,0.43,80,0,933.93,34.72,215.89,7390.33,15.55,494.16,7684.19
20191105,110000,969.6,36.1,0,5.79,0.19,0,0,47.81,0.13,0,0,0.43,186.67,0,995.07,35.17,219.16,7625,16.18,490.55,7937.1
20191105,111500,945.68,35.41,0,6.18,0.21,0,0,50.98,0.14,0,0,0.43,176.07,0,1044.27,36.84,218.81,8062.6,16.7,491.89,8214.56
20191105,113000,1096.54,35.42,0,6.11,0.2,0,0,50.38,0.14,0,0,0.42,149.67,0,971.2,32.76,217.79,7163.4,14.03,509.43,7147.3
20191105,114500,1050.75,35.99,0,7.08,0.24,0,0,58.42,0.16,0,0,0.42,200.67,0,582,20.07,214.02,4180.64,8.71,506.03,4407.52
20191105,121500,999.61,36.25,0,8.02,0.27,0,0,66.14,0.18,0,0,0.42,140.67,0,1018,34.75,219.03,7578.13,15.35,504.29,7740.85
20191105,123000,719.24,35.52,0,8.96,0.3,0,0,73.91,0.2,0,0,0.43,140.67,0,1140.27,37.63,219.8,8266.27,16.57,508.6,8427.5
20191105,124500,705.39,36.33,0,10.04,0.34,0,0,82.84,0.23,0,0,0.41,45,0,1073.47,35.56,219.65,7764.73,15.82,504.47,7980.72
20191105,130000,800.13,36.3,0,9.49,0.32,0,0,78.31,0.21,0,0,0.42,96,0,1008.33,33.95,215.41,7342.87,14.69,501.87,7372.47
20191105,131500,846.18,36.26,0,10.1,0.34,0,0,83.32,0.23,0,0,0.42,146.67,0,1099.27,37.24,218.45,8129.8,16.88,491.78,8301.25
20191105,133000,823.65,36.06,0,9.7,0.32,0,0,79.99,0.22,0,0,0.42,75.36,0,761.27,26.18,216.53,5711,11.71,488.18,5716.59
20191105,134500,677.37,36.19,0,9.97,0.33,0,0,82.27,0.23,0,0,0.43,158.33,0,755.07,26.3,215.95,5699.2,12.03,482.1,5799.66
20191105,140000,620.87,36.47,0,10.44,0.35,0,0,86.12,0.24,0,0,0.43,202,0,829.93,28.55,217.07,6183.93,13.02,484.08,6302.72
20191105,141600,578.05,36.65,0,11.18,0.37,0,0,92.2,0.25,0,0,0.43,218.21,0,875.79,30.17,215.22,6490.93,13.95,473.56,6606.16
20191105,143000,520.81,36.49,0,12.2,0.41,0,0,100.62,0.28,0,0,0.44,149.67,0,849.14,29.36,212.79,6223.86,13.45,471.37,6339.93
20191105,144500,604.7,36.45,0,12.17,0.41,0,0,100.4,0.28,0,0,0.43,118,0,744.2,26.39,211.53,5603.2,12.05,471.39,5680.25
20191105,150000,432.75,37.03,0,11.47,0.38,0,0,94.65,0.26,0,0,0.43,176.67,0,646.8,22.58,211.2,4776.4,10.27,472.23,4849.8
20191105,151500,402.74,36.49,0,13.16,0.44,0,0,108.57,0.3,0,0,0.41,228.33,0,613.27,23.19,208.38,4821.93,9.82,504.74,4956.55
20191105,153000,355.38,36.32,0,13.43,0.45,0,0,110.81,0.3,0,0,0.43,218,0,525.87,20.18,210.17,4257.87,8.39,513.17,4305.5
20191105,154500,181.47,35.46,0,13.71,0.46,0,0,113.09,0.31,0,0,0.42,142,0,618.4,23.09,211.89,4898.27,9.7,510.21,4949.04
20191105,160000,299.28,35.9,0,13.05,0.44,0,0,107.63,0.3,0,0,0.43,152.33,0,448.4,17.09,210.74,3565.6,7.11,516.39,3671.53
20191105,161500,224.79,35.94,0,12.27,0.41,0,0,101.26,0.28,0,0,0.44,152.67,0,453.07,17.58,210.85,3708.33,7.34,516.89,3793.97
20191105,163000,109.59,35.13,0,12.52,0.42,0,0,103.32,0.28,0,0,0.43,158.67,0,336.2,12.78,209.91,2693.07,5.28,513.67,2712.18
20191105,164500,54.27,34.49,0,13.51,0.45,0,0,111.48,0.31,0,0,0.43,212.33,0,189.87,7.03,208.57,1471.53,2.96,502.11,1486.25
20191105,170000,28.31,34.08,0,16.53,0.55,0,0,136.35,0.37,0,0,0.44,222.67,0,289.47,10.3,210.88,2171.73,4.4,501.29,2205.68
20191105,171500,15.79,33.72,0,14.43,0.48,0,0,119.02,0.33,0,0,0.44,149.33,0,212.53,6,208.5,1250.4,2.63,488.5,1284.75
20191105,173000,4.49,33.61,0,14.37,0.48,0,0,118.6,0.33,0,0,0.44,249.67,0,114.4,3.6,209.72,751.33,1.6,483.66,773.86
20191105,174500,0,27.67,0,13.99,0.47,0,0,115.41,0.32,0,0,0.44,227,0,64.8,2.49,209.42,519.87,1.07,473.97,507.15
20191105,180000,0,32.97,0,14.14,0.47,0,0,116.63,0.32,0,0,0.44,148.33,0,42.07,1.56,210.18,326,0.69,506.45,349.45
20191105,181500,0,32.54,0,15.62,0.52,0,0,128.84,0.35,0,0,0.45,192.67,0,34.2,1.21,208.88,250.67,0.55,501.66,275.91
20191105,183000,0,30.74,0,18.23,0.61,0,0,150.36,0.41,0.01,0,0.44,152,0,18.2,0.64,210.95,128.87,0.32,476.87,152.6
20191105,184500,0,30.09,0,18.91,0.63,0,0,156.05,0.43,0.01,0,0.45,98.33,0,1.33,0.1,209.49,7,0.04,169.51,6.78
20191105,190000,0,19.33,0,18.73,0.62,0,0,154.49,0.42,0.01,0,0.44,22.33,0,0,0.08,209,0,0,35.51,0
20191105,191500,0,29.46,0,16.63,0.55,0,0,137.18,0.38,0.01,0,0.44,204.33,0,0,0.08,209,0,0,35.69,0
20191105,193000,0,27.93,0,24.46,0.81,0,0,201.79,0.55,0.01,0.01,0.45,180,0,0,0.08,209,0,0,34.99,0
20191105,194500,0,26.31,0,25.07,0.83,0,0,206.88,0.57,0.01,0.01,0.46,153,0,0,0.08,209,0,0,35.23,0
20191105,200000,0,25.16,0,27.78,0.92,0,0,229.18,0.63,0.01,0.01,0.46,151.33,0,0,0.08,209,0,0,35.88,0
20191105,201500,0,23.86,0,103.99,3.46,0,0,857.97,2.36,0.03,0.02,0.46,129,0,0,0.08,209,0,0,36.43,0
20191105,203000,0,24.24,0,163.55,5.44,0,0,1349.33,3.71,0.05,0.04,0.47,159,0,0,0.08,209,0,0,36.43,0
20191105,204500,0,24.34,0,195.89,6.52,0,0,1616.09,4.44,0.06,0.04,0.47,108,0,0,0.08,209,0,0,35.26,0
20191105,210000,0,24.13,0,197.58,6.58,0,0,1630.07,4.48,0.06,0.04,0.46,111,0,0,0.08,209,0,0,36.64,0
20191105,211500,0,24.05,0,182.62,6.08,0,0,1506.67,4.14,0.06,0.04,0.47,129,0,0,0.08,209,0,0,36.51,0
20191105,213000,0,24.17,0,155.32,5.17,0,0,1281.4,3.52,0.05,0.03,0.46,90,0,0,0.08,209,0,0,36.67,0
20191105,220000,0,23.94,0,62.74,2.09,0,0,517.62,1.42,0.02,0.01,0.45,84,0,0,0.08,209,0,0,36.85,0
20191105,221500,0,23.86,0,44.96,1.49,0,0,370.94,1.02,0.01,0.01,0.46,66,0,0,0.08,209,0,0,36.16,0
20191105,223000,0,23.95,0,33.25,1.11,0,0,274.34,0.75,0.01,0.01,0.46,51.43,0,0,0.08,209,0,0,36.37,0
20191105,224500,0,23.74,0,25.29,0.84,0,0,208.64,0.57,0.01,0.01,0.46,69,0,0,0.08,209,0,0,36.71,0
20191105,230000,0,23.54,0,24.5,0.82,0,0,202.12,0.55,0.01,0.01,0.46,69,0,0,0.08,209,0,0,36.11,0
20191105,231500,0,23.35,0,23.85,0.79,0,0,196.74,0.54,0.01,0.01,0.46,63,0,0,0.08,209,0,0,35.32,0
20191105,233000,0,23.18,0,13.48,0.45,0,0,111.17,0.31,0,0,0.45,111,0,0,0.08,209,0,0,36.22,0
20191105,234500,0,22.98,0,11,0.37,0,0,90.74,0.25,0,0,0.46,60,0,0,0.08,209,0,0,36.83,0
