dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191013,051500,8.53,23.85,0,5.53,0.18,0,0,45.59,0.13,0,0,0.45,21,3.28,13.8,0.42,219.23,88.87,0.23,498.37,114.63
20191013,053000,22.01,24.59,0,5.38,0.18,0,0,44.35,0.12,0,0,0.46,51,3.72,21.27,0.7,218.84,151.4,0.35,512.19,179.27
20191013,054500,34.04,24.48,0,5.17,0.17,0,0,42.63,0.12,0,0,0.44,30,2.48,35,1.3,220.17,283.73,0.58,531.43,308.23
20191013,060000,117.73,26.43,0,4.97,0.17,0,0,41.04,0.11,0,0,0.45,6,4.34,103.13,3.82,220.15,838.93,1.59,545.59,867.49
20191013,061500,126.72,26.96,0,4.87,0.16,0,0,40.15,0.11,0,0,0.46,27,5.85,125.64,4.97,219.74,1087.57,2.02,555.66,1122.43
20191013,063000,182.65,27.84,0,4.88,0.16,0,0,40.25,0.11,0,0,0.44,18,4.88,175.6,6.97,220.66,1542.2,2.79,559.07,1559.81
20191013,064500,288.68,30.29,0,4.45,0.15,0,0,36.7,0.1,0,0,0.44,33,5.85,278.4,11.18,222.05,2477.33,4.45,565.54,2516.65
20191013,070000,335.75,31.18,0,4.59,0.15,0,0,37.9,0.1,0,0,0.43,45,5.32,334.53,13.35,221.25,2980.67,5.4,554.6,2994.84
20191013,071500,319.75,31.52,0,4.78,0.16,0,0,39.44,0.11,0,0,0.43,30,5.67,340.8,13.68,221.15,3040.6,5.57,548.39,3054.53
20191013,073000,366.82,31.14,0,4.73,0.16,0,0,38.99,0.11,0,0,0.44,93,6.74,364.07,14.85,221.63,3279.47,6.02,555.63,3344.89
20191013,074500,508.54,34.69,0,4.63,0.15,0,0,38.18,0.1,0,0,0.44,141,5.23,533.4,20.9,223.15,4660.6,8.72,543.03,4735.22
20191013,080000,588.4,33.9,0,4.22,0.14,0,0,34.81,0.1,0,0,0.44,147,11.44,625.33,24.33,222.91,5423.8,10.21,538.02,5493.18
20191013,081500,645.91,35.12,0,4.04,0.14,0,0,33.34,0.09,0,0,0.45,72,11.17,686.73,26.41,223.33,5895.2,11.28,530.92,5988.78
20191013,083000,691.79,35.45,0,4.15,0.14,0,0,34.27,0.09,0,0,0.43,165,12.24,734,27.95,224.21,6266.47,12.08,526.46,6359.64
20191013,084500,739.51,35.37,0,4.15,0.14,0,0,34.21,0.09,0,0,0.45,93,10.91,791.67,29.61,223.56,6706.87,12.88,518.81,6682.27
20191013,090000,787.9,35.2,0,4.11,0.14,0,0,33.89,0.09,0,0,0.44,144,11.88,831.33,31.34,223.89,7048.47,13.68,520.23,7116.75
20191013,091500,841.05,35.16,0,4.38,0.15,0,0,36.11,0.1,0,0,0.44,93,12.77,892.73,33.35,224.69,7496.27,14.8,515.02,7622.3
20191013,093000,715.85,34.77,0,4.43,0.15,0,0,36.58,0.1,0,0,0.44,84,13.12,825.2,29.92,224.56,6728.53,13.26,516.58,6849.85
20191013,094500,800.73,35.04,0,4.31,0.14,0,0,35.52,0.1,0,0,0.44,108,11.97,813.8,29.07,223.56,6484.6,12.23,538.81,6589.65
20191013,100000,824.13,35.57,0,4.3,0.14,0,0,35.46,0.1,0,0,0.43,114,9.75,808.6,30.22,223.05,6654.93,13.01,533.04,6934.85
20191013,101500,1023.76,36.17,0,4.05,0.14,0,0,33.45,0.09,0,0,0.42,120,17.2,1073.8,34.1,223.93,7634.13,14.43,538.45,7769.83
20191013,103000,739.38,35.45,0,4.35,0.15,0,0,35.89,0.1,0,0,0.43,99,12.59,810.27,29.65,223.45,6652.2,13.16,516.02,6790.82
20191013,104500,636.13,36.16,0,4.39,0.15,0,0,36.17,0.1,0,0,0.42,132,10.73,682.73,25.57,221.64,5634.2,10.78,526.07,5671.03
20191013,110000,1106.26,37.47,0,4.32,0.14,0,0,35.64,0.1,0,0,0.42,141,9.4,1131.27,36.79,224.7,8269.13,15.44,544.59,8408.47
20191013,111500,1003.67,37.37,0,4.46,0.15,0,0,36.79,0.1,0,0,0.43,201,11.26,1043.93,36.26,224.82,8157.8,16.12,515.34,8307.28
20191013,113000,977.49,36.62,0,4.49,0.15,0,0,37.05,0.1,0,0,0.43,174,11.35,988.27,33.73,223.17,7626.6,14.53,524.27,7617.64
20191013,114500,982.51,36.45,0,4.43,0.15,0,0,36.53,0.1,0,0,0.43,117,11.88,994.8,33.13,223.1,7429.8,14.11,530.59,7486.62
20191013,120000,1059.86,36.9,0,4.22,0.14,0,0,34.84,0.1,0,0,0.41,144,11.97,1097.67,36.78,225.03,8277.47,16.01,526.39,8427.5
20191013,121500,1047.69,38.09,0,4.06,0.14,0,0,33.45,0.09,0,0,0.42,201,7.89,1052.2,35.41,223.51,7905.6,15.51,520.79,8077.45
20191013,123000,1105.73,37.75,0,4.15,0.14,0,0,34.21,0.09,0,0,0.42,141,13.83,1122.53,36.96,223.89,8276.27,16.02,526.07,8427.64
20191013,124500,833.91,37.57,0,3.97,0.13,0,0,32.73,0.09,0,0,0.42,138,10.37,854.53,29.24,222.69,6562.13,13.04,506.01,6598.37
20191013,130000,153.96,36.35,0,4.51,0.15,0,0,37.21,0.1,0,0,0.43,219,6.83,157.07,6.81,215.71,1469.33,2.93,511.87,1499.78
20191013,131500,220.2,33.48,0,4.96,0.17,0,0,40.96,0.11,0,0,0.43,219,13.48,216.87,9.69,217.05,2099.47,3.95,540.07,2133.28
20191013,133000,434.9,34.7,0,6.81,0.23,0,0,56.16,0.15,0,0,0.43,231,15.25,433,18.15,219.85,4024.13,7.51,539.05,4048.27
20191013,134500,119.98,33.47,0,7.12,0.24,0,0,58.71,0.16,0,0,0.46,165,7.71,104.53,4.84,215.71,1046.13,2.02,528.07,1066.7
20191013,140000,23.73,21.12,1.65,6.23,0.21,0,0,51.36,0.14,0,0,0.48,24,28.82,24.07,1.17,215.99,249.27,0.53,518.79,274.96
20191013,141500,39.99,20.22,6.12,7.71,0.26,0,0,63.59,0.17,0,0,0.49,72,29.97,34.33,1.7,216.19,364.33,0.74,525.34,388.75
20191013,143000,110.86,20.52,9.12,7.34,0.24,0,0,60.55,0.17,0,0,0.47,87,27.31,82,5.09,217.62,1099.4,2.02,564.99,1141.28
20191013,144500,62.07,21.64,9.25,7.45,0.25,0,0,61.49,0.17,0,0,0.46,87,14.45,59.87,2.95,217.77,640.93,1.21,549.54,664.94
20191013,150000,26.77,22.72,9.25,6.33,0.21,0,0,52.26,0.14,0,0,0.45,105,6.92,29.8,1.14,216.89,244.6,0.52,517.78,269.25
20191013,151500,12.23,22.89,9.25,7.2,0.24,0,0,59.42,0.16,0,0,0.46,135,0,18,0.61,216.57,130.07,0.31,502.38,155.74
20191013,153000,9.98,22.43,9.25,7.33,0.24,0,0,60.46,0.17,0,0,0.45,135,0,16.13,0.53,217.44,112.8,0.28,501.03,140.29
20191013,154500,9.41,22.36,9.25,7.48,0.25,0,0,61.68,0.17,0,0,0.46,39,0.44,18.47,0.63,216.93,135.07,0.32,507.31,162.34
20191013,160000,8.84,22.31,9.25,7.61,0.25,0,0,62.78,0.17,0,0,0.44,117,1.06,17.13,0.58,216.41,122.13,0.29,503.22,145.93
20191013,161500,7.13,22.52,9.37,6.99,0.23,0,0,57.68,0.16,0,0,0.46,69,2.04,14.07,0.44,217.4,92.67,0.24,500.76,120.18
20191013,163000,6.11,22.56,9.5,6.72,0.22,0,0,55.45,0.15,0,0,0.45,54,2.22,12.93,0.4,215.92,80.93,0.22,499.35,109.86
20191013,164500,5.37,21.97,9.52,7.14,0.24,0,0,58.92,0.16,0,0,0.44,126,0,11.2,0.31,216.69,64.27,0.19,490.98,93.29
20191013,170000,2.64,21.86,9.75,6.51,0.22,0,0,53.74,0.15,0,0,0.46,138,0,7.47,0.16,216.78,28.47,0.12,467.88,56.15
20191013,171500,1.39,21.66,9.75,6.5,0.22,0,0,53.64,0.15,0,0,0.46,204,0,2.53,0.08,217.27,0.93,0.05,445.09,22.25
20191013,173000,0.7,21.54,9.75,6.98,0.23,0,0,57.6,0.16,0,0,0.45,180,0,0,0.1,216.3,0,0,460.45,0
20191013,174500,0.21,21.85,9.75,7.04,0.23,0,0,58.12,0.16,0,0,0.46,177,0,0,0.1,216.3,0,0,249.87,0
20191013,180000,0,21.53,9.75,9.37,0.31,0,0,77.34,0.21,0,0,0.45,90,3.46,0,0.1,216.3,0,0,48.46,0
20191013,181500,0.38,21.49,9.75,6.61,0.22,0,0,54.55,0.15,0,0,0.45,129,3.19,0,0.1,216.3,0,0,43.52,0
20191013,184500,0.78,21.93,9.75,6.12,0.2,0,0,50.45,0.14,0,0,0.45,72,1.06,0,0.1,216.3,0,0,45.13,0
20191013,190000,0.21,22.65,9.75,5.65,0.19,0,0,46.61,0.13,0,0,0.45,45,10.99,0,0.1,216.3,0,0,44.22,0
20191013,191500,0.17,22.95,9.75,5.48,0.18,0,0,45.21,0.12,0,0,0.43,42,9.84,0,0.1,216.3,0,0,43.59,0
20191013,193000,1.16,23.26,9.75,5.41,0.18,0,0,44.59,0.12,0,0,0.44,42,10.02,0,0.1,216.3,0,0,42.82,0
20191013,194500,0.25,23.32,9.75,5.52,0.18,0,0,45.58,0.12,0,0,0.44,39,12.06,0,0.1,216.3,0,0,42.8,0
20191013,200000,0.34,23.22,9.75,5.48,0.18,0,0,45.22,0.12,0,0,0.45,45,13.3,0,0.1,216.3,0,0,43.11,0
20191013,201500,0.04,23.24,9.75,5.36,0.18,0,0,44.22,0.12,0,0,0.44,45,12.95,0,0.1,216.3,0,0,43.37,0
20191013,203000,0.04,23.32,9.75,5.33,0.18,0,0,43.99,0.12,0,0,0.45,45,13.39,0,0.1,216.3,0,0,43.01,0
20191013,204500,0.17,23.55,9.75,5.06,0.17,0,0,41.75,0.12,0,0,0.43,42,12.59,0,0.1,216.3,0,0,43.91,0
20191013,210000,0,23.79,9.75,5.05,0.17,0,0,41.68,0.11,0,0,0.43,66,19.68,0,0.1,216.3,0,0,43.85,0
20191013,211500,0.17,23.38,9.75,5.05,0.17,0,0,41.64,0.11,0,0,0.45,78,21.19,0,0.1,216.3,0,0,44.37,0
20191013,213000,0,23.1,9.75,5.1,0.17,0,0,42.06,0.12,0,0,0.44,69,15.16,0,0.1,216.3,0,0,44.4,0
20191013,214500,0.17,22.67,9.75,4.93,0.16,0,0,40.64,0.11,0,0,0.45,69,14.19,0,0.1,216.3,0,0,44.18,0
20191013,220000,0,22.62,9.75,4.38,0.15,0,0,36.11,0.1,0,0,0.45,69,17.73,0,0.1,216.3,0,0,43.57,0
20191013,221500,0.04,22.93,9.75,3.89,0.13,0,0,32.1,0.09,0,0,0.45,63,16.4,0,0.1,216.3,0,0,44.08,0
20191013,223000,0.17,23.32,9.75,3.33,0.11,0,0,27.45,0.08,0,0,0.45,90,10.29,0,0.1,216.3,0,0,44.05,0
20191013,224500,0.3,23.12,9.75,3.3,0.11,0,0,27.2,0.08,0,0,0.44,69,4.88,0,0.1,216.3,0,0,45.12,0
20191013,230000,0.3,22.91,9.75,3.11,0.1,0,0,25.68,0.07,0,0,0.45,117,1.42,0,0.1,216.3,0,0,46.98,0
20191013,231500,0.74,22.67,9.75,2.94,0.1,0,0,24.24,0.07,0,0,0.43,72,10.29,0,0.1,216.3,0,0,45.28,0
20191013,233000,0.04,22.17,9.75,4,0.13,0,0,33.01,0.09,0,0,0.46,66,10.55,0,0.1,216.3,0,0,45.61,0
20191013,234500,0,22.07,9.75,4.18,0.14,0,0,34.5,0.09,0,0,0.45,42,10.02,0,0.1,216.3,0,0,46.46,0
