dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191010,053000,42.37,22.97,0,6.07,0.2,0,0,50.09,0.14,0,0,0.45,87,11.26,24.67,0.82,217.51,176.13,0.38,539.09,204.85
20191010,054500,90.23,24.36,0,6.09,0.2,0,0,50.27,0.14,0,0,0.45,96,11.35,56.8,1.92,215.86,411.93,0.82,535.79,439.35
20191010,060000,142.59,24.66,0,5.57,0.19,0,0,45.95,0.13,0,0,0.45,87,15.69,105.07,3.64,216.04,785.93,1.55,528.85,819.72
20191010,061500,195.47,25.36,0,6.06,0.2,0,0,49.96,0.14,0,0,0.43,87,22.26,164.27,6.3,216.68,1362.07,2.56,545.2,1395.71
20191010,063000,256.82,26.03,0,6.58,0.22,0,0,54.28,0.15,0,0,0.44,81,19.86,228.73,9.38,216.07,2024.6,3.65,563.84,2058.02
20191010,064500,320.28,26.85,0,6.74,0.22,0,0,55.63,0.15,0,0,0.44,87,24.12,299.8,12.49,217.97,2721.67,4.79,576.4,2760.96
20191010,070000,382.02,27.42,0,7.38,0.25,0,0,60.84,0.17,0,0,0.43,81,24.38,370.33,15.51,217.84,3376.53,5.98,573.08,3427.02
20191010,071500,441.12,28.46,0,7.27,0.24,0,0,60.01,0.16,0,0,0.43,78,18.53,439.07,18.41,217.49,4000.8,7.15,567.74,4059.34
20191010,073000,501.93,28.49,0,7.26,0.24,0,0,59.9,0.16,0,0,0.45,69,29.53,505.6,21.03,218.82,4600.27,8.28,564.75,4676.13
20191010,074500,554.55,28.8,0,7.69,0.26,0,0,63.43,0.17,0,0,0.44,96,30.68,511.67,23.95,216.23,5179.2,9.35,562.39,5258.35
20191010,080000,609.82,29.59,0,7.45,0.25,0,0,61.5,0.17,0,0,0.42,84,22.52,106.8,26.04,216.17,5632.2,10.33,552.59,5708.25
20191010,081500,659.66,29.92,0,6.17,0.2,0,0,50.86,0.14,0,0,0.43,87,24.47,62.73,27.94,220.06,6148.93,11.32,550.41,6230.64
20191010,083000,707.39,30.5,0,6.07,0.2,0,0,50.08,0.14,0,0,0.44,72,26.95,66.13,29.54,221.07,6529.13,12.17,545.08,6633.62
20191010,084500,759.08,30.49,0,5.54,0.19,0,0,45.71,0.13,0,0,0.43,60,30.77,66.4,31.64,220.32,6972.93,13.05,542.48,7079.36
20191010,090000,804.69,31.19,0,5.09,0.17,0,0,42.02,0.12,0,0,0.43,81,28.37,130.6,33.35,220.27,7348.93,13.87,537.2,7450.96
20191010,091500,840.66,31.97,0,4.98,0.17,0,0,41.08,0.11,0,0,0.43,81,21.46,733.2,34.66,220.95,7655.13,14.72,529.61,7795.86
20191010,093000,865.38,32.01,0,4.57,0.15,0,0,37.69,0.1,0,0,0.44,69,25.62,881.6,33.86,221.4,7583,14.65,520.85,7630.45
20191010,094500,933.2,32.18,0,4.24,0.14,0,0,34.97,0.1,0,0,0.42,63,21.9,962.47,36.72,221.74,8152.47,15.71,529.53,8318.92
20191010,100000,949.33,32.75,0,3.79,0.13,0,0,31.24,0.09,0,0,0.43,78,26.25,995.67,37.56,220.37,8279.33,15.85,531.45,8423.48
20191010,101500,970.22,32.78,0,3.52,0.12,0,0,29.02,0.08,0,0,0.43,57,23.14,1021.07,37.57,220.35,8280,15.55,541.85,8425.77
20191010,103000,1039.76,33.21,0,3.52,0.12,0,0,29.07,0.08,0,0,0.43,69,26.51,1054.67,36.09,221.36,7992.47,14.69,556.63,8176.89
20191010,104500,778.78,32.93,0,3.74,0.13,0,0,30.84,0.08,0,0,0.44,51,24.56,801.47,27.96,220.39,6098.87,11.23,552.85,6208.51
20191010,110000,423.67,32.12,0,3.61,0.12,0,0,29.8,0.08,0,0,0.43,69,19.42,389.8,16.07,215.92,3498,6.46,544.34,3516.44
20191010,111500,829.42,32.76,0,3.52,0.12,0,0,29.04,0.08,0,0,0.42,42,21.55,747.27,25.75,219.44,5686.8,10.2,562.44,5736.89
20191010,113000,948.67,34.13,0,3.31,0.11,0,0,27.33,0.07,0,0,0.43,39,16.31,950.93,30.07,220.93,6679.53,12.1,548.98,6642.66
