dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191024,144500,383.9,34.88,0,2.37,0.08,0,0,19.57,0.05,0,0,0.42,208.93,0,687.47,24.16,217.03,5357.27,10.51,506.03,5318.38
20191024,150000,324.59,34.68,0,2.29,0.08,0,0,18.9,0.05,0,0,0.44,192,0,156.2,6.24,211.71,1317.13,2.54,528.02,1341.17
20191024,151500,513.11,35.82,0,2,0.07,0,0,16.47,0.04,0,0,0.44,217.33,0,337.4,13.62,214.75,2955,5.57,535.43,2982.35
20191024,153000,433.01,36.06,0,1.99,0.07,0,0,16.39,0.04,0,0,0.42,223,0,749.27,28.74,216.53,6241.93,12.16,523.5,6365.76
20191024,154500,376.13,35.69,0,1.98,0.07,0,0,16.33,0.04,0,0,0.42,211.33,0,345,13.29,213.05,2787.07,5.53,524.48,2900.37
20191024,160000,316.11,35.48,0,2.02,0.07,0,0,16.66,0.05,0,0,0.41,220.33,0,334.47,13.11,213.8,2814.27,5.44,523.73,2849.09
20191024,161500,256,35.28,0,2.03,0.07,0,0,16.73,0.05,0,0,0.43,215.36,0,524.6,20.25,214.53,4345.47,8.45,521.61,4407.6
20191024,163000,75.67,34.18,0,2.01,0.07,0,0,16.56,0.05,0,0,0.44,213,0,442,16.8,213.67,3592.73,7.04,516.11,3633.41
20191024,164500,28.05,32.82,0,2.22,0.08,0,0,18.28,0.05,0,0,0.43,225,0,373.27,14.07,212.53,2991.8,5.92,511.83,3030.03
20191024,170000,15.57,32.16,0,2.32,0.08,0,0,19.16,0.05,0,0,0.44,228.21,0,304.53,11.19,212.45,2377.53,4.77,506.34,2415.24
20191024,171500,4.96,31.23,0,2.67,0.09,0,0,22.07,0.06,0,0,0.47,213,0,234.27,8.18,212.79,1722.87,3.59,495.9,1780.28
20191024,173000,0.08,29.79,0,3.02,0.1,0,0,24.91,0.07,0,0,0.49,219,0,104.47,5.44,212.55,1154.73,2.5,470.43,1176.08
20191024,174500,0,28.91,0,3.26,0.11,0,0,26.86,0.07,0,0,0.49,222,0,81.2,2.72,214.67,583.53,1.41,430.79,607.41
20191024,180000,0,27.6,0,4.21,0.14,0,0,34.77,0.09,0,0,0.48,225,0,54.13,1.25,213.81,264.53,0.6,491.68,295.01
20191024,181500,0,26.3,0,5.53,0.18,0,0,45.58,0.13,0,0,0.47,225,0,20.67,0.66,214.37,139.33,0.33,486.69,160.61
20191024,183000,0.21,26.08,0,5.92,0.2,0,0,48.87,0.13,0,0,0.47,225,0,7.13,0.21,213.45,39.2,0.13,459.76,59.77
20191024,184500,0,25.06,0,6.24,0.21,0,0,51.46,0.14,0,0,0.48,225,0,0.07,0.09,214.47,0,0.01,453.3,4.53
20191024,190000,0,25.07,0,7.48,0.25,0,0,61.69,0.17,0,0,0.49,225,0,0,0.09,214.8,0,0,149.51,0
20191024,191500,0,24.98,0,15.49,0.52,0,0,127.81,0.35,0,0,0.49,195,0,0,0.09,214.8,0,0,46.63,0
20191024,193000,0,25.19,0,17.86,0.6,0,0,147.36,0.4,0.01,0,0.5,141.43,0,0,0.09,214.8,0,0,44.45,0
20191024,194500,0,24.35,0,14.87,0.5,0,0,122.71,0.34,0,0,0.5,135,0,0,0.09,214.8,0,0,44.17,0
20191024,200000,0,24.2,0,11.49,0.38,0,0,94.82,0.26,0,0,0.49,135,0,0,0.09,214.8,0,0,45.09,0
20191024,201500,0,24.63,0,9.71,0.32,0,0,80.1,0.22,0,0,0.47,135,0,0,0.09,214.8,0,0,44.28,0
20191024,203000,0,24.72,0,8.69,0.29,0,0,71.66,0.2,0,0,0.48,135,0,0,0.09,214.8,0,0,42.93,0
20191024,204500,0,23.8,0,8.34,0.28,0,0,68.81,0.19,0,0,0.48,135,0,0,0.09,214.8,0,0,44.23,0
20191024,210000,0,23.27,0,9.44,0.31,0,0,77.84,0.21,0,0,0.5,135,0,0,0.09,214.8,0,0,44.07,0
20191024,211500,0,23.86,0,8.07,0.27,0,0,66.54,0.18,0,0,0.49,135,0,0,0.09,214.8,0,0,43.89,0
20191024,213000,0,24.05,0,7.05,0.24,0,0,58.13,0.16,0,0,0.49,135,0,0,0.09,214.8,0,0,43.39,0
20191024,214500,0,24.33,0,8.2,0.27,0,0,67.68,0.19,0,0,0.47,135,0,0,0.09,214.8,0,0,43.87,0
20191024,220000,0,24.47,0,8.42,0.28,0,0,69.5,0.19,0,0,0.48,45,0,0,0.09,214.8,0,0,43.32,0
20191024,221500,0,24.49,0,7.63,0.25,0,0,62.96,0.17,0,0,0.48,27,0,0,0.09,214.8,0,0,43.14,0
20191024,223000,0,24.75,0,6.12,0.2,0,0,50.51,0.14,0,0,0.48,32.14,0,0,0.09,214.8,0,0,43.99,0
20191024,224500,0,24.7,0,4.7,0.16,0,0,38.76,0.11,0,0,0.47,33,0,0,0.09,214.8,0,0,44.31,0
20191024,230000,0,24.59,0,4.12,0.14,0,0,33.94,0.09,0,0,0.45,36,0,0,0.09,214.8,0,0,43.22,0
20191024,231500,0,24.57,0,3.78,0.12,0,0,31.16,0.08,0,0,0.45,27,0,0,0.09,214.8,0,0,43.26,0
20191024,233000,0,24.54,0,3.8,0.13,0,0,31.35,0.09,0,0,0.46,36,0,0,0.09,214.8,0,0,43.91,0
20191024,234500,0,25.08,0,3.96,0.13,0,0,32.65,0.09,0,0,0.47,45,0,0,0.09,214.8,0,0,43.86,0
