"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-03 00:01:00,20191103,100,0,4.94,0.16,40.74,0.11,0.45,27.31,0,11.97,0,0,0,0,0
"2",2019-11-03 00:02:00,20191103,200,0,5.08,0.17,41.88,0.12,0.44,27.31,0,7.98,0,0,0,0,0
"3",2019-11-03 00:03:00,20191103,300,0,5.49,0.18,45.25,0.12,0.44,27.06,0,3.99,0,0,0,0,0
"4",2019-11-03 00:04:00,20191103,400,0,4.81,0.16,39.72,0.11,0.44,27.38,0,10.64,0,0,0,0,0
"5",2019-11-03 00:05:00,20191103,500,0,4.72,0.16,38.96,0.11,0.44,27.06,0,2.66,0,0,0,0,0
"6",2019-11-03 00:06:00,20191103,600,0,4.63,0.15,38.16,0.1,0.45,27,45,5.32,0,0,0,0,0
"7",2019-11-03 00:07:00,20191103,700,0,5.01,0.17,41.36,0.11,0.44,27.12,0,2.66,0,0,0,0,0
"8",2019-11-03 00:08:00,20191103,800,0,5.33,0.18,43.97,0.12,0.44,27.06,0,0,0,0,0,0,0
"9",2019-11-03 00:09:00,20191103,900,0,4.35,0.14,35.85,0.1,0.44,27,135,1.33,0,0,0,0,0
"10",2019-11-03 00:10:00,20191103,1000,0,5.17,0.17,42.64,0.12,0.41,26.81,135,2.66,0,0,0,0,0
"11",2019-11-03 00:11:00,20191103,1100,0,4.76,0.16,39.3,0.11,0.42,26.69,135,0,0,0,0,0,0
"12",2019-11-03 00:12:00,20191103,1200,0,4.64,0.15,38.29,0.11,0.43,26.75,45,2.66,0,0,0,0,0
"13",2019-11-03 00:13:00,20191103,1300,0,4.68,0.16,38.6,0.11,0.44,26.69,45,3.99,0,0,0,0,0
"14",2019-11-03 00:14:00,20191103,1400,0,4.31,0.14,35.53,0.1,0.42,26.81,45,2.66,0,0,0,0,0
"15",2019-11-03 00:15:00,20191103,1500,0,4.36,0.15,35.95,0.1,0.43,26.75,45,5.32,0,0,0,0,0
"16",2019-11-03 00:16:00,20191103,1600,0,4.49,0.15,37.05,0.1,0.42,26.69,45,2.66,0,0,0,0,0
"17",2019-11-03 00:17:00,20191103,1700,0,4.43,0.15,36.58,0.1,0.44,26.5,90,5.32,0,0,0,0,0
"18",2019-11-03 00:18:00,20191103,1800,0,4.44,0.15,36.63,0.1,0.44,26.38,90,5.32,0,0,0,0,0
"19",2019-11-03 00:19:00,20191103,1900,0,5.28,0.18,43.55,0.12,0.45,26.5,45,7.98,0,0,0,0,0
"20",2019-11-03 00:20:00,20191103,2000,0,4.2,0.14,34.69,0.1,0.45,26.44,45,5.32,0,0,0,0,0
"21",2019-11-03 00:21:00,20191103,2100,0,4.67,0.16,38.49,0.11,0.45,26.31,90,3.99,0,0,0,0,0
"22",2019-11-03 00:22:00,20191103,2200,0,4.62,0.15,38.08,0.1,0.44,26.19,90,2.66,0,0,0,0,0
"23",2019-11-03 00:23:00,20191103,2300,0,4.74,0.16,39.09,0.11,0.43,26.12,45,0,0,0,0,0,0
"24",2019-11-03 00:24:00,20191103,2400,0,4.85,0.16,40.05,0.11,0.45,26.12,45,1.33,0,0,0,0,0
"25",2019-11-03 00:25:00,20191103,2500,0,4.63,0.15,38.23,0.11,0.45,26.06,45,2.66,0,0,0,0,0
"26",2019-11-03 00:26:00,20191103,2600,0,4.45,0.15,36.7,0.1,0.45,26.19,45,2.66,0,0,0,0,0
"27",2019-11-03 00:27:00,20191103,2700,0,4.2,0.14,34.65,0.1,0.45,26,45,2.66,0,0,0,0,0
"28",2019-11-03 00:28:00,20191103,2800,0,4.71,0.16,38.85,0.11,0.47,26.06,90,7.98,0,0,0,0,0
"29",2019-11-03 00:29:00,20191103,2900,0,4.58,0.15,37.8,0.1,0.45,26.5,0,7.98,0,0,0,0,0
"30",2019-11-03 00:30:00,20191103,3000,0,4.01,0.13,33.11,0.09,0.45,26.56,45,10.64,0,0,0,0,0
"31",2019-11-03 00:31:00,20191103,3100,0,4.38,0.15,36.14,0.1,0.45,26.44,180,5.32,0,0,0,0,0
"32",2019-11-03 00:32:00,20191103,3200,0,4.43,0.15,36.58,0.1,0.43,26.56,45,5.32,0,0,0,0,0
"33",2019-11-03 00:33:00,20191103,3300,0,4.88,0.16,40.28,0.11,0.44,26.44,45,9.31,0,0,0,0,0
"34",2019-11-03 00:34:00,20191103,3400,0,4.01,0.13,33.09,0.09,0.43,26.5,45,2.66,0,0,0,0,0
"35",2019-11-03 00:35:00,20191103,3500,0,4.42,0.15,36.44,0.1,0.43,26.5,45,6.65,0,0,0,0,0
"36",2019-11-03 00:36:00,20191103,3600,9,4.64,0.15,38.24,0.11,0.43,26.56,0,7.98,0,0,0,0,0
"37",2019-11-03 00:37:00,20191103,3700,0,4.23,0.14,34.91,0.1,0.44,26.44,0,5.32,0,0,0,0,0
"38",2019-11-03 00:38:00,20191103,3800,0,4.46,0.15,36.82,0.1,0.44,26.38,0,2.66,0,0,0,0,0
"39",2019-11-03 00:39:00,20191103,3900,0,4.74,0.16,39.07,0.11,0.44,26.31,0,5.32,0,0,0,0,0
"40",2019-11-03 00:40:00,20191103,4000,0,3.87,0.13,31.94,0.09,0.44,26.19,0,3.99,0,0,0,0,0
"41",2019-11-03 00:41:00,20191103,4100,0,4.65,0.15,38.36,0.11,0.44,26.12,135,2.66,0,0,0,0,0
"42",2019-11-03 00:42:00,20191103,4200,0,4.8,0.16,39.58,0.11,0.43,26.06,45,3.99,0,0,0,0,0
"43",2019-11-03 00:43:00,20191103,4300,0,4.84,0.16,39.97,0.11,0.43,26,45,5.32,0,0,0,0,0
"44",2019-11-03 00:44:00,20191103,4400,0,4.74,0.16,39.14,0.11,0.43,25.94,45,2.66,0,0,0,0,0
"45",2019-11-03 00:45:00,20191103,4500,0,4.87,0.16,40.2,0.11,0.45,26.31,0,5.32,0,0,0,0,0
"46",2019-11-03 00:46:00,20191103,4600,0,5.32,0.18,43.93,0.12,0.44,26.5,0,5.32,0,0,0,0,0
"47",2019-11-03 00:47:00,20191103,4700,0,4.52,0.15,37.31,0.1,0.45,26.44,0,2.66,0,0,0,0,0
"48",2019-11-03 00:48:00,20191103,4800,0,4.44,0.15,36.66,0.1,0.45,26.25,0,3.99,0,0,0,0,0
"49",2019-11-03 00:49:00,20191103,4900,0,5.48,0.18,45.2,0.12,0.44,26.06,0,2.66,0,0,0,0,0
"50",2019-11-03 00:50:00,20191103,5000,0,5.28,0.18,43.52,0.12,0.45,26.19,0,2.66,0,0,0,0,0
"51",2019-11-03 00:51:00,20191103,5100,0,5.17,0.17,42.65,0.12,0.44,26.06,0,2.66,0,0,0,0,0
"52",2019-11-03 00:52:00,20191103,5200,0,5,0.17,41.21,0.11,0.42,26.12,0,2.66,0,0,0,0,0
"53",2019-11-03 00:53:00,20191103,5300,0,4.83,0.16,39.84,0.11,0.44,26.19,0,2.66,0,0,0,0,0
"54",2019-11-03 00:54:00,20191103,5400,0,5.08,0.17,41.94,0.12,0.43,25.94,0,2.66,0,0,0,0,0
"55",2019-11-03 00:55:00,20191103,5500,0,4.39,0.15,36.2,0.1,0.45,25.88,0,1.33,0,0,0,0,0
"56",2019-11-03 00:56:00,20191103,5600,0,4.98,0.17,41.09,0.11,0.47,25.81,0,0,0,0,0,0,0
"57",2019-11-03 00:57:00,20191103,5700,0,5.36,0.18,44.23,0.12,0.43,25.75,0,0,0,0,0,0,0
"58",2019-11-03 00:58:00,20191103,5800,0,5.32,0.18,43.9,0.12,0.43,25.75,0,0,0,0,0,0,0
"59",2019-11-03 00:59:00,20191103,5900,0,4.77,0.16,39.32,0.11,0.43,25.88,0,0,0,0,0,0,0
"60",2019-11-03 01:00:00,20191103,10000,0,4.64,0.15,38.3,0.11,0.44,25.75,0,0,0,0,0,0,0
"61",2019-11-03 01:01:00,20191103,10100,0,5.14,0.17,42.41,0.12,0.43,25.81,0,0,0,0,0,0,0
"62",2019-11-03 01:02:00,20191103,10200,0,5.03,0.17,41.5,0.11,0.43,26,0,0,0,0,0,0,0
"63",2019-11-03 01:03:00,20191103,10300,0,5.25,0.17,43.35,0.12,0.45,26,0,0,0,0,0,0,0
"64",2019-11-03 01:04:00,20191103,10400,0,4.84,0.16,39.96,0.11,0.44,26,135,0,0,0,0,0,0
"65",2019-11-03 01:05:00,20191103,10500,0,4.78,0.16,39.41,0.11,0.42,25.62,135,5.32,0,0,0,0,0
"66",2019-11-03 01:06:00,20191103,10600,0,4.98,0.17,41.09,0.11,0.42,25.56,135,2.66,0,0,0,0,0
"67",2019-11-03 01:07:00,20191103,10700,0,5.17,0.17,42.66,0.12,0.42,25.69,45,2.66,0,0,0,0,0
"68",2019-11-03 01:08:00,20191103,10800,0,5.31,0.18,43.79,0.12,0.44,25.62,90,5.32,0,0,0,0,0
"69",2019-11-03 01:09:00,20191103,10900,0,4.78,0.16,39.47,0.11,0.44,25.62,45,2.66,0,0,0,0,0
"70",2019-11-03 01:10:00,20191103,11000,0,4.72,0.16,38.97,0.11,0.44,25.62,45,1.33,0,0,0,0,0
"71",2019-11-03 01:11:00,20191103,11100,0,5.02,0.17,41.44,0.11,0.44,25.69,45,0,0,0,0,0,0
"72",2019-11-03 01:12:00,20191103,11200,0,5.76,0.19,47.53,0.13,0.45,25.75,45,0,0,0,0,0,0
"73",2019-11-03 01:13:00,20191103,11300,0,5.29,0.18,43.68,0.12,0.43,25.62,45,0,0,0,0,0,0
"74",2019-11-03 01:14:00,20191103,11400,0,4.92,0.16,40.62,0.11,0.42,25.56,45,0,0,0,0,0,0
"75",2019-11-03 01:15:00,20191103,11500,0,4.87,0.16,40.18,0.11,0.44,25.56,45,0,0,0,0,0,0
