"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-20 00:01:00,20191120,100,0,3.98,0.13,32.83,0.09,0.46,24.44,45,9.31,0,0,0,0,0
"2",2019-11-20 00:02:00,20191120,200,0,3.12,0.1,25.77,0.07,0.46,24.38,0,5.32,0,0,0,0,0
"3",2019-11-20 00:03:00,20191120,300,0,3.64,0.12,30.01,0.08,0.46,24.38,90,2.66,0,0,0,0,0
"4",2019-11-20 00:04:00,20191120,400,0,3.47,0.12,28.62,0.08,0.47,24.5,0,10.64,0,0,0,0,0
"5",2019-11-20 00:05:00,20191120,500,0,3.37,0.11,27.84,0.08,0.48,24.62,0,13.3,0,0,0,0,0
"6",2019-11-20 00:06:00,20191120,600,0,3.7,0.12,30.54,0.08,0.46,24.62,45,3.99,0,0,0,0,0
"7",2019-11-20 00:07:00,20191120,700,0,3.21,0.11,26.52,0.07,0.45,24.31,45,5.32,0,0,0,0,0
"8",2019-11-20 00:08:00,20191120,800,0,3.59,0.12,29.61,0.08,0.45,24.44,90,5.32,0,0,0,0,0
"9",2019-11-20 00:09:00,20191120,900,0,4.07,0.14,33.6,0.09,0.45,24.5,0,13.3,0,0,0,0,0
"10",2019-11-20 00:10:00,20191120,1000,0,3.6,0.12,29.71,0.08,0.45,24.5,90,3.99,0,0,0,0,0
"11",2019-11-20 00:11:00,20191120,1100,0,3.21,0.11,26.47,0.07,0.45,24.5,45,10.64,0,0,0,0,0
"12",2019-11-20 00:12:00,20191120,1200,0,4,0.13,32.97,0.09,0.45,24.62,90,3.99,0,0,0,0,0
"13",2019-11-20 00:13:00,20191120,1300,0,3.07,0.1,25.31,0.07,0.45,24.5,135,6.65,0,0,0,0,0
"14",2019-11-20 00:14:00,20191120,1400,0,3.55,0.12,29.27,0.08,0.45,24.56,90,5.32,0,0,0,0,0
"15",2019-11-20 00:15:00,20191120,1500,0,3.81,0.13,31.45,0.09,0.45,24.31,90,5.32,0,0,0,0,0
"16",2019-11-20 00:16:00,20191120,1600,0,3.64,0.12,30.03,0.08,0.46,24.12,45,5.32,0,0,0,0,0
"17",2019-11-20 00:17:00,20191120,1700,0,4.36,0.15,35.98,0.1,0.44,24.25,45,9.31,0,0,0,0,0
"18",2019-11-20 00:18:00,20191120,1800,0,3.84,0.13,31.66,0.09,0.45,24.31,90,6.65,0,0,0,0,0
"19",2019-11-20 00:19:00,20191120,1900,0,3.96,0.13,32.67,0.09,0.46,24.19,45,1.33,0,0,0,0,0
"20",2019-11-20 00:20:00,20191120,2000,0,3.61,0.12,29.74,0.08,0.46,24.12,45,0,0,0,0,0,0
