"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2020-02-03 00:01:00,20200203,100,0,1.73,0.06,14.31,0.04,0.45,23.44,270,0,0,0,0,0,0
"2",2020-02-03 00:02:00,20200203,200,0,1.89,0.06,15.58,0.04,0.44,23.31,270,0,0,0,0,0,0
"3",2020-02-03 00:03:00,20200203,300,0,1.97,0.07,16.24,0.04,0.44,23.44,270,0,0,0,0,0,0
"4",2020-02-03 00:04:00,20200203,400,0,2.12,0.07,17.53,0.05,0.44,23.44,270,0,0,0,0,0,0
"5",2020-02-03 00:05:00,20200203,500,0,1.66,0.06,13.68,0.04,0.44,23.5,270,0,0,0,0,0,0
"6",2020-02-03 00:06:00,20200203,600,0,2.09,0.07,17.21,0.05,0.45,23.38,270,0,0,0,0,0,0
"7",2020-02-03 00:07:00,20200203,700,0,2.18,0.07,18.02,0.05,0.46,23.31,270,0,0,0,0,0,0
"8",2020-02-03 00:08:00,20200203,800,0,2.13,0.07,17.58,0.05,0.45,23.5,270,0,0,0,0,0,0
"9",2020-02-03 00:09:00,20200203,900,0,1.67,0.06,13.77,0.04,0.45,23.56,270,1.33,0,0,0,0,0
"10",2020-02-03 00:10:00,20200203,1000,0,2.48,0.08,20.49,0.06,0.45,23.88,270,0,0,0,0,0,0
"11",2020-02-03 00:11:00,20200203,1100,0,2.01,0.07,16.58,0.05,0.45,23.75,270,0,0,0,0,0,0
"12",2020-02-03 00:12:00,20200203,1200,0,2.08,0.07,17.16,0.05,0.45,23.88,270,0,0,0,0,0,0
"13",2020-02-03 00:13:00,20200203,1300,0,1.8,0.06,14.88,0.04,0.43,23.81,270,0,0,0,0,0,0
"14",2020-02-03 00:14:00,20200203,1400,0,2.07,0.07,17.1,0.05,0.43,23.75,270,1.33,0,0,0,0,0
"15",2020-02-03 00:15:00,20200203,1500,0,1.66,0.06,13.73,0.04,0.43,24.06,270,0,0,0,0,0,0
"16",2020-02-03 00:16:00,20200203,1600,0,1.9,0.06,15.7,0.04,0.43,24.06,270,0,0,0,0,0,0
"17",2020-02-03 00:17:00,20200203,1700,0,1.66,0.06,13.67,0.04,0.43,24.12,270,0,0,0,0,0,0
"18",2020-02-03 00:18:00,20200203,1800,0,1.92,0.06,15.85,0.04,0.44,24.12,270,0,0,0,0,0,0
"19",2020-02-03 00:19:00,20200203,1900,0,1.95,0.06,16.07,0.04,0.44,24.19,270,0,0,0,0,0,0
"20",2020-02-03 00:20:00,20200203,2000,0,1.57,0.05,12.93,0.04,0.44,24.12,270,0,0,0,0,0,0
"21",2020-02-03 00:21:00,20200203,2100,0,1.71,0.06,14.1,0.04,0.44,24.12,270,0,0,0,0,0,0
"22",2020-02-03 00:22:00,20200203,2200,0,1.51,0.05,12.42,0.03,0.44,24.19,270,0,0,0,0,0,0
"23",2020-02-03 00:23:00,20200203,2300,0,1.71,0.06,14.13,0.04,0.45,24.12,270,0,0,0,0,0,0
"24",2020-02-03 00:24:00,20200203,2400,0,1.94,0.06,16,0.04,0.45,24.06,270,0,0,0,0,0,0
"25",2020-02-03 00:25:00,20200203,2500,0,1.7,0.06,13.99,0.04,0.45,23.94,270,0,0,0,0,0,0
"26",2020-02-03 00:26:00,20200203,2600,0,1.83,0.06,15.12,0.04,0.44,23.94,270,0,0,0,0,0,0
