"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-02 00:01:00,20191102,100,0,3.77,0.13,31.09,0.09,0.47,24.44,90,0,0,0,0,0,0
"2",2019-11-02 00:02:00,20191102,200,0,4.69,0.16,38.71,0.11,0.44,24.5,90,0,0,0,0,0,0
"3",2019-11-02 00:03:00,20191102,300,0,4.74,0.16,39.11,0.11,0.45,24.5,45,0,0,0,0,0,0
"4",2019-11-02 00:04:00,20191102,400,0,3.93,0.13,32.42,0.09,0.43,24.5,90,0,0,0,0,0,0
"5",2019-11-02 00:05:00,20191102,500,0,4.76,0.16,39.29,0.11,0.44,24.69,45,0,0,0,0,0,0
"6",2019-11-02 00:06:00,20191102,600,0,4.18,0.14,34.46,0.09,0.45,24.69,45,0,0,0,0,0,0
"7",2019-11-02 00:07:00,20191102,700,0,4.1,0.14,33.86,0.09,0.44,24.62,45,0,0,0,0,0,0
"8",2019-11-02 00:08:00,20191102,800,0,4.43,0.15,36.55,0.1,0.46,24.62,45,0,0,0,0,0,0
"9",2019-11-02 00:09:00,20191102,900,0,4.39,0.15,36.24,0.1,0.46,24.56,90,0,0,0,0,0,0
"10",2019-11-02 00:10:00,20191102,1000,0,5.22,0.17,43.07,0.12,0.45,24.25,45,0,0,0,0,0,0
"11",2019-11-02 00:11:00,20191102,1100,0,4.4,0.15,36.3,0.1,0.45,24.25,45,0,0,0,0,0,0
"12",2019-11-02 00:12:00,20191102,1200,0,4.38,0.15,36.11,0.1,0.45,24.31,45,0,0,0,0,0,0
"13",2019-11-02 00:13:00,20191102,1300,0,4.12,0.14,34,0.09,0.45,24.25,45,0,0,0,0,0,0
"14",2019-11-02 00:14:00,20191102,1400,0,4.21,0.14,34.7,0.1,0.46,24.25,45,7.98,0,0,0,0,0
"15",2019-11-02 00:15:00,20191102,1500,0,5.09,0.17,42.02,0.12,0.46,24.69,0,15.96,0,0,0,0,0
"16",2019-11-02 00:16:00,20191102,1600,0,4.77,0.16,39.37,0.11,0.45,25.12,45,15.96,0,0,0,0,0
"17",2019-11-02 00:17:00,20191102,1700,0,4.78,0.16,39.44,0.11,0.44,25.44,0,15.96,0,0,0,0,0
"18",2019-11-02 00:18:00,20191102,1800,0,3.7,0.12,30.57,0.08,0.45,25.44,0,23.94,0,0,0,0,0
"19",2019-11-02 00:19:00,20191102,1900,0,4.18,0.14,34.45,0.09,0.46,25.75,45,6.65,0,0,0,0,0
"20",2019-11-02 00:20:00,20191102,2000,0,4.22,0.14,34.82,0.1,0.46,25.94,0,6.65,0,0,0,0,0
"21",2019-11-02 00:21:00,20191102,2100,0,3.91,0.13,32.29,0.09,0.46,25.75,45,10.64,0,0,0,0,0
"22",2019-11-02 00:22:00,20191102,2200,0,3.9,0.13,32.15,0.09,0.46,25.56,45,10.64,0,0,0,0,0
"23",2019-11-02 00:23:00,20191102,2300,0,4.2,0.14,34.63,0.1,0.46,25.44,0,10.64,0,0,0,0,0
"24",2019-11-02 00:24:00,20191102,2400,0,3.64,0.12,29.99,0.08,0.47,25.81,90,9.31,0,0,0,0,0
"25",2019-11-02 00:25:00,20191102,2500,0,4.05,0.13,33.42,0.09,0.47,25.81,0,6.65,0,0,0,0,0
"26",2019-11-02 00:26:00,20191102,2600,0,4.23,0.14,34.86,0.1,0.46,25.81,0,6.65,0,0,0,0,0
"27",2019-11-02 00:27:00,20191102,2700,0,4,0.13,33.01,0.09,0.46,25.75,0,5.32,0,0,0,0,0
"28",2019-11-02 00:28:00,20191102,2800,0,4.07,0.14,33.58,0.09,0.44,26,135,2.66,0,0,0,0,0
"29",2019-11-02 00:29:00,20191102,2900,0,4.17,0.14,34.4,0.09,0.44,25.88,90,5.32,0,0,0,0,0
"30",2019-11-02 00:30:00,20191102,3000,0,3.65,0.12,30.09,0.08,0.44,25.88,45,10.64,0,0,0,0,0
"31",2019-11-02 00:31:00,20191102,3100,0,3.95,0.13,32.55,0.09,0.45,25.62,135,10.64,0,0,0,0,0
"32",2019-11-02 00:32:00,20191102,3200,0,4.42,0.15,36.44,0.1,0.45,25.5,90,5.32,0,0,0,0,0
"33",2019-11-02 00:33:00,20191102,3300,0,4.16,0.14,34.32,0.09,0.46,25.62,45,3.99,0,0,0,0,0
"34",2019-11-02 00:34:00,20191102,3400,0,4.02,0.13,33.19,0.09,0.45,25.38,90,10.64,0,0,0,0,0
"35",2019-11-02 00:35:00,20191102,3500,0,4.35,0.14,35.92,0.1,0.43,25.38,45,5.32,0,0,0,0,0
"36",2019-11-02 00:36:00,20191102,3600,0,4.25,0.14,35.07,0.1,0.45,25.56,45,10.64,0,0,0,0,0
"37",2019-11-02 00:37:00,20191102,3700,0,4.06,0.14,33.49,0.09,0.45,25.5,45,10.64,0,0,0,0,0
"38",2019-11-02 00:38:00,20191102,3800,0,3.9,0.13,32.22,0.09,0.44,25.31,135,2.66,0,0,0,0,0
"39",2019-11-02 00:39:00,20191102,3900,0,3.88,0.13,31.99,0.09,0.45,25.31,135,2.66,0,0,0,0,0
"40",2019-11-02 00:40:00,20191102,4000,0,4.34,0.14,35.84,0.1,0.45,25.31,135,2.66,0,0,0,0,0
"41",2019-11-02 00:41:00,20191102,4100,0,3.52,0.12,29.04,0.08,0.45,25.44,135,2.66,0,0,0,0,0
"42",2019-11-02 00:42:00,20191102,4200,0,3.13,0.1,25.83,0.07,0.43,25.44,135,5.32,0,0,0,0,0
"43",2019-11-02 00:43:00,20191102,4300,0,3.04,0.1,25.07,0.07,0.42,25.31,135,1.33,0,0,0,0,0
"44",2019-11-02 00:44:00,20191102,4400,0,3.29,0.11,27.1,0.07,0.43,25.38,135,5.32,0,0,0,0,0
"45",2019-11-02 00:45:00,20191102,4500,0,3.38,0.11,27.87,0.08,0.44,25.12,90,2.66,0,0,0,0,0
"46",2019-11-02 00:46:00,20191102,4600,0,3.11,0.1,25.68,0.07,0.45,25.25,45,7.98,0,0,0,0,0
"47",2019-11-02 00:47:00,20191102,4700,0,3.18,0.11,26.23,0.07,0.44,25.19,135,5.32,0,0,0,0,0
"48",2019-11-02 00:48:00,20191102,4800,0,3.22,0.11,26.58,0.07,0.45,25.06,180,1.33,0,0,0,0,0
"49",2019-11-02 00:49:00,20191102,4900,0,4,0.13,33.04,0.09,0.45,24.88,180,0,0,0,0,0,0
