"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2020-01-15 00:01:00,20200115,100,0,3.39,0.11,27.96,0.08,0.47,24.75,180,0,0,0,0,0,0
"2",2020-01-15 00:02:00,20200115,200,0,2.73,0.09,22.56,0.06,0.48,24.62,180,7.98,0,0,0,0,0
"3",2020-01-15 00:03:00,20200115,300,0,2.46,0.08,20.3,0.06,0.48,24.75,135,3.99,0,0,0,0,0
"4",2020-01-15 00:04:00,20200115,400,0,2.8,0.09,23.13,0.06,0.48,24.5,135,21.28,0,0,0,0,0
"5",2020-01-15 00:05:00,20200115,500,0,2.44,0.08,20.11,0.06,0.47,24.5,90,21.28,0,0,0,0,0
"6",2020-01-15 00:06:00,20200115,600,0,2.73,0.09,22.49,0.06,0.46,24.38,135,11.97,0,0,0,0,0
"7",2020-01-15 00:07:00,20200115,700,0,2.05,0.07,16.87,0.05,0.47,24.25,135,13.3,0,0,0,0,0
"8",2020-01-15 00:08:00,20200115,800,0,2.07,0.07,17.05,0.05,0.47,24.31,135,7.98,0,0,0,0,0
"9",2020-01-15 00:09:00,20200115,900,0,2.36,0.08,19.48,0.05,0.47,24.25,135,11.97,0,0,0,0,0
"10",2020-01-15 00:10:00,20200115,1000,0,2.41,0.08,19.91,0.05,0.47,24.25,135,6.65,0,0,0,0,0
"11",2020-01-15 00:11:00,20200115,1100,0,2.4,0.08,19.84,0.05,0.47,24.38,180,7.98,0,0,0,0,0
"12",2020-01-15 00:12:00,20200115,1200,0,2.32,0.08,19.13,0.05,0.47,24.25,180,11.97,0,0,0,0,0
"13",2020-01-15 00:13:00,20200115,1300,0,2.07,0.07,17.1,0.05,0.47,24.38,135,14.63,0,0,0,0,0
"14",2020-01-15 00:14:00,20200115,1400,0,2,0.07,16.54,0.05,0.47,24.56,135,17.29,0,0,0,0,0
"15",2020-01-15 00:15:00,20200115,1500,0,1.63,0.05,13.45,0.04,0.47,24.69,90,19.95,0,0,0,0,0
"16",2020-01-15 00:16:00,20200115,1600,0,2.15,0.07,17.75,0.05,0.46,24.62,135,14.63,0,0,0,0,0
"17",2020-01-15 00:17:00,20200115,1700,0,1.83,0.06,15.11,0.04,0.47,24.5,90,9.31,0,0,0,0,0
"18",2020-01-15 00:18:00,20200115,1800,0,2.03,0.07,16.74,0.05,0.47,24.38,135,11.97,0,0,0,0,0
"19",2020-01-15 00:19:00,20200115,1900,0,1.77,0.06,14.61,0.04,0.47,24.25,135,5.32,0,0,0,0,0
