"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-16 00:01:00,20191116,100,0,5.41,0.18,44.65,0.12,0.47,18.75,135,3.99,0,0,0,0,0
"2",2019-11-16 00:02:00,20191116,200,0,5.35,0.18,44.11,0.12,0.47,18.56,180,0,0,0,0,0,0
"3",2019-11-16 00:03:00,20191116,300,0,4.52,0.15,37.31,0.1,0.47,18.69,180,0,0,0,0,0,0
"4",2019-11-16 00:04:00,20191116,400,0,4.73,0.16,39.01,0.11,0.47,18.56,180,0,0,0,0,0,0
"5",2019-11-16 00:05:00,20191116,500,0,5.52,0.18,45.51,0.13,0.46,18.62,135,0,0,0,0,0,0
"6",2019-11-16 00:06:00,20191116,600,0,5.07,0.17,41.79,0.11,0.45,18.5,135,0,0,0,0,0,0
"7",2019-11-16 00:07:00,20191116,700,0,4.69,0.16,38.69,0.11,0.45,18.56,180,0,0,0,0,0,0
"8",2019-11-16 00:08:00,20191116,800,0,4.43,0.15,36.56,0.1,0.44,18.75,180,0,0,0,0,0,0
"9",2019-11-16 00:09:00,20191116,900,0,4.77,0.16,39.37,0.11,0.44,18.62,180,0,0,0,0,0,0
"10",2019-11-16 00:10:00,20191116,1000,0,5.2,0.17,42.92,0.12,0.44,18.44,135,0,0,0,0,0,0
"11",2019-11-16 00:11:00,20191116,1100,0,5.49,0.18,45.28,0.12,0.45,18.69,180,0,0,0,0,0,0
"12",2019-11-16 00:12:00,20191116,1200,0,5.12,0.17,42.24,0.12,0.47,18.62,180,0,0,0,0,0,0
"13",2019-11-16 00:13:00,20191116,1300,0,6.4,0.21,52.78,0.15,0.47,18.44,180,0,0,0,0,0,0
"14",2019-11-16 00:14:00,20191116,1400,0,6.12,0.2,50.49,0.14,0.47,18.5,180,0,0,0,0,0,0
"15",2019-11-16 00:15:00,20191116,1500,0,5.88,0.2,48.49,0.13,0.45,18.31,180,0,0,0,0,0,0
"16",2019-11-16 00:16:00,20191116,1600,0,5.86,0.19,48.32,0.13,0.45,18.44,135,0,0,0,0,0,0
"17",2019-11-16 00:17:00,20191116,1700,0,5.96,0.2,49.16,0.14,0.44,18.56,180,0,0,0,0,0,0
"18",2019-11-16 00:18:00,20191116,1800,0,6.34,0.21,52.31,0.14,0.43,18.5,135,0,0,0,0,0,0
"19",2019-11-16 00:19:00,20191116,1900,0,5.59,0.19,46.08,0.13,0.43,18.44,180,0,0,0,0,0,0
"20",2019-11-16 00:20:00,20191116,2000,0,5.66,0.19,46.68,0.13,0.44,18.38,180,0,0,0,0,0,0
"21",2019-11-16 00:21:00,20191116,2100,0,6.64,0.22,54.81,0.15,0.46,18.44,180,0,0,0,0,0,0
"22",2019-11-16 00:22:00,20191116,2200,0,7.36,0.24,60.74,0.17,0.46,18.56,135,0,0,0,0,0,0
"23",2019-11-16 00:23:00,20191116,2300,0,7.17,0.24,59.17,0.16,0.46,18.44,180,0,0,0,0,0,0
"24",2019-11-16 00:24:00,20191116,2400,0,6.91,0.23,57,0.16,0.47,18.5,180,0,0,0,0,0,0
"25",2019-11-16 00:25:00,20191116,2500,0,7.2,0.24,59.39,0.16,0.48,18.38,180,0,0,0,0,0,0
"26",2019-11-16 00:26:00,20191116,2600,0,8.27,0.28,68.23,0.19,0.47,18.5,180,0,0,0,0,0,0
"27",2019-11-16 00:27:00,20191116,2700,0,8.44,0.28,69.6,0.19,0.48,18.44,180,0,0,0,0,0,0
"28",2019-11-16 00:28:00,20191116,2800,0,8.07,0.27,66.58,0.18,0.46,18.38,180,0,0,0,0,0,0
"29",2019-11-16 00:29:00,20191116,2900,0,8.68,0.29,71.62,0.2,0.46,18.31,180,0,0,0,0,0,0
