"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-21 00:01:00,20191121,100,0,3.07,0.1,25.37,0.07,0.46,25.69,45,3.99,0,0,0,0,0
"2",2019-11-21 00:02:00,20191121,200,0,3.07,0.1,25.35,0.07,0.45,25.44,45,6.65,0,0,0,0,0
"3",2019-11-21 00:03:00,20191121,300,0,2.95,0.1,24.32,0.07,0.44,25.56,90,5.32,0,0,0,0,0
"4",2019-11-21 00:04:00,20191121,400,0,3.9,0.13,32.18,0.09,0.45,25.38,135,5.32,0,0,0,0,0
"5",2019-11-21 00:05:00,20191121,500,0,3.04,0.1,25.1,0.07,0.44,25.56,90,5.32,0,0,0,0,0
"6",2019-11-21 00:06:00,20191121,600,0,3.02,0.1,24.89,0.07,0.44,25.5,45,9.31,0,0,0,0,0
"7",2019-11-21 00:07:00,20191121,700,0,2.99,0.1,24.64,0.07,0.45,25.62,135,5.32,0,0,0,0,0
"8",2019-11-21 00:08:00,20191121,800,0,3.39,0.11,27.96,0.08,0.45,25.69,45,5.32,0,0,0,0,0
"9",2019-11-21 00:09:00,20191121,900,0,2.86,0.1,23.57,0.06,0.45,25.75,45,7.98,0,0,0,0,0
"10",2019-11-21 00:10:00,20191121,1000,0,3.53,0.12,29.13,0.08,0.46,25.5,90,6.65,0,0,0,0,0
"11",2019-11-21 00:11:00,20191121,1100,0,3.4,0.11,28.08,0.08,0.46,25.69,135,2.66,0,0,0,0,0
"12",2019-11-21 00:12:00,20191121,1200,0,3.38,0.11,27.88,0.08,0.46,25.5,45,9.31,0,0,0,0,0
"13",2019-11-21 00:13:00,20191121,1300,0,3.21,0.11,26.5,0.07,0.44,25.5,90,7.98,0,0,0,0,0
"14",2019-11-21 00:14:00,20191121,1400,0,3.64,0.12,30.03,0.08,0.44,25.69,90,7.98,0,0,0,0,0
"15",2019-11-21 00:15:00,20191121,1500,0,3.76,0.13,31.04,0.09,0.47,26.06,0,15.96,0,0,0,0,0
"16",2019-11-21 00:16:00,20191121,1600,0,3.46,0.12,28.57,0.08,0.46,25.88,135,5.32,0,0,0,0,0
"17",2019-11-21 00:17:00,20191121,1700,0,3.38,0.11,27.89,0.08,0.46,25.94,90,10.64,0,0,0,0,0
"18",2019-11-21 00:18:00,20191121,1800,0,3.36,0.11,27.72,0.08,0.46,25.81,90,5.32,0,0,0,0,0
"19",2019-11-21 00:19:00,20191121,1900,0,3.45,0.11,28.43,0.08,0.46,25.75,270,2.66,0,0,0,0,0
"20",2019-11-21 00:20:00,20191121,2000,0,3.66,0.12,30.19,0.08,0.46,25.81,135,6.65,0,0,0,0,0
"21",2019-11-21 00:21:00,20191121,2100,0,3.11,0.1,25.65,0.07,0.44,25.56,45,2.66,0,0,0,0,0
"22",2019-11-21 00:22:00,20191121,2200,0,3.3,0.11,27.25,0.07,0.42,25.69,45,7.98,0,0,0,0,0
"23",2019-11-21 00:23:00,20191121,2300,0,3.79,0.13,31.26,0.09,0.44,25.56,45,7.98,0,0,0,0,0
"24",2019-11-21 00:24:00,20191121,2400,0,3.79,0.13,31.23,0.09,0.44,25.62,90,2.66,0,0,0,0,0
"25",2019-11-21 00:25:00,20191121,2500,0,3.63,0.12,29.97,0.08,0.44,25.44,135,5.32,0,0,0,0,0
"26",2019-11-21 00:26:00,20191121,2600,0,3.48,0.12,28.73,0.08,0.45,25.75,135,5.32,0,0,0,0,0
"27",2019-11-21 00:27:00,20191121,2700,0,3.23,0.11,26.63,0.07,0.45,25.69,45,9.31,0,0,0,0,0
"28",2019-11-21 00:28:00,20191121,2800,0,3.65,0.12,30.12,0.08,0.44,25.81,90,7.98,0,0,0,0,0
"29",2019-11-21 00:29:00,20191121,2900,0,3.82,0.13,31.48,0.09,0.44,25.62,135,2.66,0,0,0,0,0
"30",2019-11-21 00:30:00,20191121,3000,0,4.15,0.14,34.24,0.09,0.43,25.44,135,5.32,0,0,0,0,0
"31",2019-11-21 00:31:00,20191121,3100,0,3.72,0.12,30.71,0.08,0.43,25.5,45,3.99,0,0,0,0,0
"32",2019-11-21 00:32:00,20191121,3200,0,3.67,0.12,30.28,0.08,0.44,25.44,135,2.66,0,0,0,0,0
