"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-10 00:01:00,20191110,100,0,2.92,0.1,24.08,0.07,0.46,23.75,335,5.32,0,0,0,0,0
"2",2019-11-10 00:02:00,20191110,200,0,2.64,0.09,21.78,0.06,0.47,23.81,0,10.64,0,0,0,0,0
"3",2019-11-10 00:03:00,20191110,300,0,3.02,0.1,24.89,0.07,0.47,24.19,0,10.64,0,0,0,0,0
"4",2019-11-10 00:04:00,20191110,400,0,3.06,0.1,25.21,0.07,0.45,24.31,0,7.98,0,0,0,0,0
"5",2019-11-10 00:05:00,20191110,500,0,3.1,0.1,25.57,0.07,0.46,24.12,90,2.66,0,0,0,0,0
"6",2019-11-10 00:06:00,20191110,600,0,2.62,0.09,21.61,0.06,0.45,24.19,45,9.31,0,0,0,0,0
"7",2019-11-10 00:07:00,20191110,700,0,2.93,0.1,24.14,0.07,0.45,24.12,0,5.32,0,0,0,0,0
"8",2019-11-10 00:08:00,20191110,800,0,2.65,0.09,21.87,0.06,0.46,24.31,0,3.99,0,0,0,0,0
"9",2019-11-10 00:09:00,20191110,900,0,2.65,0.09,21.87,0.06,0.45,24.19,0,2.66,0,0,0,0,0
"10",2019-11-10 00:10:00,20191110,1000,0,3.07,0.1,25.31,0.07,0.46,24.31,0,11.97,0,0,0,0,0
"11",2019-11-10 00:11:00,20191110,1100,0,2.55,0.08,21.06,0.06,0.46,24.31,0,5.32,0,0,0,0,0
"12",2019-11-10 00:12:00,20191110,1200,0,2.62,0.09,21.6,0.06,0.45,24.25,0,2.66,0,0,0,0,0
"13",2019-11-10 00:13:00,20191110,1300,0,2.82,0.09,23.3,0.06,0.46,24.19,0,7.98,0,0,0,0,0
"14",2019-11-10 00:14:00,20191110,1400,0,3,0.1,24.71,0.07,0.47,24.06,90,7.98,0,0,0,0,0
"15",2019-11-10 00:15:00,20191110,1500,0,2.73,0.09,22.51,0.06,0.47,23.88,0,13.3,0,0,0,0,0
"16",2019-11-10 00:16:00,20191110,1600,0,3.22,0.11,26.6,0.07,0.47,23.88,0,15.96,0,0,0,0,0
"17",2019-11-10 00:17:00,20191110,1700,0,3.36,0.11,27.74,0.08,0.46,23.81,0,6.65,0,0,0,0,0
"18",2019-11-10 00:18:00,20191110,1800,0,3,0.1,24.75,0.07,0.47,23.88,0,7.98,0,0,0,0,0
"19",2019-11-10 00:19:00,20191110,1900,0,3.11,0.1,25.7,0.07,0.46,23.62,0,5.32,0,0,0,0,0
"20",2019-11-10 00:20:00,20191110,2000,0,2.76,0.09,22.74,0.06,0.45,23.75,0,10.64,0,0,0,0,0
"21",2019-11-10 00:21:00,20191110,2100,0,2.96,0.1,24.39,0.07,0.45,23.75,0,3.99,0,0,0,0,0
"22",2019-11-10 00:22:00,20191110,2200,0,2.84,0.09,23.44,0.06,0.46,23.88,0,9.31,0,0,0,0,0
"23",2019-11-10 00:23:00,20191110,2300,0,2.96,0.1,24.38,0.07,0.45,23.88,0,3.99,0,0,0,0,0
"24",2019-11-10 00:24:00,20191110,2400,0,2.97,0.1,24.5,0.07,0.46,23.94,0,10.64,0,0,0,0,0
"25",2019-11-10 00:25:00,20191110,2500,0,2.9,0.1,23.96,0.07,0.47,24,0,14.63,0,0,0,0,0
"26",2019-11-10 00:26:00,20191110,2600,0,2.65,0.09,21.88,0.06,0.47,24.06,0,10.64,0,0,0,0,0
"27",2019-11-10 00:27:00,20191110,2700,0,2.87,0.1,23.7,0.07,0.46,24.25,0,10.64,0,0,0,0,0
"28",2019-11-10 00:28:00,20191110,2800,0,2.57,0.09,21.22,0.06,0.47,24.31,0,15.96,0,0,0,0,0
"29",2019-11-10 00:29:00,20191110,2900,0,2.71,0.09,22.35,0.06,0.46,24.5,0,17.29,0,0,0,0,0
"30",2019-11-10 00:30:00,20191110,3000,0,3.21,0.11,26.52,0.07,0.45,24.5,90,21.28,0,0,0,0,0
"31",2019-11-10 00:31:00,20191110,3100,0,2.67,0.09,22.06,0.06,0.46,24.19,0,14.63,0,0,0,0,0
"32",2019-11-10 00:32:00,20191110,3200,0,2.95,0.1,24.37,0.07,0.46,24.19,0,9.31,0,0,0,0,0
"33",2019-11-10 00:33:00,20191110,3300,0,3.05,0.1,25.17,0.07,0.46,24.25,0,9.31,0,0,0,0,0
"34",2019-11-10 00:34:00,20191110,3400,0,2.65,0.09,21.89,0.06,0.48,24.06,0,5.32,0,0,0,0,0
"35",2019-11-10 00:35:00,20191110,3500,0,2.86,0.1,23.57,0.06,0.47,24.12,0,5.32,0,0,0,0,0
"36",2019-11-10 00:36:00,20191110,3600,0,2.62,0.09,21.6,0.06,0.45,24.06,0,2.66,0,0,0,0,0
"37",2019-11-10 00:37:00,20191110,3700,0,2.71,0.09,22.32,0.06,0.47,23.81,45,5.32,0,0,0,0,0
"38",2019-11-10 00:38:00,20191110,3800,0,3.24,0.11,26.77,0.07,0.44,23.81,0,6.65,0,0,0,0,0
"39",2019-11-10 00:39:00,20191110,3900,0,2.98,0.1,24.56,0.07,0.43,23.88,0,7.98,0,0,0,0,0
"40",2019-11-10 00:40:00,20191110,4000,0,2.71,0.09,22.35,0.06,0.43,24.06,0,10.64,0,0,0,0,0
"41",2019-11-10 00:41:00,20191110,4100,0,2.79,0.09,23.03,0.06,0.44,24.06,0,13.3,0,0,0,0,0
"42",2019-11-10 00:42:00,20191110,4200,0,2.76,0.09,22.78,0.06,0.46,24.12,0,15.96,0,0,0,0,0
"43",2019-11-10 00:43:00,20191110,4300,0,2.75,0.09,22.72,0.06,0.46,24.12,0,9.31,0,0,0,0,0
"44",2019-11-10 00:44:00,20191110,4400,0,3.23,0.11,26.63,0.07,0.46,24.06,0,3.99,0,0,0,0,0
"45",2019-11-10 00:45:00,20191110,4500,0,2.77,0.09,22.84,0.06,0.46,24,45,5.32,0,0,0,0,0
"46",2019-11-10 00:46:00,20191110,4600,0,2.93,0.1,24.14,0.07,0.47,24,0,5.32,0,0,0,0,0
"47",2019-11-10 00:47:00,20191110,4700,0,3.14,0.1,25.93,0.07,0.47,24,45,2.66,0,0,0,0,0
"48",2019-11-10 00:48:00,20191110,4800,0,2.97,0.1,24.51,0.07,0.47,24.12,0,15.96,0,0,0,0,0
"49",2019-11-10 00:49:00,20191110,4900,0,3.18,0.11,26.23,0.07,0.48,24.12,0,6.65,0,0,0,0,0
"50",2019-11-10 00:50:00,20191110,5000,0,2.86,0.1,23.6,0.06,0.47,24.12,0,7.98,0,0,0,0,0
"51",2019-11-10 00:51:00,20191110,5100,0,2.89,0.1,23.86,0.07,0.46,24.06,0,3.99,0,0,0,0,0
"52",2019-11-10 00:52:00,20191110,5200,0,2.93,0.1,24.14,0.07,0.45,23.94,0,7.98,0,0,0,0,0
"53",2019-11-10 00:53:00,20191110,5300,0,2.89,0.1,23.86,0.07,0.45,23.88,0,2.66,0,0,0,0,0
"54",2019-11-10 00:54:00,20191110,5400,0,2.98,0.1,24.58,0.07,0.44,24,0,2.66,0,0,0,0,0
"55",2019-11-10 00:55:00,20191110,5500,0,3.06,0.1,25.22,0.07,0.46,24.06,0,22.61,0,0,0,0,0
"56",2019-11-10 00:56:00,20191110,5600,0,3.28,0.11,27.08,0.07,0.46,23.94,0,10.64,0,0,0,0,0
"57",2019-11-10 00:57:00,20191110,5700,0,2.73,0.09,22.53,0.06,0.47,24.12,45,10.64,0,0,0,0,0
"58",2019-11-10 00:58:00,20191110,5800,0,2.92,0.1,24.11,0.07,0.46,24.06,0,17.29,0,0,0,0,0
"59",2019-11-10 00:59:00,20191110,5900,0,2.93,0.1,24.19,0.07,0.45,24.12,0,18.62,0,0,0,0,0
"60",2019-11-10 01:00:00,20191110,10000,0,2.91,0.1,24.04,0.07,0.47,24.12,335,7.98,0,0,0,0,0
"61",2019-11-10 01:01:00,20191110,10100,0,3.11,0.1,25.66,0.07,0.47,24.31,0,7.98,0,0,0,0,0
"62",2019-11-10 01:02:00,20191110,10200,0,2.86,0.1,23.58,0.06,0.47,24.06,335,7.98,0,0,0,0,0
"63",2019-11-10 01:03:00,20191110,10300,0,3.1,0.1,25.54,0.07,0.48,24,0,5.32,0,0,0,0,0
"64",2019-11-10 01:04:00,20191110,10400,0,3.25,0.11,26.84,0.07,0.47,24.19,0,10.64,0,0,0,0,0
"65",2019-11-10 01:05:00,20191110,10500,0,3.28,0.11,27.03,0.07,0.47,24.12,45,3.99,0,0,0,0,0
"66",2019-11-10 01:06:00,20191110,10600,0,3.36,0.11,27.68,0.08,0.47,24.06,0,10.64,0,0,0,0,0
"67",2019-11-10 01:07:00,20191110,10700,0,2.94,0.1,24.24,0.07,0.44,24.12,0,13.3,0,0,0,0,0
"68",2019-11-10 01:08:00,20191110,10800,0,3.33,0.11,27.5,0.08,0.44,24.25,0,10.64,0,0,0,0,0
"69",2019-11-10 01:09:00,20191110,10900,0,3.34,0.11,27.53,0.08,0.45,24.31,0,23.94,0,0,0,0,0
"70",2019-11-10 01:10:00,20191110,11000,0,2.81,0.09,23.14,0.06,0.45,24.19,0,10.64,0,0,0,0,0
"71",2019-11-10 01:11:00,20191110,11100,0,3.44,0.11,28.35,0.08,0.47,24,0,3.99,0,0,0,0,0
"72",2019-11-10 01:12:00,20191110,11200,0,3.27,0.11,27.01,0.07,0.46,24.12,0,10.64,0,0,0,0,0
"73",2019-11-10 01:13:00,20191110,11300,0,3.18,0.11,26.21,0.07,0.48,24.12,90,11.97,0,0,0,0,0
"74",2019-11-10 01:14:00,20191110,11400,0,3.11,0.1,25.64,0.07,0.48,24.19,0,7.98,0,0,0,0,0
"75",2019-11-10 01:15:00,20191110,11500,0,3.11,0.1,25.67,0.07,0.48,24.06,0,11.97,0,0,0,0,0
"76",2019-11-10 01:16:00,20191110,11600,0,3.25,0.11,26.79,0.07,0.48,24.19,0,9.31,0,0,0,0,0
"77",2019-11-10 01:17:00,20191110,11700,0,3.2,0.11,26.36,0.07,0.45,24.12,0,15.96,0,0,0,0,0
"78",2019-11-10 01:18:00,20191110,11800,0,3.77,0.13,31.09,0.09,0.46,24,0,7.98,0,0,0,0,0
"79",2019-11-10 01:19:00,20191110,11900,0,3.66,0.12,30.21,0.08,0.47,23.75,0,3.99,0,0,0,0,0
"80",2019-11-10 01:20:00,20191110,12000,0,3.25,0.11,26.79,0.07,0.45,23.75,0,11.97,0,0,0,0,0
"81",2019-11-10 01:21:00,20191110,12100,0,3.45,0.11,28.46,0.08,0.43,23.81,45,6.65,0,0,0,0,0
"82",2019-11-10 01:22:00,20191110,12200,0,4.31,0.14,35.54,0.1,0.43,23.75,0,5.32,0,0,0,0,0
"83",2019-11-10 01:23:00,20191110,12300,0,3.18,0.11,26.24,0.07,0.44,24,0,5.32,0,0,0,0,0
"84",2019-11-10 01:24:00,20191110,12400,0,2.88,0.1,23.78,0.07,0.43,23.69,45,5.32,0,0,0,0,0
"85",2019-11-10 01:25:00,20191110,12500,0,3.44,0.11,28.4,0.08,0.44,23.25,0,10.64,0,0,0,0,0
"86",2019-11-10 01:26:00,20191110,12600,0,2.67,0.09,22.04,0.06,0.45,23.12,45,7.98,0,0,0,0,0
"87",2019-11-10 01:27:00,20191110,12700,0,3.69,0.12,30.42,0.08,0.47,22.75,0,6.65,0,0,0,0,0
"88",2019-11-10 01:28:00,20191110,12800,0,3.18,0.11,26.22,0.07,0.46,22.69,0,7.98,0,0,0,0,0
