"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-27 00:01:00,20191127,100,0,1.79,0.06,14.77,0.04,0.44,25.12,0,17.29,0,0,0,0,0
"2",2019-11-27 00:02:00,20191127,200,0,2.05,0.07,16.93,0.05,0.44,25.19,0,13.3,0,0,0,0,0.5
"3",2019-11-27 00:03:00,20191127,300,0,1.56,0.05,12.86,0.04,0.45,25.12,0,21.28,0,0,0,0,0.5
"4",2019-11-27 00:04:00,20191127,400,0,1.78,0.06,14.69,0.04,0.45,25.12,0,15.96,0,0,0,0,0.5
"5",2019-11-27 00:05:00,20191127,500,0,1.88,0.06,15.48,0.04,0.45,25.12,0,14.63,0,0,0,0,0.5
"6",2019-11-27 00:06:00,20191127,600,0,1.76,0.06,14.51,0.04,0.44,25.31,45,14.63,0,0,0,0,0.5
"7",2019-11-27 00:07:00,20191127,700,0,1.87,0.06,15.42,0.04,0.44,25.31,0,15.96,0,0,0,0,0.75
"8",2019-11-27 00:08:00,20191127,800,0,2.13,0.07,17.61,0.05,0.44,25.25,0,13.3,0,0,0,0,0.75
"9",2019-11-27 00:09:00,20191127,900,0,2.04,0.07,16.85,0.05,0.45,25.19,90,13.3,0,0,0,0,1
"10",2019-11-27 00:10:00,20191127,1000,0,2.25,0.07,18.53,0.05,0.45,25.19,135,9.31,0,0,0,0,1
"11",2019-11-27 00:11:00,20191127,1100,0,1.89,0.06,15.59,0.04,0.46,25.12,0,6.65,0,0,0,0,1
"12",2019-11-27 00:12:00,20191127,1200,0,1.86,0.06,15.35,0.04,0.45,25.19,0,18.62,0,0,0,0,1
"13",2019-11-27 00:13:00,20191127,1300,0,1.7,0.06,14.05,0.04,0.44,25.31,0,18.62,0,0,0,0,1
"14",2019-11-27 00:14:00,20191127,1400,0,1.82,0.06,15.03,0.04,0.44,25.25,0,22.61,0,0,0,0,1
"15",2019-11-27 00:15:00,20191127,1500,0,1.61,0.05,13.25,0.04,0.43,25.31,0,13.3,0,0,0,0,1
"16",2019-11-27 00:16:00,20191127,1600,0,1.8,0.06,14.89,0.04,0.43,25.31,90,7.98,0,0,0,0,1
"17",2019-11-27 00:17:00,20191127,1700,0,1.67,0.06,13.79,0.04,0.45,25.19,0,18.62,0,0,0,0,1
"18",2019-11-27 00:18:00,20191127,1800,0,1.77,0.06,14.61,0.04,0.45,25.38,0,7.98,0,0,0,0,1.25
"19",2019-11-27 00:19:00,20191127,1900,0,1.29,0.04,10.61,0.03,0.44,25.25,270,27.93,0,0,0,0,1.25
"20",2019-11-27 00:20:00,20191127,2000,0,1.63,0.05,13.48,0.04,0.44,25.19,45,11.97,0,0,0,0,1.25
"21",2019-11-27 00:21:00,20191127,2100,0,1.89,0.06,15.58,0.04,0.44,25.31,0,19.95,0,0,0,0,1.25
"22",2019-11-27 00:22:00,20191127,2200,0,1.41,0.05,11.62,0.03,0.44,25.25,0,26.6,0,0,0,0,1.25
"23",2019-11-27 00:23:00,20191127,2300,0,1.73,0.06,14.26,0.04,0.45,25.31,0,23.94,0,0,0,0,1.5
"24",2019-11-27 00:24:00,20191127,2400,0,1.51,0.05,12.44,0.03,0.45,25.19,0,10.64,0,0,0,0,1.5
"25",2019-11-27 00:25:00,20191127,2500,0,1.78,0.06,14.67,0.04,0.45,25.12,0,17.29,0,0,0,0,1.5
"26",2019-11-27 00:26:00,20191127,2600,0,1.56,0.05,12.86,0.04,0.45,25.25,0,15.96,0,0,0,0,1.75
"27",2019-11-27 00:27:00,20191127,2700,0,1.65,0.05,13.58,0.04,0.43,25.25,270,23.94,0,0,0,0,2.5
"28",2019-11-27 00:28:00,20191127,2800,0,1.92,0.06,15.81,0.04,0.43,25.38,0,13.3,0,0,0,0,2.75
"29",2019-11-27 00:29:00,20191127,2900,0,1.5,0.05,12.37,0.03,0.44,25.19,0,15.96,0,0,0,0,2.75
