"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-10-24 00:01:00,20191024,100,0,2.01,0.07,16.59,0.05,0.44,22.94,0,26.6,0,0,0,0,0
"2",2019-10-24 00:02:00,20191024,200,0,2.26,0.08,18.66,0.05,0.45,23,90,15.96,0,0,0,0,0
"3",2019-10-24 00:03:00,20191024,300,0,1.7,0.06,14.03,0.04,0.45,23,45,9.31,0,0,0,0,0
"4",2019-10-24 00:04:00,20191024,400,0,1.98,0.07,16.36,0.04,0.45,22.88,45,14.63,0,0,0,0,0
"5",2019-10-24 00:05:00,20191024,500,0,2.07,0.07,17.08,0.05,0.46,22.94,135,7.98,0,0,0,0,0
"6",2019-10-24 00:06:00,20191024,600,0,1.86,0.06,15.33,0.04,0.45,23.06,90,9.31,0,0,0,0,0
"7",2019-10-24 00:07:00,20191024,700,0,2.21,0.07,18.26,0.05,0.46,22.81,135,7.98,0,0,0,0,0
"8",2019-10-24 00:08:00,20191024,800,0,1.79,0.06,14.74,0.04,0.45,22.75,90,10.64,0,0,0,0,0
"9",2019-10-24 00:09:00,20191024,900,0,1.81,0.06,14.91,0.04,0.43,22.69,45,10.64,0,0,0,0,0
"10",2019-10-24 00:10:00,20191024,1000,0,2,0.07,16.52,0.05,0.43,22.69,45,13.3,0,0,0,0,0
"11",2019-10-24 00:11:00,20191024,1100,0,2.18,0.07,17.98,0.05,0.43,22.75,45,15.96,0,0,0,0,0
"12",2019-10-24 00:12:00,20191024,1200,0,2.14,0.07,17.64,0.05,0.42,22.69,90,13.3,0,0,0,0,0
"13",2019-10-24 00:13:00,20191024,1300,0,2.37,0.08,19.52,0.05,0.45,22.81,0,25.27,0,0,0,0,0
"14",2019-10-24 00:14:00,20191024,1400,0,1.96,0.07,16.18,0.04,0.45,22.88,0,25.27,0,0,0,0,0
"15",2019-10-24 00:15:00,20191024,1500,0,1.87,0.06,15.4,0.04,0.46,23.12,45,21.28,0,0,0,0,0
"16",2019-10-24 00:16:00,20191024,1600,0,2.21,0.07,18.21,0.05,0.46,22.94,45,10.64,0,0,0,0,0
"17",2019-10-24 00:17:00,20191024,1700,0,1.81,0.06,14.97,0.04,0.45,23,90,18.62,0,0,0,0,0
"18",2019-10-24 00:18:00,20191024,1800,0,2.37,0.08,19.59,0.05,0.43,22.94,45,26.6,0,0,0,0,0
"19",2019-10-24 00:19:00,20191024,1900,0,2.07,0.07,17.04,0.05,0.43,22.88,0,13.3,0,0,0,0,0
"20",2019-10-24 00:20:00,20191024,2000,0,1.97,0.07,16.23,0.04,0.42,22.88,45,21.28,0,0,0,0,0
"21",2019-10-24 00:21:00,20191024,2100,0,2.03,0.07,16.71,0.05,0.43,22.75,45,15.96,0,0,0,0,0
"22",2019-10-24 00:22:00,20191024,2200,0,2.2,0.07,18.14,0.05,0.43,22.75,45,15.96,0,0,0,0,0
"23",2019-10-24 00:23:00,20191024,2300,0,2.33,0.08,19.25,0.05,0.45,22.62,135,11.97,0,0,0,0,0
"24",2019-10-24 00:24:00,20191024,2400,0,2.2,0.07,18.18,0.05,0.47,22.56,45,9.31,0,0,0,0,0
"25",2019-10-24 00:25:00,20191024,2500,0,1.98,0.07,16.31,0.04,0.45,22.75,45,10.64,0,0,0,0,0
"26",2019-10-24 00:26:00,20191024,2600,0,2.46,0.08,20.28,0.06,0.45,22.5,45,13.3,0,0,0,0,0
"27",2019-10-24 00:27:00,20191024,2700,0,2.07,0.07,17.06,0.05,0.45,22.56,45,14.63,0,0,0,0,0
"28",2019-10-24 00:28:00,20191024,2800,0,2.11,0.07,17.38,0.05,0.46,22.81,45,9.31,0,0,0,0,0
"29",2019-10-24 00:29:00,20191024,2900,0,2.23,0.07,18.39,0.05,0.45,22.62,0,10.64,0,0,0,0,0
"30",2019-10-24 00:30:00,20191024,3000,0,1.99,0.07,16.44,0.05,0.45,22.62,0,13.3,0,0,0,0,0
"31",2019-10-24 00:31:00,20191024,3100,0,2.25,0.07,18.52,0.05,0.46,22.56,45,17.29,0,0,0,0,0
"32",2019-10-24 00:32:00,20191024,3200,0,2.25,0.07,18.52,0.05,0.46,22.62,0,18.62,0,0,0,0,0
"33",2019-10-24 00:33:00,20191024,3300,0,2.23,0.07,18.36,0.05,0.46,22.75,45,7.98,0,0,0,0,0
"34",2019-10-24 00:34:00,20191024,3400,0,2.1,0.07,17.36,0.05,0.45,22.56,45,10.64,0,0,0,0,0
