tipo,P_AC,I_DC,IRR,I_AC,V_AC,dia_mes_ano,V_DC,hora_minuto
inverter,0.0,1.87,0.0,1.87,4.6,20191020.0,1.87,010000
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.2,010100
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.2,010200
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,010300
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,010400
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.6,010500
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.8,010600
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.9,010700
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.0,010800
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.1,010900
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.2,011000
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.2,011100
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.2,011200
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.2,011300
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.8,011400
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.5,011500
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,011600
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,011700
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,011800
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.4,011900
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.4,012000
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.4,012100
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.4,012200
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.4,012300
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.2,012400
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.2,012500
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.1,012600
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.1,012700
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.0,012800
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.0,012900
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,44.8,013000
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,44.8,013100
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,013200
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.3,013300
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.5,013400
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,45.5,013500
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.1,013600
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.1,013700
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.5,013800
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.5,013900
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.6,014000
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.6,014100
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.7,014200
inverter,0.0,0.0,0.0,1.87,4.6,20191020.0,46.7,014300
