dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191109,001500,0,21.67,0,7.05,0.24,0,0,58.19,0.16,0,0,0.46,102,6.92,0,0.1,215.7,0,0,43.83,0
20191109,003000,0,21.61,0,6.54,0.22,0,0,54,0.15,0,0,0.46,138,0.71,0,0.1,215.7,0,0,44.75,0
20191109,004500,0,21.46,0,6.2,0.21,0,0,51.16,0.14,0,0,0.46,138,0.44,0,0.1,215.7,0,0,45.77,0
20191109,053000,10.7,22.22,0,4.47,0.15,0,0,36.91,0.1,0,0,0.45,78,7.54,26.07,0.85,218.81,183.13,0.41,513.48,210.53
20191109,054500,18,22.61,0,4.09,0.14,0,0,33.76,0.09,0,0,0.45,72,5.59,33.53,1.16,218.85,252.2,0.53,524.37,277.92
20191109,061500,54.92,23.11,0,4.09,0.14,0,0,33.72,0.09,0,0,0.45,39,11.17,76.73,2.96,218.13,643.87,1.23,545.97,671.54
20191109,063000,80.63,23.34,0,4.16,0.14,0,0,34.33,0.09,0,0,0.46,45,9.49,102.4,4.01,219.25,878.53,1.63,556.03,906.33
20191109,064500,108.02,23.84,0,4,0.13,0,0,32.98,0.09,0,0,0.45,57,7.71,131.93,5.21,219.96,1143.4,2.13,552.18,1176.14
20191109,070000,153.43,24.5,0,4.07,0.14,0,0,33.59,0.09,0,0,0.45,54,8.96,180.6,7.31,218.73,1596.13,2.87,567.48,1628.67
20191109,071500,207.57,25.05,0,4.1,0.14,0,0,33.8,0.09,0,0,0.44,60,9.4,232.53,9.34,219.79,2073.13,3.72,563.49,2096.18
20191109,073000,212,25.5,0,3.73,0.12,0,0,30.74,0.08,0,0,0.44,27,10.73,238.4,9.61,219.5,2107.93,3.77,568.29,2142.45
20191109,074500,228.05,25.54,0,4.23,0.14,0,0,34.89,0.1,0,0,0.45,57,12.32,256.53,10.42,218.65,2274.2,4.1,563.42,2310.02
20191109,080000,242.01,25.92,0,3.93,0.13,0,0,32.43,0.09,0,0,0.44,63,11.62,268.6,10.84,218.94,2371.53,4.25,567.24,2410.77
20191109,081500,237.31,15.92,0,3.98,0.13,0,0,32.79,0.09,0,0,0.45,60,10.2,269.6,10.88,219.35,2383.93,4.27,566.78,2420.15
20191109,083000,181.47,25.86,0,3.95,0.13,0,0,32.55,0.09,0,0,0.44,51,10.64,205.53,8.23,217.35,1788.27,3.3,551.38,1819.55
20191109,084500,162.82,25.71,0,3.75,0.13,0,0,30.95,0.08,0,0,0.44,48,9.22,190.13,7.56,218.53,1650.2,3.05,550.69,1679.6
20191109,090000,136.86,25.53,0,3.85,0.13,0,0,31.78,0.09,0,0,0.43,27,10.11,162.07,6.3,219.23,1391.47,2.61,542.61,1416.21
20191109,091500,158.51,25.65,0,4.01,0.13,0,0,33.05,0.09,0,0,0.44,45,7.71,186.8,7.42,218.29,1617.73,3.01,549.91,1655.23
20191109,093000,237.58,26.37,0,3.55,0.12,0,0,29.3,0.08,0,0,0.44,51,8.51,256.53,10.19,219.15,2225.8,4.06,559,2269.54
20191109,094500,252.19,26.68,0,3.62,0.12,0,0,29.86,0.08,0,0,0.44,24,10.2,268.73,10.62,220.15,2336.67,4.28,553.73,2369.96
20191109,100000,241.36,26.89,0,3.73,0.12,0,0,30.81,0.08,0,0,0.44,45,7.8,266.53,10.6,219.49,2325.73,4.29,550.35,2361
20191109,101500,282.06,27.35,0,3.55,0.12,0,0,29.32,0.08,0,0,0.44,75,6.56,321.53,12.97,219.34,2843.4,5.16,559.38,2886.4
20191109,104500,387.74,28.92,0,3.57,0.12,0,0,29.44,0.08,0,0,0.43,129,5.5,408.53,16.16,220.48,3585.27,6.7,541.37,3627.18
20191109,110000,277.1,28.84,0,3.59,0.12,0,0,29.61,0.08,0,0,0.43,147,3.01,286.53,11.47,219.28,2523.87,4.67,546.07,2550.15
20191109,111500,93.67,28.07,0,3.57,0.12,0,0,29.45,0.08,0,0,0.43,180,2.39,111.27,4.39,216.61,947.07,1.83,533.97,977.17
20191109,113000,57.14,27.3,0,4,0.13,0,0,32.99,0.09,0,0,0.43,229.33,3.01,90.13,3.59,216.77,775.47,1.49,540.47,805.3
20191109,114500,76.97,25.26,0,4.15,0.14,0,0,34.23,0.09,0,0,0.44,229.33,6.65,108.53,4.35,217.81,945.6,1.75,556.29,973.51
20191109,121500,187.24,26.94,0,4.71,0.16,0,0,38.87,0.11,0,0,0.45,131.54,5.01,233.54,9.56,218.79,2090.08,3.76,564.65,2123.08
20191109,123000,214.48,27.77,0,13.41,0.45,0,0,110.65,0.31,0,0,0.46,231,6.38,260.73,10.55,219.23,2321.33,4.2,560.95,2355.99
20191109,124500,212.92,28.48,0,9.47,0.31,0,0,78.15,0.21,0,0,0.46,234,3.01,258.67,10.5,220.46,2313.47,4.21,559.13,2353.94
20191109,130000,197.26,28.42,0,6.7,0.22,0,0,55.28,0.15,0,0,0.45,234,0.98,240.07,9.69,219.13,2114.2,3.9,553.95,2160.41
20191109,131500,216.31,28.24,0,11.96,0.4,0,0,98.71,0.27,0,0,0.47,225,2.75,264.4,10.67,218.99,2334.73,4.24,559.66,2372.96
20191109,134500,577.82,30.94,0,5.57,0.18,0,0,45.96,0.13,0,0,0.44,234,1.95,626.67,24.17,223.28,5404.73,10.06,544.78,5480.49
20191109,140000,612,31.24,0,5.17,0.17,0,0,42.69,0.12,0,0,0.45,201,5.32,629.47,23.46,221.76,5241,10.01,528.77,5292.99
20191109,141500,342.34,30.48,0,4.88,0.16,0,0,40.23,0.11,0,0,0.44,193.33,6.03,340.33,12.95,218.95,2853.07,5.38,538.61,2897.72
20191109,143000,462.75,29.99,0,4.03,0.13,0,0,33.27,0.09,0,0,0.44,139,7.89,446.8,17.03,219.95,3748.33,7.13,531.57,3790.09
20191109,144500,482.58,29.83,0,3.33,0.11,0,0,27.51,0.08,0,0,0.44,59.67,12.41,493.73,18.91,221.3,4171.53,8.03,533.19,4281.52
20191109,150000,560.34,9.05,0,2.69,0.09,0,0,22.21,0.06,0,0,0.44,49.33,10.82,586.07,22.35,221.58,4965.67,9.45,533.13,5038.08
20191109,151500,575.6,30.16,0,2.31,0.08,0,0,19.06,0.05,0,0,0.43,143.33,12.95,568.33,21.19,220.81,4680.93,9.09,522.31,4747.8
20191109,153000,487.15,30.08,0,2.1,0.07,0,0,17.34,0.05,0,0,0.45,119.33,12.32,470.2,17.55,219.58,3852.4,7.5,520.98,3907.35
20191109,160000,368.43,30.04,0,1.96,0.06,0,0,16.15,0.05,0,0,0.45,55.33,10.73,345.4,10.24,218.72,2247.2,4.67,487.33,2275.83
20191109,161500,333.07,29.75,0,1.92,0.06,0,0,15.81,0.04,0,0,0.44,33,12.77,297.27,7.39,217.28,1595.4,3.26,503.52,1641.48
20191109,163000,254.92,29.66,0,2.35,0.08,0,0,19.37,0.05,0,0,0.43,73.33,15.07,208.73,4.87,216.71,1055.07,2.14,508.23,1087.61
20191109,164500,179.26,8.44,0,2.79,0.09,0,0,22.99,0.06,0,0,0.42,64.33,10.55,140.6,3.14,216.36,678.4,1.31,538.83,705.87
20191109,170000,63.14,18.13,0,3.01,0.1,0,0,24.83,0.07,0,0,0.43,65.67,13.12,55.6,1.54,217.11,334.07,0.69,518.03,357.44
20191109,171500,8.53,27.87,0,3.09,0.1,0,0,25.48,0.07,0,0,0.45,25.33,10.02,23,0.68,215.87,144,0.35,489.07,171.17
20191109,173000,3.91,27.41,0,3.46,0.12,0,0,28.53,0.08,0,0,0.44,12,11.44,13.27,0.37,215.01,77.13,0.22,474.47,104.38
20191109,174500,0.6,16.85,0,3.66,0.12,0,0,30.23,0.08,0,0,0.45,24,10.46,1.87,0.1,214.69,4.4,0.04,447.23,17.89
20191109,180000,0,26.09,0,3.23,0.11,0,0,26.62,0.07,0,0,0.44,51,11.17,0,0.1,214.6,0,0,274.55,0
20191109,181500,0,24.82,0,2.61,0.09,0,0,21.53,0.06,0,0,0.46,63,11.35,0,0.1,214.6,0,0,45.54,0
20191109,183000,0,24.55,0,2.82,0.09,0,0,23.29,0.06,0,0,0.47,69,10.29,0,0.1,214.6,0,0,42.22,0
20191109,190000,0,24.04,0,2.29,0.08,0,0,18.92,0.05,0,0,0.46,63,10.37,0,0.1,214.6,0,0,42.59,0
20191109,191500,0,23.72,0,2.24,0.07,0,0,18.49,0.05,0,0,0.45,48,10.55,0,0.1,214.6,0,0,42.15,0
20191109,193000,0.21,23.79,0,2.37,0.08,0,0,19.57,0.05,0,0,0.46,21,13.12,0,0.1,214.6,0,0,42.91,0
20191109,194500,0,23.8,0,2.43,0.08,0,0,20.05,0.06,0,0,0.45,48,10.91,0,0.1,214.6,0,0,42.51,0
20191109,200000,0,23.72,0,2.61,0.09,0,0,21.51,0.06,0,0,0.47,39,6.03,0,0.1,214.6,0,0,43.09,0
20191109,201500,0,23.88,0,2.83,0.09,0,0,23.33,0.06,0,0,0.46,15,7.54,0,0.1,214.6,0,0,44.45,0
20191109,203000,0.34,23.88,0,2.84,0.09,0,0,23.41,0.06,0,0,0.47,27,7.54,0,0.1,214.6,0,0,43.99,0
20191109,204500,0,24.08,0,3.17,0.11,0,0,26.18,0.07,0,0,0.44,24,5.85,0,0.1,214.6,0,0,43.49,0
20191109,210000,0,24.33,0,4.11,0.14,0,0,33.91,0.09,0,0,0.45,0,4.61,0,0.1,214.6,0,0,44.65,0
20191109,211500,0,24.44,0,5.47,0.18,0,0,45.11,0.12,0,0,0.47,15,4.79,0,0.1,214.6,0,0,44.07,0
20191109,213000,0,24.62,0,4.11,0.14,0,0,33.91,0.09,0,0,0.46,9,9.75,0,0.1,214.6,0,0,43.15,0
20191109,214500,0,24.55,0,4.06,0.14,0,0,33.46,0.09,0,0,0.46,67.33,5.59,0,0.1,214.6,0,0,44.6,0
20191109,220000,0.21,24.15,0,2.93,0.1,0,0,24.19,0.07,0,0,0.44,22.33,6.47,0,0.1,214.6,0,0,44.43,0
20191109,221500,0,24.12,0,2.8,0.09,0,0,23.1,0.06,0,0,0.44,140.67,6.3,0,0.1,214.6,0,0,44.34,0
20191109,224500,0,24.19,0,2.96,0.1,0,0,24.4,0.07,0,0,0.45,0,5.76,0,0.1,214.6,0,0,44.98,0
20191109,230000,0,24.1,0,3.12,0.1,0,0,25.71,0.07,0,0,0.45,18,8.69,0,0.1,214.6,0,0,44.09,0
20191109,231500,0,24.22,0,2.7,0.09,0,0,22.31,0.06,0,0,0.46,47.86,6.94,0,0.1,214.6,0,0,44.49,0
20191109,233000,0,24.24,0,2.56,0.09,0,0,21.1,0.06,0,0,0.46,6,8.07,0,0.1,214.6,0,0,44.13,0
20191109,234500,0,24.16,0,2.73,0.09,0,0,22.49,0.06,0,0,0.45,22.33,5.94,0,0.1,214.6,0,0,43.13,0
