data,hora,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel
25/10/2019,00:01,0,3.73,0.12,0,0,30.8,0.08,0,0,0.45,25.44,0,0
25/10/2019,00:02,0,3.76,0.13,0,0,31.05,0.09,0,0,0.46,25.44,45,0
25/10/2019,00:03,0,3.59,0.12,0,0,29.59,0.08,0,0,0.45,25.69,45,0
25/10/2019,00:04,0,3.16,0.11,0,0,26.09,0.07,0,0,0.44,25.5,45,0
25/10/2019,00:05,0,3,0.1,0,0,24.78,0.07,0,0,0.44,25.69,45,0
25/10/2019,00:06,0,3.43,0.11,0,0,28.26,0.08,0,0,0.45,25.5,45,0
25/10/2019,00:07,0,3.22,0.11,0,0,26.6,0.07,0,0,0.47,25.62,0,0
25/10/2019,00:08,0,3.29,0.11,0,0,27.11,0.07,0,0,0.46,25.5,45,0
25/10/2019,00:09,0,3.64,0.12,0,0,30.02,0.08,0,0,0.45,25.5,0,0
25/10/2019,00:10,0,3.1,0.1,0,0,25.55,0.07,0,0,0.45,25.19,0,0
25/10/2019,00:11,0,3.52,0.12,0,0,29.01,0.08,0,0,0.44,25.25,90,0
25/10/2019,00:12,0,3.42,0.11,0,0,28.22,0.08,0,0,0.44,25.44,45,0
25/10/2019,00:13,0,3.11,0.1,0,0,25.64,0.07,0,0,0.44,25.44,45,0
25/10/2019,00:14,0,3.29,0.11,0,0,27.12,0.07,0,0,0.44,25.25,45,0
25/10/2019,00:15,0,2.95,0.1,0,0,24.37,0.07,0,0,0.45,25.44,45,0
25/10/2019,00:16,0,3.61,0.12,0,0,29.78,0.08,0,0,0.45,25.5,45,0
25/10/2019,00:17,0,3.56,0.12,0,0,29.37,0.08,0,0,0.45,25.75,0,0
25/10/2019,00:18,0,3.22,0.11,0,0,26.53,0.07,0,0,0.46,25.69,45,0
25/10/2019,00:19,0,2.92,0.1,0,0,24.09,0.07,0,0,0.44,25.44,0,0
25/10/2019,00:20,0,3.58,0.12,0,0,29.51,0.08,0,0,0.43,25.5,0,0
25/10/2019,00:21,0,3.36,0.11,0,0,27.75,0.08,0,0,0.44,25.44,0,0
25/10/2019,00:22,0,3.2,0.11,0,0,26.43,0.07,0,0,0.43,25.44,0,0
