dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191116,001500,0,18.44,0,6.94,0.23,0,0,57.21,0.16,0,0,0.46,171,0,0,0.09,215.3,0,0,45.63,0
20191116,003000,0.29,18.28,0,10.29,0.34,0,0,84.88,0.23,0,0,0.49,174,0,0,0.09,215.3,0,0,46.22,0
20191116,004500,0,18.12,0,11.42,0.38,0,0,94.23,0.26,0,0,0.5,168,0,0,0.09,215.3,0,0,46.39,0
20191116,050000,8.64,16.94,0,4.17,0.14,0,0,34.37,0.09,0,0,0.46,162,0,18,0.53,220.34,114.73,0.27,528.27,142.63
20191116,051500,40.31,18.41,0,3.96,0.13,0,0,32.68,0.09,0,0,0.45,174,0,31.33,1.04,217.92,223.4,0.45,554.77,249.65
20191116,053000,116.5,22.53,0,4.67,0.16,0,0,38.55,0.11,0,0,0.45,177,0,54.6,2.14,219.16,467.13,0.84,587.57,493.56
20191116,054500,169.08,26.91,0,3.75,0.13,0,0,30.97,0.08,0,0,0.45,168,0.18,95,3.88,219.01,847.47,1.48,590.67,874.19
20191116,060000,224.4,26.94,0,3.22,0.11,0,0,26.54,0.07,0,0,0.45,156,0.89,149.07,6.1,218.49,1332,2.31,590.45,1363.94
20191116,061500,282.98,27,0,3.13,0.1,0,0,25.84,0.07,0,0,0.46,135,0.71,212.13,8.64,219.95,1895.87,3.27,590.63,1931.36
20191116,063000,342.2,27.14,0,2.98,0.1,0,0,24.57,0.07,0,0,0.44,153,3.72,278.4,11.58,219.51,2540.53,4.42,583.59,2579.47
20191116,064500,406.26,25.68,0,3.13,0.1,0,0,25.82,0.07,0,0,0.45,171,5.14,347.93,14.44,220.41,3180.2,5.62,573.97,3225.71
20191116,070000,468.36,24.95,0,2.81,0.09,0,0,23.19,0.06,0,0,0.45,159,5.05,418.47,17.37,221.61,3847.33,6.85,571.03,3911.56
20191116,071500,530.85,24.84,0,2.82,0.09,0,0,23.27,0.06,0,0,0.44,141,7.18,487.07,20.24,220.5,4461.93,8.01,564.27,4519.8
20191116,073000,586.17,25.4,0,2.99,0.1,0,0,24.71,0.07,0,0,0.43,144,6.21,552.33,22.64,221.28,5012.33,9.09,558.87,5080.13
20191116,074500,640.44,26.22,0,2.88,0.1,0,0,23.76,0.06,0,0,0.44,150,5.85,614.13,24.82,222.54,5524.33,10.14,552.9,5606.41
20191116,080000,696.8,27.21,0,2.84,0.1,0,0,23.45,0.06,0,0,0.44,135,6.12,675.33,26.69,221.96,5951.67,11.07,543.44,6015.88
20191116,081500,747.68,27.91,0,2.87,0.09,0,0,23.64,0.06,0,0,0.43,150,5.5,731.13,28.76,222.27,6389.4,12.09,537.54,6498.86
20191116,083000,794.91,28.76,0,2.96,0.1,0,0,24.4,0.07,0,0,0.43,129,6.3,783.53,30.32,223.22,6771.33,12.93,532.73,6888.2
20191116,084500,845.01,29.19,0,3,0.1,0,0,24.74,0.07,0,0,0.44,108,7.71,835.67,32.17,223.03,7175.6,13.81,527.59,7286.02
20191116,090000,881.8,30.34,0,3.23,0.11,0,0,26.66,0.07,0,0,0.45,180,7.71,879.73,33.58,222.63,7471.53,14.55,524.12,7625.95
20191116,091500,916.37,31.4,0,3.13,0.1,0,0,25.84,0.07,0,0,0.44,195,6.83,919.93,34.69,222.59,7723.8,15.22,516.24,7857.17
20191116,093000,950.68,31.43,0,2.95,0.1,0,0,24.29,0.07,0,0,0.45,162,5.23,960.47,35.44,224.24,7951.73,15.82,512.13,8101.9
20191116,094500,979.13,31.72,0,2.8,0.09,0,0,23.11,0.06,0,0,0.45,147,10.11,990.6,35.8,224.73,8048.53,16.2,502.16,8134.99
20191116,100000,999.22,26.64,0,2.75,0.09,0,0,22.69,0.06,0,0,0.44,148.33,4.97,1015.8,36.85,223.51,8238.47,16.58,506.07,8390.64
20191116,101500,1028.05,32.35,0,2.79,0.09,0,0,23.04,0.06,0,0,0.44,191.67,7.98,1047,37.09,223.13,8277,16.22,519.97,8433.91
20191116,103000,1044.23,32.55,0,2.85,0.1,0,0,23.49,0.07,0,0,0.45,102,6.12,1063.4,37.16,222.75,8279.53,15.95,528.62,8431.49
20191116,104500,1052.05,31.38,0,3.02,0.1,0,0,24.93,0.07,0,0,0.44,172,7.18,1073,37.1,223.11,8279.4,15.95,528.45,8428.78
20191116,110000,1066.01,32.34,0,2.83,0.09,0,0,23.36,0.06,0,0,0.44,219,11.26,1086.93,37.15,222.83,8279.6,15.74,536.13,8438.69
20191116,111500,1066.15,31.9,0,2.93,0.1,0,0,24.15,0.07,0,0,0.43,213,10.11,1089.27,37.15,222.82,8280.13,15.74,535.81,8433.65
20191116,113000,1063.27,31.68,0,2.9,0.1,0,0,23.91,0.07,0,0,0.43,234,10.02,1088.87,37.11,223.06,8280.53,15.89,531.03,8438.07
20191116,114500,1059.36,31.62,0,2.93,0.1,0,0,24.18,0.07,0,0,0.43,210,7.98,1082.53,37.19,222.61,8280,15.93,529.37,8432.86
20191116,121500,1036.79,31.93,0,2.98,0.1,0,0,24.57,0.07,0,0,0.44,207,9.49,1058.47,37.23,222.31,8279.27,16.11,523.53,8434.07
20191116,123000,1007.44,32.21,0,2.92,0.1,0,0,24.12,0.07,0,0,0.42,216,9.49,1031.93,37.07,222.4,8247,16.52,508.57,8401.58
20191116,124500,986.22,32.02,0,3.09,0.1,0,0,25.46,0.07,0,0,0.43,186.43,12.54,1007.53,36.63,222.65,8159,16.47,504.33,8306.32
20191116,130000,965.04,32.13,0,2.94,0.1,0,0,24.24,0.07,0,0,0.43,177,11.26,985.4,36,223.1,8031.6,16.15,507.62,8198.06
20191116,131500,941.68,32.59,0,2.98,0.1,0,0,24.54,0.07,0,0,0.42,201,8.87,960.07,35.35,221.25,7824.13,15.64,509.13,7962.79
20191116,133000,728.11,33.02,0,3.03,0.1,0,0,25.01,0.07,0,0,0.44,230.67,9.4,774.07,28.62,219.35,6338.07,12.44,513.59,6389.06
