dia_mes_ano,hora_minuto,irr,temp,rainfall,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191114,001500,0,22.1,0,4.61,0.15,0,0,38.03,0.1,0,0,0.44,0,2.66,0,0.1,214.3,0,0,43.25,0
20191114,003000,0.21,22.35,0,4.32,0.14,0,0,35.66,0.1,0,0,0.45,15,0.89,0,0.1,214.3,0,0,43.31,0
20191114,004500,0,22.37,0,3.67,0.12,0,0,30.28,0.08,0,0,0.45,111.79,0,0,0.1,214.3,0,0,44.27,0
20191114,053000,26.35,21.12,0,4.02,0.13,0,0,33.13,0.09,0,0,0.46,3,0,36.07,1.24,218.31,269.07,0.56,527.04,295.14
20191114,054500,33.4,21.31,0,4.04,0.13,0,0,33.28,0.09,0,0,0.45,22.33,0,49.13,1.76,218.69,383.13,0.77,536.19,412.87
20191114,060000,49.05,21.57,0,3.74,0.12,0,0,30.86,0.09,0,0,0.44,0,0,65.07,2.44,218.31,529.67,1.02,546.29,557.22
20191114,061500,40.57,21.7,0,3.09,0.1,0,0,25.44,0.07,0,0,0.45,21,0,55.67,2.04,216.93,442,0.87,538.14,468.18
20191114,063000,39.14,21.8,0,2.95,0.1,0,0,24.29,0.07,0,0,0.44,91,0,58,2.16,218.1,469.13,0.91,543.19,494.3
20191114,070000,60.27,21.91,0,2.57,0.09,0,0,21.19,0.06,0,0,0.44,107.67,2.31,77.8,3.03,216.83,654.6,1.23,552.88,680.04
20191114,071500,54.53,21.49,0,2.29,0.07,0,0,18.89,0.05,0,0,0.46,115,0.71,76.13,2.92,216.91,632.6,1.2,552.35,662.82
20191114,073000,41.36,21.19,0,2.77,0.09,0,0,22.86,0.06,0,0,0.45,142.33,1.06,54.2,1.99,216.79,430,0.84,542.63,455.81
20191114,074500,27.92,20.86,0,3.25,0.11,0,0,26.81,0.07,0,0,0.46,179.33,0.71,42.2,1.49,215.3,318.73,0.65,530.85,345.05
20191114,080000,30.27,20.56,0,2.31,0.08,0,0,19.04,0.05,0,0,0.45,82.33,0.71,47.53,1.75,216.23,375,0.74,539.77,399.43
20191114,081500,41.23,20.26,0,1.66,0.06,0,0,13.69,0.04,0,0,0.47,180,0,57.93,2.21,216.71,477.27,0.92,548.57,504.68
20191114,083000,63.41,20.09,0,0.98,0.03,0,0,8.11,0.02,0,0,0.45,210,0,87.07,3.45,215.45,741.67,1.37,561.79,769.65
20191114,084500,60.8,20.18,0,2.67,0.09,0,0,22.06,0.06,0,0,0.45,204,0,75.13,2.89,216.82,622.13,1.18,552.83,652.34
20191114,090000,43.71,19.95,0,1.41,0.05,0,0,11.63,0.03,0,0,0.46,193.33,0,58.73,2.24,216.18,481,0.93,549.25,510.8
20191114,091500,45.79,20.04,0,4.92,0.16,0,0,40.57,0.11,0,0,0.46,126,0.71,56.8,2.14,216.7,461.93,0.89,546.15,486.07
20191114,093000,46.05,19.79,0,4.75,0.16,0,0,39.16,0.11,0,0,0.47,168,0.35,59,2.2,217.74,476.2,0.93,541.25,503.36
20191114,094500,55.05,20,0,2.04,0.07,0,0,16.82,0.05,0,0,0.48,228,0,73.33,2.78,217.83,604.07,1.15,549.29,631.68
20191114,100000,91.19,20.43,0,3.26,0.11,0,0,26.9,0.07,0,0,0.48,174,0,114.27,4.56,216.73,986.2,1.82,557.15,1014.01
20191114,101500,69.93,20.49,0,2.57,0.08,0,0,21.19,0.06,0,0,0.47,168,0,88.67,3.43,216.21,740.53,1.39,549.54,763.86
20191114,103000,68.23,20.36,0,1.88,0.06,0,0,15.49,0.04,0,0,0.47,180,0,88.47,3.37,216.72,729.33,1.38,548.55,757
20191114,104500,86.76,20.56,0,2.05,0.07,0,0,16.87,0.04,0,0,0.45,147,0,109,4.23,218.36,922.87,1.71,557.34,953.05
20191114,110000,90.54,20.66,0,1.67,0.05,0,0,13.76,0.04,0,0,0.44,189,0,110.53,4.37,217.38,950.13,1.75,558.31,977.04
20191114,111500,148.08,20.88,0,1.61,0.05,0,0,13.28,0.04,0,0,0.44,174,0,174.67,6.99,219.11,1535.8,2.74,569.65,1560.84
20191114,113000,177.04,20.98,0,1.17,0.04,0,0,9.62,0.03,0,0,0.42,171,0,215.33,8.79,219.75,1928.07,3.39,578.35,1960.61
20191114,114500,219.31,21.61,0,1.11,0.04,0,0,9.16,0.02,0,0,0.42,162,0,265.2,10.76,219.83,2363.27,4.17,576.13,2402.46
20191114,121500,483.89,23.22,0,1.54,0.05,0,0,12.72,0.03,0,0,0.43,60,0,539.2,21.5,220.13,4724.4,8.49,563.76,4786.32
20191114,123000,440.58,23.45,0,1.68,0.06,0,0,13.9,0.04,0,0,0.44,15,0,467.2,18.59,221.5,4118.87,7.52,555.55,4177.74
20191114,124500,214.22,23.35,0,2.48,0.08,0,0,20.46,0.06,0,0,0.44,39,0,237.6,9.39,220.97,2074.33,3.76,560.36,2106.95
20191114,130000,278.8,24.18,0,2.31,0.08,0,0,19.07,0.05,0,0,0.43,87,0,314.33,12.74,219.92,2800.07,5.11,557.95,2851.12
20191114,131500,261.71,24.42,0,1.76,0.06,0,0,14.51,0.04,0,0,0.44,93,0.44,279.6,11.32,219.24,2482.4,4.48,562.51,2520.04
20191114,133000,169.47,23.61,0,1.47,0.05,0,0,12.16,0.03,0,0,0.44,183,0,206.67,8.26,219.67,1814.07,3.25,567.65,1844.86
