dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20200125,000000,0,0,0.09,215.3,0,0,44.28,0,4.2,34.66,0.14,0.09,0,0,0,0,0.45,21.01,0.02,180,0,0,0,1,1
20200125,010000,0,0,0,0,0,0,0,0,3.56,29.41,0.12,0.08,0,0,0,0,0.45,20.98,0.34,180,0,0,0,1,1
20200125,020000,0,0,0,0,0,0,0,0,3.24,26.77,0.11,0.07,0,0,0,0,0.47,20.22,0.86,141.75,0,-0.667588,-0.667588,0.380906,0.380906
20200125,030000,0,0,0,0,0,0,0,0,3.35,27.63,0.11,0.08,0,0,0,0,0.46,20.07,0.11,161.69,0,-0.31957,-0.31957,0.685842,0.685842
20200125,040000,0,0,0,0,0,0,0,0,3.43,28.27,0.11,0.08,0,0,0,0,0.47,19.63,0.02,179.25,0,-0.01309,-0.01309,0.98691,0.98691
20200125,050000,16.24,22.82,0.7,218.75,149.91,0.33,518.46,177.01,3.19,26.28,0.11,0.07,0,0,0,0,0.46,19.77,0.47,173.25,0,-0.11781,-0.11781,0.882463,0.882463
20200125,060000,219.41,121.15,5.54,219.35,1213.87,2.14,581.42,1245.11,2.2,18.12,0.07,0.05,0,0,0,0,0.46,25.95,4.17,146.25,0,-0.589049,-0.589049,0.44443,0.44443
20200125,070000,463.79,365.6,15.99,220.95,3543.95,6.44,558.68,3583.98,1.96,16.18,0.07,0.04,0,0,0,0,0.44,29.18,4.43,144,0,-0.628319,-0.628319,0.412215,0.412215
20200125,080000,691.14,619.38,25.3,222.22,5625.12,10.73,533.04,5711.17,1.39,11.47,0.05,0.03,0,0,0,0,0.45,31.76,5.1,138,0,-0.733038,-0.733038,0.330869,0.330869
20200125,090000,869.35,844.5,32.02,223.55,7152.83,14.21,514.37,7289.84,1.1,9.12,0.04,0.03,0,0,0,0,0.46,33.17,5.52,144.75,0,-0.615229,-0.615229,0.422855,0.422855
20200125,100000,847.42,849.25,29.51,222.11,6517.83,12.56,530.41,6721.91,1.23,10.12,0.04,0.03,0,0,0,0,0.45,30.51,5.3,151.5,0,-0.497419,-0.497419,0.522841,0.522841
20200125,110000,650.1,600.73,20.05,219.47,4430.62,8.3,534.74,4509.31,1.82,15.01,0.06,0.04,0,0,0,0,0.44,29.03,7.12,206.83,0,0.468272,0.468272,1.451345,1.451345
20200125,120000,467.74,510.23,17.99,219.19,3969.27,7.3,542.66,4048.42,1.92,15.82,0.06,0.04,0,0,0,0,0.47,30.48,6.79,210.76,0,0.536863,0.536863,1.511443,1.511443
20200125,130000,954.5,911.2,31.42,222.29,6990.37,13.39,531.48,7167.19,1.79,14.32,0.37,0.37,0.23,0.04,0.04,0.01,0.53,33.01,8.98,201.33,0,0.372279,0.372279,1.363739,1.363739
20200125,140000,697.62,733.6,27.74,220.66,6137.27,11.87,527.92,6252.31,1.46,12.05,0.05,0.03,0,0,0,0,0.46,32.71,10.64,210.33,0,0.529358,0.529358,1.50498,1.50498
20200125,150000,627.08,582.18,22.57,219.21,4953.72,9.56,525.37,5022.18,1.49,12.3,0.05,0.03,0,0,0,0,0.47,33.64,12.15,207.75,0,0.484329,0.484329,1.465615,1.465615
20200125,160000,367.36,309.45,9.43,215.91,2040.65,4.16,495.1,2073.75,1.61,13.26,0.05,0.04,0,0,0,0,0.48,32.89,10.46,212.58,0,0.568628,0.568628,1.538477,1.538477
20200125,170000,120.34,75.43,1.6,214.52,341.12,0.72,520.61,365.91,1.79,14.74,0.06,0.04,0,0,0,0,0.48,28.13,8.69,208.5,0,0.497419,0.497419,1.4771590000000001,1.4771590000000001
20200125,180000,0.49,3.33,0.16,215.24,18.43,0.06,318.77,28.79,3.48,28.72,0.12,0.08,0,0,0,0,0.49,26.47,3.21,207,0,0.471239,0.471239,1.45399,1.45399
20200125,190000,0,0,0.1,215.4,0,0,41.54,0,6.35,52.42,0.21,0.15,0,0,0,0,0.5,25.31,2.57,182.25,0,0.03927,0.03927,1.03926,1.03926
20200125,200000,0,0,0.1,215.4,0,0,42.33,0,6.94,57.25,0.23,0.16,0,0,0,0,0.49,24.04,0.47,178.5,0,-0.02618,-0.02618,0.973823,0.973823
20200125,210000,0,0,0.1,215.4,0,0,42.77,0,6.23,51.42,0.21,0.14,0,0,0,0,0.48,22.32,0,180,0,0,0,0,1
20200125,220000,0,0,0.1,215.4,0,0,42.38,0,6.79,56.04,0.23,0.15,0,0,0,0,0.48,22.05,0.44,162,0,-0.314159,-0.314159,0.690983,0.690983
20200125,230000,0,0,0.1,215.4,0,0,41.53,0,5,41.29,0.17,0.11,0,0,0,0,0.47,21.56,1.46,135.75,0,-0.772308,-0.772308,0.30221,0.30221
