dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191112,000000,0.09,0,0.09,213.3,0,0,44.2,0,2.37,19.52,0.08,0.05,0,0,0,0,0.45,23.64,10.32,39.58,0,0.690801,-2.450791,1.637155,0.362845
20191112,010000,0.02,0,0,0,0,0,0,0,2.44,20.1,0.08,0.06,0,0,0,0,0.44,22.82,4.15,51.75,0,0.903208,-2.238385,1.785317,0.214683
20191112,020000,0.05,0,0,0,0,0,0,0,2.69,22.2,0.09,0.06,0,0,0,0,0.44,22.8,3.57,48.92,0,0.853815,-2.287778,1.753793,0.246207
20191112,030000,0,0,0,0,0,0,0,0,2.41,19.87,0.08,0.06,0,0,0,0,0.45,21.58,0.24,63,0,1.099557,-2.042035,1.891007,0.108993
20191112,040000,0.07,7.5,0.15,216.97,24.33,0.11,481.1,54.65,2.7,22.32,0.09,0.06,0,0,0,0,0.45,20.76,0,208.5,0,0,0,0,1
20191112,050000,74.48,47.45,1.73,216.78,370.15,0.71,543.06,397.24,3.45,28.46,0.12,0.08,0,0,0,0,0.44,23.47,4.5,116.25,0,-1.112647,-1.112647,0.103127,0.103127
20191112,060000,295.64,233.32,9.76,211.62,2070.25,3.67,573.13,2105.56,2.81,23.15,0.09,0.06,0,0,0,0,0.44,25.66,15.15,78.56,0,1.371131,-1.770462,1.980133,0.019867
20191112,070000,534.9,499.57,21.47,210.31,4500.77,8.18,561.29,4584.45,3.15,26.01,0.1,0.07,0,0,0,0,0.44,25.81,14.76,75,0,1.308997,-1.832596,1.965926,0.034074
20191112,080000,741.75,732.9,28.84,209.82,6054.67,11.96,515.71,6160.62,1.76,14.48,0.06,0.04,0,0,0,0,0.44,28.38,17.93,52.5,0,0.916298,-2.225295,1.793353,0.206647
20191112,090000,903.79,914.18,34.42,211.09,7258.48,15.06,493.31,7424.8,1.55,12.77,0.05,0.03,0,0,0,0,0.45,31.42,15.15,51.1,0,0.891863,-2.249729,1.778243,0.221757
20191112,100000,1009.13,1024.42,37.71,217.71,8214.25,16.21,516.13,8362.04,1.37,11.27,0.05,0.03,0,0,0,0,0.43,33.08,15.61,33.75,0,0.589049,-2.552544,1.55557,0.44443
20191112,110000,990.64,1025.55,36.05,218.04,7836.73,15.33,523.21,8023.07,1.55,12.78,0.05,0.03,0,0,0,0,0.42,33.39,11.93,55.5,0,0.968658,-2.172935,1.824126,0.175874
20191112,120000,813.34,844.5,30.94,216.94,6706.9,13.31,513.69,6847.43,1.55,12.77,0.05,0.04,0,0,0,0,0.43,33.91,8.3,75.85,0,1.323832,-1.81776,1.969659,0.030341
20191112,130000,785.54,798.45,29.16,216.04,6321.17,12.71,511.8,6465.13,1.49,12.33,0.05,0.03,0,0,0,0,0.41,34.85,8.14,112.5,0,-1.178097,-1.178097,0.07612,0.07612
20191112,140000,118,123.85,5.03,210.06,1054.85,2.05,528.32,1081.25,1.84,15.18,0.06,0.04,0,0,0,0,0.44,31.83,12.81,60,0,1.047198,-2.094395,1.866025,0.133975
20191112,150000,31.96,47.1,1.79,210.4,374.3,0.77,517.4,398.26,2.84,23.42,0.09,0.06,0,0,0,0,0.46,29.39,8.58,83.17,0,1.45159,-1.690002,1.992903,0.007097
20191112,160000,46.44,64.37,2.44,212.11,514.6,1.02,526.97,539.07,2.2,18.11,0.07,0.05,0,0,0,0,0.45,21.24,9.44,70.5,0,1.230457,-1.911136,1.942641,0.057359
20191112,170000,15.21,25.8,0.93,214.68,193.63,0.42,487.72,213.8,2,16.48,0.07,0.05,0,0,0,0,0.46,28.27,11.17,81,0,1.413717,-1.727876,1.987688,0.012312
20191112,180000,0,0,0.09,214.2,0,0,90.9,0,2.45,20.2,0.08,0.06,0,0,0,0,0.44,27.44,9.4,84.75,0,1.479167,-1.662426,1.995805,0.004195
20191112,190000,0,0,0.09,214.2,0,0,39.99,0,2.66,21.98,0.09,0.06,0,0,0,0,0.45,27.06,9.47,72,0,1.256637,-1.884956,1.951057,0.048943
20191112,200000,0.02,0,0.09,214.2,0,0,39.46,0,4.12,33.97,0.14,0.09,0,0,0,0,0.45,26.6,9.04,64.07,0,1.118232,-2.02336,1.899329,0.100671
20191112,210000,0.02,0,0.09,214.2,0,0,40.38,0,4.11,33.87,0.14,0.09,0,0,0,0,0.45,25.81,6.42,61.78,0,1.078264,-2.063328,1.881138,0.118862
20191112,220000,0.05,0,0.09,214.2,0,0,40.44,0,2.77,22.89,0.09,0.06,0,0,0,0,0.44,25.71,5.94,69.75,0,1.217367,-1.924226,1.938191,0.061809
20191112,230000,0,0,0.09,214.2,0,0,40.8,0,2.93,24.16,0.1,0.07,0,0,0,0,0.45,25.61,7.03,84,0,1.466077,-1.675516,1.994522,0.005478
