dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191223,000000,0,0,0.09,214.1,0,0,44.98,0,3.41,28.1,0.11,0.08,0,0,0,0,0.47,19.68,0.09,121.27,0,-1.025032,-1.025032,0.145269,0.145269
20191223,010000,0,0,0,0,0,0,0,0,5.15,42.46,0.17,0.12,0,0,0,0,0.48,20.23,1.42,193.5,0,0.235619,0.235619,1.233445,1.233445
20191223,020000,0,0,0,0,0,0,0,0,5.66,46.66,0.19,0.13,0,0,0,0,0.49,20.6,8.09,174.75,0,-0.09163,-0.09163,0.908498,0.908498
20191223,030000,0,0,0,0,0,0,0,0,1.98,16.34,0.07,0.04,0,0,0,0,0.44,19.62,14.61,148.5,0,-0.549779,-0.549779,0.477501,0.477501
20191223,040000,0,6,0.08,220.6,6,0.08,460.1,36.81,2.1,17.33,0.07,0.05,0,0,0,0,0.44,19.55,5.16,135,0,-0.785398,-0.785398,0.292893,0.292893
20191223,050000,0,46.73,1.76,220.15,385.42,0.76,532.09,414.97,2.07,17.08,0.07,0.05,0,0,0,0,0.44,19.67,8.53,118.5,0,-1.073377,-1.073377,0.121183,0.121183
20191223,060000,0,127.52,5.24,220.24,1151.58,2.11,558.49,1181.6,2.07,17.1,0.07,0.05,0,0,0,0,0.44,21.15,9.86,97.5,0,-1.439897,-1.439897,0.008555,0.008555
20191223,070000,0,228.87,9.68,220.09,2128.08,3.86,562.33,2171.22,2,16.46,0.07,0.04,0,0,0,0,0.44,22.86,15.1,99,0,-1.413717,-1.413717,0.012312,0.012312
20191223,080000,0,461.63,19.06,221.44,4219.62,7.69,557.57,4295.42,1.62,13.4,0.05,0.04,0,0,0,0,0.45,25.53,16.25,92.25,0,-1.531526,-1.531526,7.71e-4,7.71e-4
20191223,090000,0,673.18,27.09,221.48,6005.47,11.27,542.65,6124.58,1.43,11.76,0.05,0.03,0,0,0,0,0.43,27.87,17.76,86.25,0,1.505346,-1.636246,1.997859,0.002141
20191223,100000,0,800.33,29.2,220.99,6480.6,12.19,537.76,6580.9,1.1,9.06,0.04,0.02,0,0,0,0,0.43,30.35,11.25,111.36,0,-1.197994,-1.197994,0.06869,0.06869
20191223,110000,0,1097.72,34.74,221.82,7711.35,14.35,545.37,7857.68,1.11,9.2,0.04,0.03,0,0,0,0,0.42,27.75,10.99,146.25,0,-0.589049,-0.589049,0.44443,0.44443
20191223,120000,0,806.83,26.24,219.03,5796.93,10.85,535.16,5881.9,1.1,9.11,0.04,0.02,0,0,0,0,0.42,31.68,10.91,98.39,0,-1.424363,-1.424363,0.010702,0.010702
20191223,130000,0,590.58,21.88,216.89,4762.73,8.91,539.79,4874.23,1.11,9.18,0.04,0.03,0,0,0,0,0.42,28.76,6.27,145.5,0,-0.602139,-0.602139,0.433594,0.433594
20191223,140000,0,703.02,27.11,218.87,5961.87,11.55,525.95,6064.42,0.9,7.4,0.03,0.02,0,0,0,0,0.42,32.29,12.86,185.25,0,0.09163,0.09163,1.091502,1.091502
20191223,150000,0,567.52,21.07,216.31,4563.53,9.36,491.25,4636.74,0.92,7.61,0.03,0.02,0,0,0,0,0.43,32.7,15.69,183.75,0,0.06545,0.06545,1.065403,1.065403
20191223,160000,0,246.83,5.72,213.21,1223.53,3.26,383.27,1261.31,0.94,7.77,0.03,0.02,0,0,0,0,0.44,31.18,18.09,188.53,0,0.148877,0.148877,1.148327,1.148327
20191223,170000,0,54.37,1.21,213.73,256.42,0.72,462.1,284.1,1.22,10.09,0.04,0.03,0,0,0,0,0.44,29.31,14.36,186,0,0.10472,0.10472,1.104528,1.104528
20191223,180000,0,2.07,0.13,213.89,9.75,0.04,306.06,18.77,2.13,17.61,0.07,0.05,0,0,0,0,0.46,25.69,3.97,183.05,0,0.053233,0.053233,1.053207,1.053207
20191223,190000,0,0,0.1,213.7,0,0,41.23,0,4.82,39.73,0.16,0.11,0,0,0,0,0.47,23.94,0.8,178.5,0,-0.02618,-0.02618,0.973823,0.973823
20191223,200000,0,0,0.1,213.7,0,0,40.54,0,8.54,70.44,0.28,0.19,0,0,0,0,0.48,22.61,0.29,180.75,0,0.01309,0.01309,1.01309,1.01309
20191223,210000,0,0,0.1,213.7,0,0,40.76,0,4.04,33.3,0.13,0.09,0,0,0,0,0.47,22.58,1.51,142.5,0,-0.654498,-0.654498,0.391239,0.391239
20191223,220000,0,0,0.1,213.7,0,0,41.33,0,2.48,20.43,0.08,0.06,0,0,0,0,0.46,22.06,3.19,126.75,0,-0.929388,-0.929388,0.198746,0.198746
20191223,230000,0,0,0.1,213.7,0,0,42.01,0,2.59,21.4,0.09,0.06,0,0,0,0,0.45,21.03,3.26,124.5,0,-0.968658,-0.968658,0.175874,0.175874
