dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20200123,000000,0,0.02,0.1,6868860199169647e27,0,0,42.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,010000,0,0.02,0,20263137587550457e28,0,0,43.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,020000,0,0.02,0,20263137587550457e28,0,0,44.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,030000,0,0,0,20263137587550457e28,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,040000,0,0,0,20263137587550457e28,0,0,52.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,050000,0,14.85,0.49,7429817115435168e28,105.1,0.24,499.95,123.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,060000,0,111.62,4.48,218.68,977.78,1.82,550.89,1006.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,070000,0,167.95,6.9,217.59,1502.38,2.76,552.81,1531.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,080000,0,230.35,9.71,218.46,2122.4,3.79,566.68,2159.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,090000,0,498.32,19.67,219.87,4344.08,7.88,556.77,4396.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,100000,0,529.93,20.11,219.04,4427.08,8.24,543.58,4491.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,110000,0,389.28,16.13,216.42,3509,6.32,559.16,3556.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200123,120000,719.81,476.78,18.71,216.53,4064.78,7.5,552.52,4149.35,1.34,11.09,0.04,0.03,0,0,0,0,0.4,29.41,4.4,212.69,0,0.570548,0.570548,1.540093,1.540093
20200123,130000,467.39,461.97,18.95,213.83,4077.44,7.4,553.76,4112.93,1.1,9.08,0.04,0.02,0,0,0,0,0.43,26.02,9.42,226.42,0,0.810182,0.810182,1.724413,1.724413
20200123,140000,316.24,304.58,12.7,214.93,2737.13,4.94,557.6,2779.54,1.32,10.92,0.04,0.03,0,0,0,0,0.43,24.39,7.03,187.92,0,0.13823,0.13823,1.13779,1.13779
20200123,150000,132.71,143.25,5.94,215.54,1279.83,2.34,547.03,1309.9,1.37,11.28,0.04,0.03,0,0,0,0,0.44,23.65,6.87,204.75,0,0.431969,0.431969,1.41866,1.41866
20200123,160000,189.52,199.87,7.72,216.25,1673.73,3.11,536.23,1710.08,0.94,7.76,0.03,0.02,0,0,0,0,0.44,25.08,3.92,210.33,0,0.529358,0.529358,1.50498,1.50498
20200123,170000,13.73,24.72,0.86,216.28,182.23,0.4,500.7,208.26,0.84,6.95,0.03,0.02,0,0,0,0,0.46,22.92,6.74,201.67,0,0.378213,0.378213,1.36926,1.36926
20200123,180000,0.24,1.4,0.12,215.86,5.8,0.02,302.17,11.41,1.27,10.46,0.04,0.03,0,0,0,0,0.46,22.78,5.3,222.75,0,0.746128,0.746128,1.678801,1.678801
20200123,190000,0,0,0.1,215.9,0,0,41.83,0,0.78,6.44,0.03,0.02,0,0,0,0,0.46,22.24,4.39,172.5,0,-0.1309,-0.1309,0.869474,0.869474
20200123,200000,0,0,0.1,215.9,0,0,41.77,0,1.04,8.55,0.03,0.02,0,0,0,0,0.45,21.71,9,161.25,0,-0.327249,-0.327249,0.678561,0.678561
20200123,210000,0,0,0.1,215.9,0,0,41.18,0,2.2,18.15,0.07,0.05,0,0,0,0,0.45,21.22,10.97,155.25,0,-0.431969,-0.431969,0.58134,0.58134
20200123,220000,0,0,0.1,215.9,0,0,41.62,0,3.3,27.23,0.11,0.08,0,0,0,0,0.45,21.14,7.14,168.75,0,-0.19635,-0.19635,0.80491,0.80491
20200123,230000,0,0,0.1,215.9,0,0,41.57,0,3.68,30.33,0.12,0.08,0,0,0,0,0.45,21.18,7.49,139.5,0,-0.706858,-0.706858,0.350552,0.350552
