dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191204,000000,0,0,0.09,4949405551933092e6,0,0,42.86,0,2.27,18.7,0.08,0.05,0,0,0,0,0.46,23.19,6.21,46.32,0,0.808437,-2.333156,1.723208,0.276792
20191204,010000,0,0,0,14848216655799276e7,0,0,45.22,0,2.51,20.73,0.08,0.06,0,0,0,0,0.45,22.71,1.75,83.25,0,1.452987,-1.688606,1.993068,0.006932
20191204,020000,0,0,0,14848216655799276e7,0,0,45.35,0,3.11,25.68,0.1,0.07,0,0,0,0,0.44,22.32,0.14,103.73,0,-1.331163,-1.331163,0.028575,0.028575
20191204,030000,0,0,0,14848216655799276e7,0,0,45.16,0,3.75,30.97,0.12,0.09,0,0,0,0,0.45,22,0,104.25,0,0,0,0,1
20191204,040000,0,0.62,0.01,13858335545412658e7,1.35,0.01,212.23,3.42,4.07,33.57,0.14,0.09,0,0,0,0,0.46,21.81,0,135,0,0,0,0,1
20191204,050000,23.67,37.53,1.38,217.9,298.43,0.62,524.21,325.3,4.32,35.62,0.14,0.1,0,0,0,0,0.46,22.9,0,136.08,0,0,0,0,1
20191204,060000,161.58,157.6,6.71,217.51,1462,2.69,552.92,1492.72,3.7,30.54,0.12,0.08,0,0,0,0,0.46,25.72,3.85,48.64,0,0.848928,-2.292665,1.750573,0.249427
20191204,070000,307.11,293.8,12.49,217.89,2712.7,5.01,551.57,2766.4,3.2,26.42,0.11,0.07,0,0,0,0,0.45,22.59,7.49,123.92,0,-0.978781,-0.978781,0.170182,0.170182
20191204,080000,444.26,429.38,18.15,218.16,3962.83,7.35,547.81,4021.41,3.17,26.14,0.11,0.07,0,0,0,0,0.45,23.14,10.66,125.36,0,-0.953648,-0.953648,0.184468,0.184468
20191204,090000,646.61,605.48,24.01,220.51,5291.7,9.91,541.4,5386.18,3.36,27.76,0.11,0.08,0,0,0,0,0.45,25.9,14.32,148.55,0,-0.548906,-0.548906,0.478246,0.478246
20191204,100000,0,804.4,28.43,220.04,6290.95,11.51,545.04,6338.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,110000,0,396.45,14.62,217.39,3190.52,5.85,547.53,3228.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,120000,4.93,504.07,19,219.12,4207.57,7.57,558.2,4264.6,3.26,26.89,0.11,0.07,0,0,0,0,0.44,19.49,1.71,195.93,0,0.278031,0.278031,1.274463,1.274463
20191204,130000,0,571.27,21.04,218.52,4632.52,8.59,548.55,4716.66,4.6,37.95,0.15,0.1,0,0,0,0,0.45,24.7,0,135,0,0,0,0,1
20191204,140000,0,378.38,15.82,215.58,3401.57,6.28,551.88,3474.38,6.56,54.15,0.22,0.15,0,0,0,0,0.45,24.23,0.38,138.75,0,-0.719948,-0.719948,0.340654,0.340654
20191204,150000,0,601.22,21.98,217.24,4781.33,9.38,518.5,4857.87,6.56,54.15,0.22,0.15,0,0,0,0,0.45,24.12,1.66,36,0,0.628319,-2.513274,1.587785,0.412215
20191204,160000,0,240.3,6.59,214.41,1411.22,2.59,567.77,1436.29,5.79,47.81,0.19,0.13,0,0,0,0,0.45,23.55,0.82,90.75,0,-1.557706,-1.557706,8.6e-5,8.6e-5
20191204,170000,0,62.42,2.05,215.87,440.18,0.84,542.7,462.4,4.96,40.9,0.16,0.11,0,0,0,0,0.45,23.28,0,66,0,0,0,0,1
20191204,180000,0,2.55,0.14,215.01,16.08,0.05,208.51,22.47,4.79,39.51,0.16,0.11,0,0,0,0,0.45,22.72,0,49.5,0,0,0,0,1
20191204,190000,0,0,0.08,214.9,0,0,41.07,0,4.92,40.57,0.16,0.11,0,0,0,0,0.46,23.07,0,180,0,0,0,0,1
20191204,200000,0,0,0.08,214.9,0,0,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,210000,0,0,0.08,214.9,0,0,41.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,220000,0,0,0.08,214.9,0,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,230000,0,0,0.08,214.9,0,0,42.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191204,307800,110.77,0,0,0,0,0,0,0,2.66,22.02,0.08,0.06,0,0,0,0,0.44,31.66,5.32,280,0,-1.396263,1.745329,0.015192,1.984808
20191204,314000,69.08,0,0,0,0,0,0,0,2.83,23.37,0.09,0.06,0,0,0,0,0.43,30.76,5.32,176.5,0,-0.061087,-0.061087,0.938951,0.938951
20191204,378500,114.68,0,0,0,0,0,0,0,2.89,23.87,0.1,0.07,0,0,0,0,0.43,31.12,9.31,225,0,0.785398,0.785398,1.707107,1.707107
