dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191018,000000,0.11,0,0,14848216655799276e7,0,0,43.1,0,7.73,63.77,0.26,0.18,0,0,0,0,0.44,24.37,9.29,53.39,0,0.931831,-2.209761,1.802713,0.197287
20191018,010000,0.22,0,0,14848216655799276e7,0,0,43.52,0,7.09,58.47,0.24,0.16,0,0,0,0,0.44,24.91,6.56,38.25,0,0.667588,-2.474004,1.619094,0.380906
20191018,020000,0.03,0,0,14848216655799276e7,0,0,44.63,0,7.56,62.4,0.25,0.17,0,0,0,0,0.44,24.05,3.44,66.75,0,1.165007,-1.976585,1.918791,0.081209
20191018,030000,0.07,0,0,14848216655799276e7,0,0,45.03,0,7.93,65.42,0.26,0.18,0,0,0,0,0.44,23.55,2.53,58.5,0,1.021018,-2.120575,1.85264,0.14736
20191018,040000,0.11,0,0,14848216655799276e7,0,0,105.43,0,7.64,63.06,0.25,0.17,0,0,0,0,0.44,22.04,0.29,147,0,-0.575959,-0.575959,0.455361,0.455361
20191018,050000,20.62,22.3,0.85,32171136087565097e6,183.78,0.39,518.99,205.22,7.17,59.15,0.24,0.16,0,0,0,0,0.44,23.63,1.66,75,0,1.308997,-1.832596,1.965926,0.034074
20191018,060000,99.79,92.67,4,217.72,869.17,1.64,546.21,896.78,8.72,71.93,0.29,0.2,0,0,0,0,0.44,26.79,2.46,169.5,0,-0.18326,-0.18326,0.817764,0.817764
20191018,070000,146.16,140.62,6.28,216.09,1355.22,2.53,546.2,1385.36,11.06,91.25,0.37,0.25,0,0,0,0,0.44,28.12,0.78,256.5,0,1.335177,1.335177,1.97237,1.97237
20191018,080000,273.94,250.42,11.43,215.72,2458.37,4.57,547.91,2502.77,8.3,68.45,0.28,0.19,0,0,0,0,0.44,29.6,5.63,189.75,0,0.17017,0.17017,1.16935,1.16935
20191018,090000,378.9,349.05,15.61,217.32,3394.48,6.3,547.02,3452.66,6.86,56.57,0.23,0.16,0,0,0,0,0.44,30.19,8.5,127.37,0,-0.918567,-0.918567,0.205267,0.205267
20191018,100000,321.69,302.03,13.62,216.42,2951.25,5.52,540.98,2989.25,6.17,50.88,0.21,0.14,0,0,0,0,0.43,30.76,8.48,153.62,0,-0.460418,-0.460418,0.555678,0.555678
20191018,110000,120.11,120.17,5.42,214.71,1163.51,2.2,539.16,1189.06,6.75,55.65,0.22,0.15,0,0,0,0,0.43,29.21,6.03,153.75,0,-0.458149,-0.458149,0.557711,0.557711
20191018,120000,223.13,218.45,9.92,217.13,2155.09,3.96,552.49,2190.94,7.01,57.86,0.23,0.16,0,0,0,0,0.44,29.21,7.55,214.62,0,0.604233,0.604233,1.568131,1.568131
20191018,130000,374.45,341.67,15.97,216.92,3463.47,6.38,550.07,3507.41,6.12,50.47,0.2,0.14,0,0,0,0,0.43,31.09,9.1,233.53,0,0.934275,0.934275,1.804168,1.804168
20191018,140000,456.92,313.9,18.68,216.5,4033.97,7.5,546.02,4102.33,5.4,44.54,0.18,0.12,0,0,0,0,0.43,32.03,11.17,175.5,0,-0.07854,-0.07854,0.921541,0.921541
20191018,150000,293.47,168.85,11.58,214.25,2482.03,4.75,529.29,2519.09,6.05,49.9,0.2,0.14,0,0,0,0,0.43,31.62,7.47,207.75,0,0.484329,0.484329,1.465615,1.465615
20191018,160000,117.63,92.57,4.48,213.9,953.38,1.89,521.4,980.28,7.78,64.18,0.26,0.18,0,0,0,0,0.44,29.97,6.18,164.25,0,-0.274889,-0.274889,0.72856,0.72856
20191018,170000,12.85,12.28,0.62,214.41,124.33,0.28,451.86,138.93,8.38,69.11,0.28,0.19,0,0,0,0,0.44,27.85,2.23,242.54,0,1.091529,1.091529,1.887333,1.887333
20191018,180000,0.24,0,0.09,214.1,0,0,46.81,0,9.3,76.74,0.31,0.21,0,0,0,0,0.45,25.44,0.2,315,0,-0.785398,2.356194,0.292893,1.707107
20191018,190000,0.17,0,0.09,214.1,0,0,43.91,0,10.71,88.33,0.36,0.24,0,0,0,0,0.44,24.8,0,315,0,0,0,0,1
20191018,200000,0.02,0,0.09,214.1,0,0,43.66,0,14.08,116.18,0.47,0.32,0,0,0,0,0.45,24.87,0,315,0,0,0,0,1
20191018,210000,0.02,0,0.09,214.1,0,0,43.46,0,18.59,153.37,0.62,0.42,0,0,0,0,0.46,23.78,0.18,263.25,0,1.452987,1.452987,1.993068,1.993068
20191018,220000,0.21,0,0.09,214.1,0,0,42.82,0,24.84,204.98,0.83,0.56,0,0.01,0,0.01,0.47,23.55,1.65,180,0,0,0,1,1
20191018,230000,0.08,0,0.09,214.1,0,0,42.23,0,15.19,125.33,0.51,0.34,0,0,0,0,0.45,23.59,2.13,171,0,-0.15708,-0.15708,0.843566,0.843566
