dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191111,000000,0.11,0,0.08,213.3,0,0,45.56,0,2.42,19.95,0.08,0.05,0,0,0,0,0.46,21,0.54,54.15,0,0.945096,-2.196497,1.810553,0.189447
20191111,010000,0.12,0,0,0,0,0,0,0,2.7,22.27,0.09,0.06,0,0,0,0,0.46,20.32,0,115.93,0,0,0,0,1
20191111,020000,0.02,0,0,0,0,0,0,0,2.85,23.51,0.09,0.06,0,0,0,0,0.45,20.72,0,123.75,0,0,0,0,1
20191111,030100,0.02,0,0,0,0,0,0,0,2.8,23.08,0.09,0.06,0,0,0,0,0.45,20.93,0,134.24,0,0,0,0,1
20191111,040000,0,7.88,0.15,216.05,25.12,0.11,472.66,53.01,2.56,21.09,0.09,0.06,0,0,0,0,0.44,21.01,0.09,105,0,-1.308997,-1.308997,0.034074,0.034074
20191111,050000,66.54,55.65,1.96,216.56,423.07,0.81,543.66,449.27,2.52,20.76,0.08,0.06,0,0,0,0,0.44,23.79,0,138.05,0,0,0,0,1
20191111,060000,283.63,231.95,9.41,217.29,2042.02,3.66,569.95,2078.97,2.34,19.29,0.08,0.05,0,0,0,0,0.44,30.4,0.49,93.75,0,-1.505346,-1.505346,0.002141,0.002141
20191111,070000,527.63,497.67,20.42,217.32,4437.65,8.23,548.16,4499.75,2.6,21.45,0.09,0.06,0,0,0,0,0.44,22.26,4.71,32.37,0,0.564963,-2.57663,1.535385,0.464615
20191111,080000,730.59,728.03,28.61,217.69,6228.68,12.08,524.13,6327.09,2.82,23.29,0.09,0.06,0,0,0,0,0.45,24.83,6.43,49.83,0,0.869698,-2.271895,1.764134,0.235866
20191111,090000,797.08,814.38,30.27,217.97,6629.55,13.06,512.44,6699.21,3.14,25.87,0.1,0.07,0,0,0,0,0.43,33.31,3.39,136.98,0,-0.750841,-0.750841,0.317746,0.317746
20191111,100000,715.92,742.5,28.47,218.08,6202.43,12.09,521.8,6303.59,3.01,24.82,0.1,0.07,0,0,0,0,0.43,33.93,7.63,202.25,0,0.388336,0.388336,1.378649,1.378649
20191111,110000,901.8,935.56,32.36,220.13,7127.59,13.86,523.03,7257.8,2.88,23.73,0.09,0.06,0,0,0,0,0.43,33.95,9.22,170.68,0,-0.162665,-0.162665,0.838052,0.838052
20191111,120000,947.49,1002.18,35.37,221.17,7824.32,15.5,514.33,7964.93,2.58,21.33,0.09,0.06,0,0,0,0,0.43,33.91,10.96,155.09,0,-0.434762,-0.434762,0.578806,0.578806
20191111,130000,302.12,333.15,12.92,212.78,2777.72,5.37,534.59,2834.45,2.82,23.28,0.09,0.06,0,0,0,0,0.43,29.49,6.72,182.92,0,0.050964,0.050964,1.050942,1.050942
20191111,140000,379.68,409.97,16.66,212.5,3559.2,6.66,542.59,3614.57,2.77,22.89,0.09,0.06,0,0,0,0,0.44,24.78,7.25,138.75,0,-0.719948,-0.719948,0.340654,0.340654
20191111,150000,383.14,382.68,15.13,212.58,3230.03,6.17,531.48,3295.86,2.7,22.28,0.09,0.06,0,0,0,0,0.44,28.73,8.75,100.68,0,-1.384395,-1.384395,0.017322,0.017322
20191111,160000,72.08,84.22,3.26,213.07,691.53,1.34,533.45,715.02,3.48,28.68,0.12,0.08,0,0,0,0,0.44,25.77,4.21,183,0,0.05236,0.05236,1.052336,1.052336
20191111,170000,28.99,41.82,1.48,214.87,316.05,0.65,513.35,339.89,3.45,28.47,0.12,0.08,0,0,0,0,0.45,24.47,6.69,92.25,0,-1.531526,-1.531526,7.71e-4,7.71e-4
20191111,180000,0.05,0.05,0.09,213.29,0,0,118.03,0.46,3.78,31.16,0.13,0.09,0,0,0,0,0.45,26,2.29,83.02,0,1.448972,-1.69262,1.992589,0.007411
20191111,190000,0,0,0.09,213.3,0,0,42.17,0,3.92,32.36,0.13,0.09,0,0,0,0,0.45,25.96,1.68,69,0,1.204277,-1.937315,1.93358,0.06642
20191111,200000,0,0,0.09,213.3,0,0,42.03,0,4.7,38.77,0.16,0.11,0,0,0,0,0.46,25.25,0.45,15.25,0,0.266163,-2.87543,1.263031,0.736969
20191111,210000,0,0,0.09,213.3,0,0,41.32,0,5.37,44.27,0.18,0.12,0,0,0,0,0.46,24.92,6.54,81.95,0,1.430297,-1.711295,1.990146,0.009854
20191111,220000,0,0,0.09,213.3,0,0,41.57,0,3.15,25.97,0.11,0.07,0,0,0,0,0.44,23.97,11.11,55.5,0,0.968658,-2.172935,1.824126,0.175874
20191111,230000,0,0,0.09,213.3,0,0,42.57,0,2.83,23.38,0.09,0.06,0,0,0,0,0.45,23.67,12.72,54.75,0,0.955568,-2.186025,1.816642,0.183358
