dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191007,114500,31.67,5.36,0.18,0,0,44.19,0.12,0,0,0.44,20.91,201,8.78,43.6,1.77,216.05,391.33,0.77,524.25,403.67
20191007,120000,130.16,5.83,0.19,0,0,48.07,0.13,0,0,0.45,20.97,177,4.61,112.13,5.43,217.27,1176.07,2.1,567.72,1192.21
20191007,121500,159.77,5.72,0.19,0,0,47.15,0.13,0,0,0.46,21.82,162,3.01,154.47,7.17,217.71,1559.67,2.8,566.47,1586.12
20191007,123000,457.64,5.79,0.19,0,0,47.78,0.13,0,0,0.45,23.67,135,4.26,404.27,18.47,220.89,4090.6,7.3,570.33,4163.41
20191007,124500,488.32,5.33,0.18,0,0,44.01,0.12,0,0,0.45,24.19,117,8.6,443.2,20.25,222.02,4499.73,8.12,560.52,4551.42
20191007,130000,620,4.4,0.15,0,0,36.31,0.1,0,0,0.44,24.96,120,8.78,559.27,24.84,221.73,5508.07,9.98,557.88,5567.64
20191007,131500,460.55,4.1,0.14,0,0,33.82,0.09,0,0,0.44,24.17,111,9.66,422.07,19.2,220.73,4293.73,7.77,552.98,4296.65
20191007,133000,652.78,4.21,0.14,0,0,34.72,0.09,0,0,0.43,25.09,132,7.18,601.67,26.71,221.13,5856.33,10.72,559.18,5994.41
20191007,134500,537.5,4.17,0.14,0,0,34.43,0.09,0,0,0.43,24.91,144,7.63,471.2,21.75,218.24,4794.53,8.68,554.75,4815.23
20191007,140000,868.02,4.05,0.13,0,0,33.39,0.09,0,0,0.42,25.6,150,7,792.4,31.95,222.03,7072.33,12.81,559.95,7172.96
20191007,141500,674.73,3.86,0.13,0,0,31.81,0.09,0,0,0.42,25.97,183,9.04,383,27.98,221.63,6216.8,11.55,548.85,6339.22
20191007,143000,330.06,4.26,0.14,0,0,35.15,0.1,0,0,0.43,25.07,162,6.12,270.8,13.74,219.74,3034.2,5.45,559.05,3046.82
20191007,144500,476.42,4.54,0.15,0,0,37.41,0.1,0,0,0.43,25.44,198,9.22,305.87,20.56,219.76,4486.8,8.3,563.7,4678.71
20191007,150000,621.98,4.2,0.14,0,0,34.63,0.1,0,0,0.44,26.53,201,10.64,349.2,25.2,221.03,5593.8,10.47,541.65,5671.08
20191007,151500,543.32,3.39,0.11,0,0,28.01,0.08,0,0,0.43,27.22,207,9.66,253.87,23.74,220.94,5237.47,9.88,538.49,5320.28
20191007,153000,267.13,7.27,0.71,0.36,0.06,59.23,0.67,0.07,0.01,0.48,25.93,183,6.56,212.53,12.08,218.44,2652.4,4.98,539.38,2686.11
20191007,154500,412.83,3.59,0.12,0,0,29.61,0.08,0,0,0.45,25.75,195,10.99,311.13,15.34,219.48,3386.47,6.34,540.51,3426.83
20191007,160000,251,4.14,0.14,0,0,34.14,0.09,0,0,0.43,24.91,189,11.97,222.73,10.08,216.9,2258.13,4.17,529.56,2208.27
20191007,161500,93.94,4.63,0.15,0,0,38.22,0.11,0,0,0.45,23.73,159,6.03,61.87,3.15,214.97,677,1.27,551.68,700.63
20191007,163000,56.26,4.59,0.15,0,0,37.88,0.1,0,0,0.44,23.53,156,4.79,47.67,2.33,215.53,500.4,0.95,553.64,525.96
20191007,164500,42.5,5.24,0.17,0,0,43.22,0.12,0,0,0.44,23.36,150,5.59,41.07,1.82,215.92,391,0.78,532.75,415.55
20191007,170000,14.61,5.23,0.17,0,0,43.15,0.12,0,0,0.45,22.97,165,4.61,21.53,0.82,215.75,175.6,0.39,511.04,199.31
20191007,171500,2.09,5,0.17,0,0,41.27,0.11,0,0,0.44,22.64,165,5.59,9.67,0.29,216.9,59.47,0.18,485.09,87.32
20191007,173000,0.69,5.45,0.18,0,0,44.92,0.12,0,0,0.44,22.43,171,4.79,1.27,0.09,215.73,2.4,0.03,459.66,13.79
20191007,174500,0,6.34,0.21,0,0,52.3,0.14,0,0,0.45,22.16,159,3.81,0,0.1,215.3,0,0,276.67,0
20191007,180000,0.17,7.26,0.24,0,0,59.9,0.16,0,0,0.45,22.05,159,3.19,0,0.1,215.3,0,0,49.58,0
20191007,181500,0.3,7.09,0.24,0,0,58.5,0.16,0,0,0.46,21.83,150,4.08,0,0.1,215.3,0,0,42.89,0
20191007,183000,0.21,12.32,0.41,0,0,101.67,0.28,0,0,0.46,21.7,141,2.84,0,0.1,215.3,0,0,40.9,0
20191007,184500,0,7.85,0.26,0,0,64.77,0.18,0,0,0.46,21.61,129,5.59,0,0.1,215.3,0,0,41.51,0
20191007,190000,0,8.89,0.29,0,0,73.31,0.2,0,0,0.45,21.45,159,4.7,0,0.1,215.3,0,0,40.94,0
20191007,191500,0.3,7.19,0.24,0,0,59.35,0.16,0,0,0.44,21.3,144,4.08,0,0.1,215.3,0,0,42.32,0
20191007,193000,0.04,7.48,0.25,0,0,61.75,0.17,0,0,0.45,21.07,156,3.37,0,0.1,215.3,0,0,44.43,0
20191007,194500,0,9.06,0.3,0,0,74.74,0.21,0,0,0.46,20.87,150,4.08,0,0.1,215.3,0,0,44.56,0
20191007,200000,0,9.75,0.32,0,0,80.46,0.22,0,0,0.46,20.7,123,4.43,0,0.1,215.3,0,0,44.43,0
20191007,201500,0,7.12,0.24,0,0,58.69,0.16,0,0,0.44,20.55,159,3.19,0,0.1,215.3,0,0,43.29,0
20191007,203000,0.04,7.96,0.26,0,0,65.69,0.18,0,0,0.46,20.21,132,3.64,0,0.1,215.3,0,0,43.95,0
20191007,204500,0.25,6.98,0.23,0,0,57.62,0.16,0,0,0.44,19.96,141,2.75,0,0.1,215.3,0,0,43.46,0
20191007,210000,0.48,7.33,0.24,0,0,60.45,0.17,0,0,0.44,19.91,120,7.63,0,0.1,215.3,0,0,43.39,0
20191007,211500,0.38,7.03,0.23,0,0,57.99,0.16,0,0,0.44,19.77,126,4.52,0,0.1,215.3,0,0,44.7,0
20191007,213000,0,6.89,0.23,0,0,56.83,0.15,0,0,0.44,19.67,123,5.32,0,0.1,215.3,0,0,44.75,0
20191007,214500,0.3,7.25,0.24,0,0,59.81,0.16,0,0,0.44,19.46,108,6.65,0,0.1,215.3,0,0,43.91,0
20191007,220000,0.04,6.95,0.23,0,0,57.37,0.16,0,0,0.44,19.22,126,2.48,0,0.1,215.3,0,0,43.9,0
20191007,221500,0.38,6.89,0.23,0,0,56.86,0.16,0,0,0.44,19.21,123,3.9,0,0.1,215.3,0,0,44.55,0
20191007,223000,0.25,6.48,0.22,0,0,53.44,0.15,0,0,0.43,19.12,111,5.41,0,0.1,215.3,0,0,44,0
20191007,224500,0.17,5.76,0.19,0,0,47.53,0.13,0,0,0.44,19.22,87,9.31,0,0.1,215.3,0,0,44.75,0
20191007,230000,0.04,5.52,0.18,0,0,45.56,0.12,0,0,0.43,19.32,99,12.41,0,0.1,215.3,0,0,45.55,0
20191007,231500,0,5.42,0.18,0,0,44.69,0.12,0,0,0.44,19.26,105,7.54,0,0.1,215.3,0,0,44.51,0
20191007,233000,0.82,5.17,0.17,0,0,42.62,0.12,0,0,0.43,19.16,144,4.79,0,0.1,215.3,0,0,44.93,0
20191007,234500,0.21,5.24,0.17,0,0,43.24,0.12,0,0,0.45,18.84,147,2.84,0,0.1,215.3,0,0,44.71,0
