dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191022,173000,-17.94,0.99,0.1,0.05,0.01,8.08,0.1,0.01,0,0.54,0,315,0.41,13,162.87,5.76,217.49,1251.4,2.79,459.65,15,1282.42
20191022,174500,0,2.26,1.07,0.75,0.12,17.11,1.12,0.14,0.02,0.63,5.24,315,0.33,12,88,2.89,217.57,628.33,1.56,421.86,15,658.1
20191022,180000,0.22,3.44,0.35,0.18,0.03,28,0.33,0.03,0.01,0.53,-105.89,315,0,14,27.6,1.04,216.75,222.8,0.61,439.26,15,267.95
20191022,181500,0,2.39,0.08,0,0,19.72,0.05,0,0,0.51,-127,315,0,15,12.13,0.5,217.64,105.33,0.26,503.65,15,130.95
20191022,183000,0,2.33,0.08,0,0,19.27,0.05,0,0,0.5,-127,315,0.09,15,5.53,0.17,217.75,30.47,0.12,478.21,15,57.39
20191022,184500,0,4.31,0.14,0,0,35.56,0.1,0,0,0.48,-127,315,0.27,15,0,0.09,216.27,0,0.01,458.24,15,4.58
20191022,190000,0,4.99,0.17,0,0,41.14,0.11,0,0,0.48,-127,315,0.27,15,0,0.09,216.2,0,0,159.76,15,0
20191022,191500,0.6,4.22,0.14,0,0,34.79,0.1,0,0,0.49,-127,315,0,15,0,0.09,216.2,0,0,49.53,15,0
20191022,193000,0.86,3.45,0.11,0,0,28.47,0.08,0,0,0.5,-127,315,2.66,15,0,0.09,216.2,0,0,46.53,15,0
20191022,194500,0,3.08,0.1,0,0,25.4,0.07,0,0,0.46,-127,315,1.51,15,0,0.09,216.2,0,0,47.39,15,0
20191022,200000,0,3.57,0.12,0,0,29.45,0.08,0,0,0.49,-127,315,1.68,15,0,0.09,216.2,0,0,46.79,15,0
20191022,201500,0.08,4.43,0.15,0,0,36.5,0.1,0,0,0.49,-127,315,1.6,15,0,0.09,216.2,0,0,46.95,15,0
20191022,203000,0,3.31,0.11,0,0,27.28,0.08,0,0,0.5,-127,315,1.24,15,0,0.09,216.2,0,0,46.48,15,0
20191022,204500,0,3.12,0.1,0,0,25.72,0.07,0,0,0.48,-127,315,2.48,15,0,0.09,216.2,0,0,45.9,15,0
20191022,210000,0,2.29,0.08,0,0,18.91,0.05,0,0,0.5,-127,315,4.79,15,0,0.09,216.2,0,0,46.58,15,0
20191022,213000,0,1.73,0.06,0,0,14.32,0.04,0,0,0.46,-127,315,6.65,15,0,0.09,216.2,0,0,47.01,15,0
20191022,214500,0,1.81,0.06,0,0,14.92,0.04,0,0,0.48,-127,315,6.74,15,0,0.09,216.2,0,0,46.88,15,0
20191022,220000,0,1.83,0.06,0,0,15.15,0.04,0,0,0.47,-127,315,7.27,15,0,0.09,216.2,0,0,46.15,15,0
20191022,223000,0,1.77,0.06,0,0,14.59,0.04,0,0,0.48,-127,315,4.17,15,0,0.09,216.2,0,0,45.13,15,0
20191022,224500,0,1.85,0.06,0,0,15.31,0.04,0,0,0.47,-127,315,3.46,15,0,0.09,216.2,0,0,46.15,15,0
20191022,230000,0,1.3,0.04,0,0,10.72,0.03,0,0,0.47,-127,315,6.47,15,0,0.09,216.2,0,0,46.68,15,0
20191022,231500,0,1.14,0.04,0,0,9.46,0.03,0,0,0.45,-127,294,7.63,15,0,0.09,216.2,0,0,47.07,15,0
20191022,233000,0,1.8,0.06,0,0,14.85,0.04,0,0,0.45,-127,315,5.41,15,0,0.09,216.2,0,0,47.81,15,0
20191022,234500,0,1.16,0.04,0,0,9.56,0.03,0,0,0.45,-127,315,7.27,15,0,0.09,216.2,0,0,48.01,15,0
