dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191005,053000,6.16,6.92,0.23,0,0,57.05,0.16,0,0,0.46,22.32,135,0,15,12.87,0.35,217.65,72.33,0.21,491.61,15,103.24
20191005,054500,27.43,7.04,0.23,0,0,58.06,0.16,0,0,0.46,23.44,135,0,15,33.93,1.14,218.27,246.33,0.52,524.11,15,272.54
20191005,060000,55.59,6.72,0.22,0,0,55.42,0.15,0,0,0.45,25.15,135,0,15,66.2,2.42,218.91,527.73,1.02,543.95,15,554.83
20191005,061500,93.93,6.98,0.23,0,0,57.57,0.16,0,0,0.44,25.73,171,4.08,15,99.67,3.82,217.92,831.27,1.59,545.89,15,867.97
20191005,063000,125,6.85,0.23,0,0,56.54,0.16,0,0,0.45,25.25,42,5.67,15,118.2,5.08,219.17,1112.2,2.04,557.4,15,1137.1
20191005,064500,298.99,6.59,0.22,0,0,54.39,0.15,0,0,0.45,29.15,126,4.52,15,277.53,11.58,221.1,2559.2,4.57,568.93,15,2600.01
20191005,070000,372.76,6.14,0.2,0,0,50.67,0.14,0,0,0.45,30.42,48,5.59,15,372.13,15.53,220.11,3415.53,6.17,560.15,15,3456.13
20191005,071500,308.64,5.87,0.19,0,0,48.4,0.13,0,0,0.46,29.04,90,7.45,15,313.53,13.35,219.18,2938.8,5.36,552.88,15,2963.44
20191005,073000,190.41,5.93,0.2,0,0,48.96,0.13,0,0,0.45,27.29,90,4.94,14,191.47,8.38,218.13,1825.13,3.38,548.94,15,1855.42
20191005,074500,219.14,6.2,0.21,0,0,51.17,0.14,0,0,0.45,27.6,42,3.55,15,214.87,9.42,218.8,2058.67,3.78,553.91,15,2093.78
20191005,080000,247.96,5.98,0.2,0,0,49.36,0.14,0,0,0.46,28.78,120,0.89,15,241.73,10.56,217.38,2287,4.24,550.67,15,2334.84
20191005,081500,292.65,6.16,0.21,0,0,50.81,0.14,0,0,0.46,28.47,108,4.97,15,280.13,12.3,217.83,2672,4.9,554.63,15,2717.69
20191005,083000,301.5,6.32,0.21,0,0,52.13,0.14,0,0,0.45,29.4,186,3.37,15,290.67,12.8,218.48,2796,5.14,551.67,15,2835.58
20191005,084500,225.75,6.55,0.22,0,0,54.07,0.15,0,0,0.45,29.05,177,4.26,15,210.6,9.56,217.2,2076.4,3.84,548.43,15,2105.97
20191005,090000,203.27,6.82,0.23,0,0,56.31,0.16,0,0,0.45,29.78,204,3.37,15,192,8.75,216.6,1894.67,3.52,548.17,15,1929.56
20191005,091500,169.03,6.41,0.21,0,0,52.85,0.14,0,0,0.45,29.98,216,2.75,15,163.87,7.6,216.27,1641.6,3.05,549.37,15,1675.58
20191005,093000,289.08,6.39,0.21,0,0,52.75,0.14,0,0,0.44,31.32,225,1.42,15,281.53,12.76,218.5,2787.47,5.13,552.2,15,2832.79
20191005,094500,487.26,6.84,0.23,0,0,56.42,0.15,0,0,0.44,32.68,240,6.92,15,471.53,20.05,219.92,4391.07,8.28,542.79,15,4494.3
20191005,100000,486.33,6.24,0.21,0,0,51.44,0.14,0,0,0.44,32.61,216,3.9,15,458.07,19.74,218.85,4324.53,8.1,541.88,15,4389.23
20191005,101500,856.65,5.76,0.19,0,0,47.52,0.13,0,0,0.44,33.07,141,4.97,15,871.07,31.32,221.5,6949.13,12.85,547.32,15,7033.06
20191005,103000,717.3,6.42,0.21,0,0,53,0.14,0,0,0.44,33.45,129,8.07,15,843.8,29.84,221.41,6630.13,12.68,523.17,15,6633.8
20191005,104500,202.61,6.41,0.21,0,0,52.88,0.15,0,0,0.45,31.42,180,5.5,15,198.33,8.66,217.13,1882.8,3.66,525.09,15,1921.83
20191005,110000,171.41,7.21,0.24,0,0,59.47,0.16,0,0,0.45,31.04,180,5.59,15,165.8,7.56,216.47,1634.87,3.09,539.81,15,1668.01
20191005,111500,167.97,7.69,0.26,0,0,63.48,0.17,0,0,0.45,31.13,246,4.88,15,175.2,7.85,217.87,1708.67,3.18,548.13,15,1743.05
20191005,113000,374.61,7.51,0.25,0,0,61.98,0.17,0,0,0.45,32.43,177,5.23,15,381.33,16.88,218.99,3695.2,6.83,551.37,15,3765.86
20191005,114500,557.33,7.26,0.24,0,0,59.91,0.16,0,0,0.45,33.05,234,11.35,15,588.13,23.22,220.73,5132.13,9.49,541.68,15,5140.54
20191005,120000,339.98,7.34,0.24,0,0,60.55,0.17,0,0,0.45,32.02,237,7.89,15,357.53,15.72,219.17,3364.2,6.48,542.65,15,3516.37
20191005,121500,475.49,7.79,0.26,0,0,64.29,0.18,0,0,0.46,32.28,258,7.8,15,446.4,18.6,220.48,4121.73,7.64,541.57,15,4137.59
20191005,123000,277.18,7,0.23,0,0,57.72,0.16,0,0,0.46,31.09,219,10.99,15,271.47,12.02,217.95,2620.13,4.88,543.69,15,2653.21
20191005,124500,231.43,7.22,0.24,0,0,59.58,0.16,0,0,0.45,30.56,243,11.26,15,231.07,10.62,217.42,2308.07,4.24,552.63,15,2343.15
20191005,130000,338.79,7.06,0.23,0,0,58.26,0.16,0,0,0.45,30.23,234,14.72,15,309.67,14.58,219.02,3191.47,5.81,558.35,15,3244.01
20191005,131500,624.76,6.36,0.21,0,0,52.49,0.14,0,0,0.45,31.28,231,15.34,15,595.4,24.2,220.98,5388.67,9.79,547.94,15,5364.33
20191005,133000,342.62,5.87,0.19,0,0,48.39,0.13,0,0,0.44,31.29,216,9.75,15,334.67,14.7,219.67,3230.53,6.03,542.07,15,3268.68
20191005,134500,199.57,6.27,0.21,0,0,51.73,0.14,0,0,0.45,30.08,234,12.68,15,194.87,8.77,217.81,1910.8,3.56,545.27,15,1941.16
20191005,140000,136.77,6.21,0.21,0,0,51.26,0.14,0,0,0.44,29.46,240,10.29,15,143.33,6.44,216.57,1394.4,2.6,546.83,15,1421.76
20191005,141500,110.59,6.47,0.22,0,0,53.38,0.15,0,0,0.44,29.45,231,9.75,15,117.73,5.19,216.48,1122.8,2.11,544.9,15,1149.74
20191005,143000,102.79,6.19,0.21,0,0,51.05,0.14,0,0,0.45,29.47,228,12.41,15,115.67,5.03,216.06,1084.4,2.04,544.61,15,1111
20191005,144500,98.83,5.84,0.19,0,0,48.18,0.13,0,0,0.45,28.14,237,27.93,15,114.67,4.96,216.89,1074.4,2.01,547.73,15,1100.94
20191005,150000,94.86,2.37,0.08,0,0,19.59,0.06,0,0,0.5,24.2,243,28.02,15,113.93,4.89,218.3,1080.13,1.98,547.33,15,1083.71
20191005,151500,96.71,1.95,0.06,0,0,16.08,0.04,0,0,0.49,23.72,234,21.28,15,111.07,4.9,217.29,1062.6,1.95,558.86,15,1089.78
20191005,153000,98.69,1.95,0.07,0,0,16.08,0.05,0,0,0.51,23.25,240,22.7,15,104.87,4.63,217.45,1006.13,1.85,558,15,1032.3
20191005,154500,80.19,1.75,0.06,0,0,14.39,0.04,0,0,0.49,22.94,240,17.91,15,86.33,3.81,218.08,829.33,1.54,554.17,15,853.42
