dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191019,001500,0.34,10.69,0.35,0,0,88.16,0.24,0,0,0.44,23.5,165,3.01,0,0.48,1.87,0,0,42.56,0
20191019,003000,0,10.91,0.36,0,0,90.02,0.25,0,0,0.45,23.25,165,4.34,0,0.48,1.87,0,0,41.84,0
20191019,004500,0.04,10.26,0.34,0,0,84.63,0.23,0,0,0.44,22.98,153,3.28,0,0.48,1.87,0,0,42.58,0
20191019,010000,0,10.37,0.34,0,0,85.54,0.24,0,0,0.44,22.85,150,1.6,0,0.48,1.87,0,0,44.13,0
20191019,011500,0.52,9.56,0.32,0,0,78.85,0.22,0,0,0.45,22.84,180,2.93,0,0.48,1.87,0,0,43.59,0
20191019,013000,0.17,9.39,0.31,0,0,77.45,0.21,0,0,0.44,22.37,189,2.84,0,0.48,1.87,0,0,44.58,0
20191019,014500,0.04,9.85,0.33,0,0,81.27,0.22,0,0,0.45,22.08,192,0.89,0,0.48,1.87,0,0,44.79,0
20191019,020000,0.04,9.59,0.32,0,0,79.13,0.22,0,0,0.45,21.59,195,1.24,0,0.48,1.87,0,0,44.37,0
20191019,021500,0,10.65,0.35,0,0,87.86,0.24,0,0,0.46,21.63,186,2.39,0,0.48,1.87,0,0,44.83,0
20191019,023000,0,10.39,0.35,0,0,85.72,0.24,0,0,0.45,21.83,162,0.71,0,0.48,1.87,0,0,44.8,0
20191019,024500,0.08,9.56,0.32,0,0,78.88,0.22,0,0,0.45,21.83,135,0,0,0.48,1.87,0,0,45.24,0
20191019,030000,0.04,8.77,0.29,0,0,72.39,0.2,0,0,0.44,21.81,135,1.86,0,0.48,1.87,0,0,46.41,0
20191019,031500,0,8.15,0.27,0,0,67.25,0.19,0,0,0.44,22.21,120,3.72,0,0.48,1.87,0,0,44.89,0
20191019,033000,0.52,8.23,0.27,0,0,67.92,0.19,0,0,0.44,22.21,132,2.13,0,0.48,1.87,0,0,44.43,0
20191019,034500,0.25,8.29,0.28,0,0,68.39,0.19,0,0,0.45,22.1,117,2.75,0,0.48,1.87,0,0,45.07,0
20191019,040000,0.08,8.76,0.29,0,0,72.25,0.2,0,0,0.45,22.11,96,11.7,0,0.48,1.87,0,0,43.82,0
20191019,041500,0.34,8.75,0.29,0,0,72.15,0.2,0,0,0.45,22.06,96,9.13,0,0.48,1.87,0,0,44.57,0
20191019,043000,0,8.42,0.28,0,0,69.47,0.19,0,0,0.45,22.27,99,11.17,0,0.48,1.87,0,0,47.57,0
20191019,044500,0.12,8.31,0.28,0,0,68.58,0.19,0,0,0.45,22.24,81,10.91,0,0.48,1.87,0,0,240.58,0
20191019,050000,0.77,8.13,0.27,0,0,67.05,0.19,0,0,0.45,22.44,87,10.55,3.67,0.39,73.85,14.67,0.05,504.19,25.21
20191019,051500,23.07,8.26,0.28,0,0,68.15,0.19,0,0,0.44,22.77,81,10.82,21.93,0.8,217.78,171.53,0.39,515.25,200.95
20191019,053000,41.84,8.11,0.27,0,0,66.93,0.18,0,0,0.45,23.2,96,8.96,39.07,1.54,218.82,333.93,0.68,533,362.44
20191019,054500,84.55,7.92,0.26,0,0,65.37,0.18,0,0,0.44,24.1,114,4.08,68.6,2.8,217.91,608.67,1.15,551.99,634.79
20191019,060000,110.33,7.93,0.26,0,0,65.44,0.18,0,0,0.45,25.16,120,5.05,95.27,3.92,218.42,854.93,1.57,560.67,880.25
20191019,061500,127.65,7.83,0.26,0,0,64.6,0.18,0,0,0.46,24.77,81,6.74,119.2,5.06,218.79,1105.47,2.02,562.69,1136.63
20191019,063000,165.2,12.16,0.4,0,0,100.35,0.28,0,0,0.44,25.29,63,10.99,149.93,6.6,218.55,1440.53,2.62,561.44,1470.97
20191019,064500,268.19,17.56,0.58,0,0,144.89,0.4,0.01,0,0.43,26.65,54,12.68,248.2,10.73,219.57,2354.8,4.25,565.63,2403.93
20191019,070000,304.41,15.6,0.52,0,0,128.66,0.35,0,0,0.44,27.33,102,14.1,279.13,11.97,219.94,2632.4,4.74,562.08,2664.26
20191019,071500,321.34,14.73,0.49,0,0,121.51,0.33,0,0,0.43,28.3,57,10.46,303.73,12.9,218.55,2819.6,5.12,558.93,2861.72
20191019,073000,501.34,12.56,0.42,0,0,103.65,0.29,0,0,0.42,30.09,61.07,10.45,480.67,19.81,220.69,4374.73,7.99,555.04,4434.77
20191019,074500,550.59,11.07,0.37,0,0,91.37,0.25,0,0,0.43,31.1,72,13.12,548.53,21.95,221.51,4862.8,9.06,545.59,4943.05
20191019,080000,653.18,9.92,0.33,0,0,81.8,0.22,0,0,0.43,31.87,54,13.48,659.47,25.91,223.01,5778.07,10.91,537.27,5861.62
20191019,081500,731.71,9.84,0.33,0,0,81.2,0.22,0,0,0.42,32.84,63,11.7,754.87,29.23,222.77,6514.47,12.54,528.81,6631.28
20191019,083000,683.85,9.04,0.3,0,0,74.58,0.2,0,0,0.43,33.28,54,10.91,730.4,28.12,221.96,6237.47,12.23,524.69,6416.96
20191019,084500,463.86,8.05,0.27,0,0,66.46,0.18,0,0,0.43,32.47,99,9.13,455,18.56,219.39,4075.4,7.84,526.02,4124
20191019,090000,602.2,7.84,0.26,0,0,64.64,0.18,0,0,0.43,33.62,118.93,7.41,583.33,23.37,221.75,5187,9.88,530.72,5243.51
20191019,091500,600.43,7.29,0.24,0,0,60.16,0.17,0,0,0.42,34.88,144,3.37,597.6,23.69,220.51,5228.2,10.15,523.41,5312.61
20191019,093000,789.23,7.82,0.45,0.14,0.02,64.22,0.38,0.03,0,0.43,35.44,102,6.92,778.07,29.12,221.57,6458.07,12.4,528,6547.2
20191019,094500,990.18,8.49,0.28,0,0,70.06,0.19,0,0,0.43,37.3,228,8.42,975,34.9,223.53,7803.53,15.31,519.11,7947.57
20191019,100000,782.22,8.44,0.28,0,0,69.61,0.19,0,0,0.42,36.76,204,7.54,793.4,28.61,221.09,6333.87,12.47,516.54,6441.25
20191019,101500,545.43,7,0.23,0,0,57.74,0.16,0,0,0.42,34.87,210,7.45,508.8,19.38,218.55,4261.33,7.94,535.37,4250.84
20191019,103000,561.12,7.18,0.24,0,0,59.2,0.16,0,0,0.42,35.64,228.21,6.65,553.6,20.5,219.75,4661.6,8.57,527.8,4523.25
20191019,104500,299.65,7.27,0.24,0,0,59.98,0.16,0,0,0.42,34.29,144,3.19,316.8,13.47,217.74,2939.87,5.55,532.42,2954.93
20191019,110000,255.76,7.73,0.26,0,0,63.74,0.17,0,0,0.44,33.78,216,9.66,221.13,10.09,215.83,2156.73,4.15,534.39,2217.72
20191019,111500,193.36,7.06,0.24,0,0,58.26,0.16,0,0,0.43,33.07,195,7.18,156.53,7.54,215.42,1624.27,3.05,540.9,1649.74
20191019,113000,48.06,9.11,0.3,0,0,75.19,0.21,0,0,0.43,30.08,177,9.84,39,1.99,215.23,429.47,0.86,514.3,442.3
20191019,114500,1.16,11.3,0.38,0,0,93.24,0.26,0,0,0.46,22.24,27,22.43,2.93,0.15,215.12,22.73,0.11,459.51,50.55
20191019,120000,0.73,8.84,0.3,0,0,72.92,0.2,0,0,0.48,19.59,96,25.27,0.33,0.09,216.41,0,0.04,423.7,16.95
20191019,121500,1.81,4.4,0.27,0.09,0.01,36.09,0.23,0.02,0,0.52,18.06,141,33.34,3.67,0.08,218.67,1.67,0.05,462.09,23.1
20191019,123000,2.78,9.49,0.32,0,0,78.3,0.22,0,0,0.47,17.99,204.55,21.88,6.47,0.14,218.12,21.07,0.11,470.67,51.77
20191019,130000,31.66,5.43,0.18,0,0,44.78,0.12,0,0,0.46,18.44,165,16.85,31.4,1.41,219.58,308.13,0.63,535.81,337.56
20191019,131500,40.52,4.13,0.14,0,0,34.05,0.09,0,0,0.44,18.89,90,6.74,37.87,1.68,220.73,368.93,0.74,536.89,397.3
20191019,133000,43.96,4.39,0.15,0,0,36.23,0.1,0,0,0.45,19.26,24,4.17,41.6,1.92,220.55,421.67,0.83,539.23,447.56
20191019,134500,59.52,4.59,0.15,0,0,37.86,0.1,0,0,0.44,19.6,64.29,7.6,54.67,2.71,219.85,588.33,1.13,547.61,618.8
