dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191015,053000,23.47,8.88,0.3,0,0,73.29,0.2,0,0,0.45,22.81,225,5.32,15,25.13,0.93,218.86,200.4,0.44,515.06,15,226.63
20191015,054500,34.04,8.37,0.28,0,0,69.04,0.19,0,0,0.44,22.76,219,8.33,15,36.07,1.41,218.66,304.87,0.63,527.65,15,332.42
20191015,060000,47.79,8.81,0.29,0,0,72.7,0.2,0,0,0.45,22.5,225,9.49,15,48.27,1.97,218.19,427.2,0.85,535.06,15,454.8
20191015,061500,66.83,8.8,0.29,0,0,72.62,0.2,0,0,0.44,22.42,228,7.8,15,62.67,2.72,219.09,593.2,1.16,536.64,15,622.5
20191015,063000,114.96,8.56,0.29,0,0,70.62,0.19,0,0,0.44,22.98,222,7.45,15,106,4.78,218.35,1042.53,1.92,558.19,15,1071.72
20191015,064500,133.86,8.4,0.28,0,0,69.25,0.19,0,0,0.45,23.55,204,7.27,15,128.47,5.78,218.24,1260.6,2.31,558.93,15,1291.13
20191015,070000,189.79,7.77,0.26,0,0,64.12,0.18,0,0,0.45,24.57,216,6.38,15,184.4,8.26,219.5,1811.33,3.28,562.57,15,1845.23
20191015,071500,183.84,6.77,0.22,0,0,55.9,0.15,0,0,0.44,24.34,204,8.07,15,169.6,7.57,216.58,1637.93,2.98,560.81,15,1671.21
20191015,073000,282.86,7.16,0.24,0,0,59.08,0.16,0,0,0.45,25.57,213,7.18,15,260.07,11.23,217.7,2448.13,4.38,566.76,15,2482.41
20191015,074500,433.45,6.59,0.22,0,0,54.38,0.15,0,0,0.44,27.52,186,6.56,15,407,16.85,219.65,3708.93,6.68,563.82,15,3766.32
20191015,080000,632.56,6.45,0.21,0,0,53.19,0.15,0,0,0.43,29.25,186,7.36,15,645.13,25.87,220.05,5692.13,10.55,543.66,15,5735.61
20191015,081500,676.58,6.31,0.21,0,0,52.05,0.14,0,0,0.44,29.48,183,10.2,15,694.6,28.12,219.04,6159.6,11.48,545.65,15,6264.06
20191015,083000,721.04,6.68,0.22,0,0,55.13,0.15,0,0,0.44,29.6,163.93,10.07,14,740.42,29.67,220.39,6539.17,12.22,543.32,12,6639.37
20191015,084500,764.5,6.97,0.23,0,0,57.5,0.16,0,0,0.44,29.87,180,9.31,15,783.86,31.52,219.46,6918.5,12.96,542.34,14,7028.73
20191015,090000,872.02,7.45,0.25,0,0,61.51,0.17,0,0,0.42,30.99,213.75,15.18,12,859.5,34.19,219.62,7509.33,14.36,533.27,12,7657.76
20191015,091500,672.55,8.74,0.29,0,0,72.1,0.2,0,0,0.42,29.79,213.75,13.52,12,697,28.4,217.14,6130.75,11.62,540.33,12,6278.63
20191015,093000,931.61,9.13,0.3,0,0,75.29,0.21,0,0,0.43,30.64,204,12.5,15,938,34.93,217.92,7717.07,13.93,552.45,15,7695.63
20191015,094500,990.71,8.03,0.27,0,0,66.22,0.18,0,0,0.43,31.03,228,17.38,15,983.8,37.75,218.22,8248.27,15.49,541.5,15,8387.84
20191015,100000,1052.85,7.5,0.25,0,0,61.88,0.17,0,0,0.43,31.48,216,13.21,15,1052.07,37.39,218.19,8152.8,15,552.35,15,8285.25
20191015,101500,1000.36,8.32,0.28,0,0,68.63,0.19,0,0,0.43,31.36,177,10.37,15,1049.42,36.36,218.58,7962.58,14.62,554.36,12,8104.74
20191015,104500,905.33,8.85,0.29,0,0,73.01,0.2,0,0,0.43,31.1,180,12.45,14,926.87,34.76,218.69,7655.2,14.59,531.96,15,7761.3
20191015,120000,1004.73,7.7,0.26,0,0,63.51,0.18,0,0,0.44,32.98,192,11.17,15,1023.53,37.4,221.2,8274.87,15.75,534.61,15,8420.11
20191015,121500,991.5,7.67,0.26,0,0,63.26,0.17,0,0,0.42,32.76,201,12.68,15,1015,37.42,221.06,8276.93,15.88,530.65,14,8426.72
20191015,123000,941.8,7.28,0.24,0,0,60.08,0.17,0,0,0.42,33.35,183,9.4,15,971.85,35.88,220.65,7843.08,15.45,523.01,13,8080.5
20191015,124500,901.93,6.72,0.22,0,0,55.49,0.15,0,0,0.43,33.74,225,12.92,14,893.31,33.97,219.8,7466.85,14.74,514.78,13,7587.86
20191015,130000,867.49,6.09,0.2,0,0,50.24,0.14,0,0,0.43,34,240,14.98,15,857.46,33.6,218.99,7362.08,14.24,522.73,13,7443.68
20191015,133000,625.99,5.39,0.18,0,0,44.48,0.12,0,0,0.42,34.51,212.14,10.54,14,593.87,25.55,215.56,5519.93,10.69,524.35,15,5605.3
20191015,134500,433.45,5.82,0.19,0,0,47.99,0.13,0,0,0.42,33.82,216,10.99,15,389.73,18.18,212.29,3858.27,7.33,533.91,15,3913.56
20191015,140000,368.53,5.91,0.2,0,0,48.75,0.13,0,0,0.42,33.79,204,8.87,15,332.73,15.51,213.26,3309.2,6.21,539.45,15,3349.98
20191015,141500,437.94,5.94,0.2,0,0,49.05,0.14,0,0,0.42,29.62,159,9.75,15,299.93,19.31,214.58,4147.4,7.63,555.53,15,4238.69
20191015,143000,311.68,7.08,0.24,0,0,58.42,0.16,0,0,0.45,25.78,150,3.99,15,184.33,13.35,213.55,2839.93,5.12,565.9,15,2897.41
20191015,144500,584.43,6.54,0.22,0,0,53.98,0.15,0,0,0.44,32.01,165,5.32,15,286.2,23.87,216.46,5172.07,9.64,546.12,15,5264.6
20191015,150000,211.34,5.45,0.18,0,0,44.95,0.12,0,0,0.43,29.55,168,13.57,15,185.67,8.76,212.52,1861.47,3.43,549.89,15,1886.12
20191015,151500,217.02,3.99,0.13,0,0,32.95,0.09,0,0,0.44,27.26,195,14.1,15,184.67,9.27,212.69,1973.67,3.57,560.27,15,2000.16
20191015,153000,160.07,3.53,0.12,0,0,29.12,0.08,0,0,0.44,27.34,172.5,6.43,12,146.42,7.1,212.47,1509.83,2.75,557.98,12,1534.45
20191015,154500,82.05,5.37,0.18,0,0,44.29,0.12,0,0,0.44,26.74,128.57,8.55,14,76.31,3.6,213.12,765.31,1.44,546.99,13,787.67
20191015,160000,78.93,6.98,0.23,0,0,57.63,0.16,0,0,0.44,22.73,86.79,21.85,14,77.64,3.62,213.5,771.71,1.43,558.03,14,797.98
20191015,161500,74.1,8.14,0.27,0,0,67.13,0.18,0,0,0.45,21.94,105,14.9,15,75,3.43,215.6,737.4,1.36,561.21,15,763.25
20191015,163000,55.98,7.28,0.24,0,0,60.05,0.16,0,0,0.46,22,118.93,4.94,14,64.13,2.99,215.29,643.13,1.17,567.37,15,663.82
20191015,164500,41.11,4.12,0.14,0,0,33.96,0.09,0,0,0.45,23.39,160.71,1.43,14,49.15,2.16,216.19,466,0.9,542.02,13,487.82
20191015,170000,21.35,4.49,0.15,0,0,37.04,0.1,0,0,0.45,23.44,210,4.97,15,28.47,1.1,214.55,233.53,0.49,520.56,15,255.07
20191015,171500,5.37,4.19,0.14,0,0,34.56,0.1,0,0,0.45,23.41,177,4.43,15,13.73,0.43,214.89,89.13,0.23,498.31,15,114.61
20191015,173000,1.38,3.83,0.13,0,0,31.58,0.09,0,0,0.46,22.91,168,1.86,15,3.47,0.1,216.36,9.2,0.07,445.91,15,31.21
20191015,174500,0.21,4,0.13,0,0,33.01,0.09,0,0,0.45,23.07,153,3.64,15,0,0.09,216.3,0,0,336.51,15,0
20191015,180000,0.3,3.87,0.13,0,0,31.94,0.09,0,0,0.45,22.92,177,2.93,15,0,0.09,216.3,0,0,52.12,15,0
20191015,181500,0.04,3.88,0.13,0,0,32.03,0.09,0,0,0.45,22.62,153,2.93,15,0,0.09,216.3,0,0,43.43,15,0
20191015,183000,0.69,4.81,0.16,0,0,39.67,0.11,0,0,0.45,22.6,201,5.67,15,0,0.09,216.3,0,0,41.89,15,0
20191015,184500,0.48,4.99,0.17,0,0,41.21,0.11,0,0,0.44,22.62,174,5.14,15,0,0.09,216.3,0,0,42.42,15,0
20191015,190000,0.34,4.6,0.15,0,0,37.96,0.11,0,0,0.44,22.72,51,16.85,15,0,0.09,216.3,0,0,44.79,15,0
20191015,191500,1.04,3.84,0.13,0,0,31.68,0.09,0,0,0.43,22.96,69,8.87,15,0,0.09,216.3,0,0,43.12,15,0
20191015,193000,0,3.72,0.12,0,0,30.72,0.08,0,0,0.46,22.92,51,17.91,15,0,0.09,216.3,0,0,42.15,15,0
20191015,194500,0.21,4.38,0.15,0,0,36.14,0.1,0,0,0.45,21.18,69,14.9,15,0,0.09,216.3,0,0,42.17,15,0
20191015,200000,0.21,5.93,0.2,0,0,48.89,0.13,0,0,0.46,20.5,93,12.15,15,0,0.09,216.3,0,0,41.96,15,0
20191015,201500,0.48,6.16,0.2,0,0,50.79,0.14,0,0,0.45,20.52,81,14.36,15,0,0.09,216.3,0,0,42.75,15,0
20191015,203000,0.61,4.75,0.16,0,0,39.17,0.11,0,0,0.43,20.14,48,18.09,15,0,0.09,216.3,0,0,42.57,15,0
20191015,204500,0.34,3.41,0.11,0,0,28.09,0.08,0,0,0.43,19.69,69,15.69,15,0,0.09,216.3,0,0,42,15,0
20191015,210000,0.05,2.35,0.08,0,0,19.38,0.05,0,0,0.44,19.9,51.92,20.46,13,0,0.09,216.3,0,0,43.43,15,0
20191015,211500,0.52,2.8,0.09,0,0,23.07,0.06,0,0,0.44,20.27,96,18.09,15,0,0.09,216.3,0,0,42,15,0
20191015,213000,0.38,2.79,0.09,0,0,23.04,0.06,0,0,0.43,20.64,93,16.76,15,0,0.09,216.3,0,0,42.39,15,0
20191015,214500,0,2.12,0.07,0,0,17.51,0.05,0,0,0.44,20.7,99,13.92,15,0,0.09,216.3,0,0,42.33,15,0
20191015,220000,0.25,1.56,0.05,0,0,12.85,0.04,0,0,0.46,20.67,129,8.6,15,0,0.09,216.3,0,0,42.41,15,0
20191015,221500,0.25,1.37,0.05,0,0,11.31,0.03,0,0,0.46,20.57,126,2.31,15,0,0.09,216.3,0,0,45.05,15,0
20191015,223000,0.08,1.27,0.04,0,0,10.48,0.03,0,0,0.46,20.48,96,0.89,15,0,0.09,216.3,0,0,45.11,15,0
20191015,224500,0.3,1.19,0.04,0,0,9.83,0.03,0,0,0.45,20.51,114,0,15,0,0.09,216.3,0,0,45.72,15,0
20191015,230000,0.91,1.15,0.04,0,0,9.47,0.03,0,0,0.45,20.86,147,0.89,15,0,0.09,216.3,0,0,44.73,15,0
20191015,231500,0.04,1.04,0.03,0,0,8.55,0.02,0,0,0.46,20.59,93,0.8,15,0,0.09,216.3,0,0,45.43,15,0
20191015,233000,0.48,1,0.03,0,0,8.23,0.02,0,0,0.46,20.53,129,0,15,0,0.09,216.3,0,0,47.64,15,0
20191015,234500,0.48,1.17,0.04,0,0,9.61,0.03,0,0,0.47,20.37,213,0,15,0,0.09,216.3,0,0,46.47,15,0
