dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191013,051500,8.53,5.53,0.18,0,0,45.59,0.13,0,0,0.45,23.85,21,3.28,15,13.8,0.42,219.23,88.87,0.23,498.37,15,114.63
20191013,053000,22.01,5.38,0.18,0,0,44.35,0.12,0,0,0.46,24.59,51,3.72,15,21.27,0.7,218.84,151.4,0.35,512.19,15,179.27
20191013,054500,34.04,5.17,0.17,0,0,42.63,0.12,0,0,0.44,24.48,30,2.48,15,35,1.3,220.17,283.73,0.58,531.43,15,308.23
20191013,060000,117.73,4.97,0.17,0,0,41.04,0.11,0,0,0.45,26.43,6,4.34,15,103.13,3.82,220.15,838.93,1.59,545.59,15,867.49
20191013,061500,126.72,4.87,0.16,0,0,40.15,0.11,0,0,0.46,26.96,27,5.85,15,125.64,4.97,219.74,1087.57,2.02,555.66,14,1122.43
20191013,063000,182.65,4.88,0.16,0,0,40.25,0.11,0,0,0.44,27.84,18,4.88,15,175.6,6.97,220.66,1542.2,2.79,559.07,15,1559.81
20191013,064500,288.68,4.45,0.15,0,0,36.7,0.1,0,0,0.44,30.29,33,5.85,15,278.4,11.18,222.05,2477.33,4.45,565.54,15,2516.65
20191013,070000,335.75,4.59,0.15,0,0,37.9,0.1,0,0,0.43,31.18,45,5.32,15,334.53,13.35,221.25,2980.67,5.4,554.6,15,2994.84
20191013,071500,319.75,4.78,0.16,0,0,39.44,0.11,0,0,0.43,31.52,30,5.67,15,340.8,13.68,221.15,3040.6,5.57,548.39,15,3054.53
20191013,073000,366.82,4.73,0.16,0,0,38.99,0.11,0,0,0.44,31.14,93,6.74,15,364.07,14.85,221.63,3279.47,6.02,555.63,15,3344.89
20191013,074500,508.54,4.63,0.15,0,0,38.18,0.1,0,0,0.44,34.69,141,5.23,15,533.4,20.9,223.15,4660.6,8.72,543.03,15,4735.22
20191013,080000,588.4,4.22,0.14,0,0,34.81,0.1,0,0,0.44,33.9,147,11.44,15,625.33,24.33,222.91,5423.8,10.21,538.02,15,5493.18
20191013,081500,645.91,4.04,0.14,0,0,33.34,0.09,0,0,0.45,35.12,72,11.17,15,686.73,26.41,223.33,5895.2,11.28,530.92,15,5988.78
20191013,083000,691.79,4.15,0.14,0,0,34.27,0.09,0,0,0.43,35.45,165,12.24,15,734,27.95,224.21,6266.47,12.08,526.46,15,6359.64
20191013,084500,739.51,4.15,0.14,0,0,34.21,0.09,0,0,0.45,35.37,93,10.91,15,791.67,29.61,223.56,6706.87,12.88,518.81,15,6682.27
20191013,090000,787.9,4.11,0.14,0,0,33.89,0.09,0,0,0.44,35.2,144,11.88,15,831.33,31.34,223.89,7048.47,13.68,520.23,15,7116.75
20191013,091500,841.05,4.38,0.15,0,0,36.11,0.1,0,0,0.44,35.16,93,12.77,15,892.73,33.35,224.69,7496.27,14.8,515.02,15,7622.3
