dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191011,001500,0.21,3.81,0.13,0,0,31.41,0.09,0,0,0.46,24.14,75,12.06,15,0,1.87,1.87,0,0,42.47,15,0
20191011,003000,0,3.87,0.13,0,0,31.94,0.09,0,0,0.45,24.06,81,12.77,15,0,1.87,1.87,0,0,42.71,15,0
20191011,004500,0.3,3.79,0.13,0,0,31.31,0.09,0,0,0.45,23.89,66,12.32,15,0,1.87,1.87,0,0,44.67,15,0
20191011,010000,0,3.61,0.12,0,0,29.76,0.08,0,0,0.45,23.65,54,9.22,15,0,1.87,1.87,0,0,43.76,15,0
20191011,011500,0,3.61,0.12,0,0,29.81,0.08,0,0,0.44,23.52,60,7.8,15,0,1.87,1.87,0,0,43.76,14,0
20191011,013000,0,3.44,0.11,0,0,28.35,0.08,0,0,0.45,23.71,60,7.8,15,0,1.87,1.87,0,0,44.57,15,0
20191011,014500,0,3.59,0.12,0,0,29.63,0.08,0,0,0.45,23.56,78,6.83,15,0,1.87,1.87,0,0,44.44,15,0
20191011,020000,0.04,3.64,0.12,0,0,30.01,0.08,0,0,0.45,23.04,84,5.59,15,0,1.87,1.87,0,0,44.8,14,0
20191011,021500,0.04,3.73,0.12,0,0,30.75,0.08,0,0,0.45,22.81,90,6.21,15,0,1.87,1.87,0,0,45.93,15,0
20191011,023000,0,3.69,0.12,0,0,30.46,0.08,0,0,0.45,22.63,78,5.05,15,0,1.87,1.87,0,0,45.06,15,0
20191011,024500,0.04,3.62,0.12,0,0,29.86,0.08,0,0,0.46,22.88,54,5.85,15,0,1.87,1.87,0,0,44.55,15,0
20191011,030000,0.12,3.53,0.12,0,0,29.16,0.08,0,0,0.45,22.87,45,3.64,15,0,1.87,1.87,0,0,44.58,15,0
20191011,031500,0.17,3.56,0.12,0,0,29.4,0.08,0,0,0.45,22.27,57,1.6,15,0,1.87,1.87,0,0,44.67,15,0
