dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191023,001500,0,1.5,0.05,0,0,12.42,0.03,0,0,0.46,-127,189,4.43,0,0.09,216.2,0,0,47.65,0
20191023,003000,0,1.7,0.06,0,0,14.04,0.04,0,0,0.45,-127,273,3.72,0,0.09,216.2,0,0,47.82,0
20191023,004500,0,1.97,0.07,0,0,16.26,0.04,0,0,0.44,-127,63,5.76,0,0.09,216.2,0,0,48.57,0
20191023,010000,0,2.06,0.07,0,0,17.02,0.05,0,0,0.43,-127,105,4.52,0,1.79,0.48,0,0,48.77,0
20191023,011500,0,2.18,0.07,0,0,18,0.05,0,0,0.44,-127,168,2.84,0,1.79,0.48,0,0,49.33,0
20191023,013000,0.08,2.05,0.07,0,0,16.9,0.05,0,0,0.44,-127,189,2.22,0,1.79,0.48,0,0,49.7,0
20191023,014500,0,1.97,0.06,0,0,16.24,0.04,0,0,0.46,-127,315,1.33,0,1.79,0.48,0,0,49,0
20191023,020000,0,1.92,0.06,0,0,15.82,0.04,0,0,0.44,-127,231,2.13,0,1.79,0.48,0,0,49.85,0
20191023,021500,0,1.85,0.06,0,0,15.27,0.04,0,0,0.43,-127,126,2.84,0,1.79,0.48,0,0,49.88,0
20191023,023000,0,1.89,0.06,0,0,15.62,0.04,0,0,0.42,-127,0,0,0,1.79,0.48,0,0,48.99,0
20191023,024500,0,1.79,0.06,0,0,14.79,0.04,0,0,0.43,-127,0,0,0,1.79,0.48,0,0,48.35,0
20191023,030000,0,1.91,0.06,0,0,15.78,0.04,0,0,0.44,-127,0,0,0,1.79,0.48,0,0,48.55,0
20191023,031500,0,1.92,0.06,0,0,15.89,0.04,0,0,0.44,-127,231,0,0,1.79,0.48,0,0,48.39,0
20191023,033000,0,1.83,0.06,0,0,15.11,0.04,0,0,0.44,-127,315,0,0,1.79,0.48,0,0,48.96,0
20191023,034500,0.08,1.94,0.07,0,0,16.05,0.05,0,0,0.44,-127,315,0,0,1.79,0.48,0,0,50.63,0
20191023,040000,0,1.99,0.07,0,0,16.39,0.05,0,0,0.43,-127,315,0,0,1.79,0.48,0,0,50.34,0
20191023,041500,0,1.92,0.06,0,0,15.83,0.04,0,0,0.44,-127,315,0.35,0,1.79,0.48,0,0,51.15,0
20191023,043000,0,1.79,0.06,0,0,14.77,0.04,0,0,0.44,-127,210,0.98,0,1.79,0.48,0,0,50.49,0
20191023,044500,0,1.79,0.06,0,0,14.77,0.04,0,0,0.44,-127,0,0.8,0,1.79,0.48,0,0,50.81,0
20191023,050000,1.51,1.66,0.06,0,0,13.75,0.04,0,0,0.45,-127,252,0.71,0,1.79,0.48,0,0,49.38,0
20191023,051500,28.83,1.66,0.06,0,0,13.67,0.04,0,0,0.44,-127,315,0,0,1.79,0.48,0,0,50.21,0
20191023,053000,64.84,1.85,0.06,0,0,15.28,0.04,0,0,0.46,-127,315,0.09,0,1.79,0.48,0,0,74.83,0
20191023,054500,101.24,2.07,0.07,0,0,17.07,0.05,0,0,0.44,-127,315,0.09,0.27,1.79,0.48,0,0,464.64,0
20191023,060000,197.65,1.69,0.06,0,0,13.96,0.04,0,0,0.45,-127,315,4.08,8.6,0.57,176.26,40.47,0.13,514.38,66.87
20191023,061500,208.22,1.62,0.05,0,0,13.35,0.04,0,0,0.45,-127,231,8.16,25.6,0.93,220.63,202.13,0.42,537.93,225.93
20191023,063000,215.79,1.85,0.06,0,0,15.24,0.04,0,0,0.45,-127,189,7.45,51.13,2.15,219.76,471,0.87,567.57,493.79
20191023,064500,272.8,1.62,0.05,0,0,13.36,0.04,0,0,0.44,-127,189,12.15,96.07,4.13,221.39,915.53,1.64,572.13,938.29
20191023,070000,385.65,1.6,0.05,0,0,13.18,0.04,0,0,0.44,-127,189,10.37,166.67,6.83,219.85,1517.2,2.68,565.89,1516.59
20191023,071500,449.97,1.48,0.05,0,0,12.22,0.03,0,0,0.42,-127,168,10.64,181.2,7.31,220.07,1622.33,2.88,571.23,1645.14
20191023,073000,467.84,1.48,0.05,0,0,12.19,0.03,0,0,0.42,-127,231,15.87,189.13,7.82,220.26,1722.53,3.12,569.01,1775.31
20191023,074500,602.87,1.62,0.05,0,0,13.4,0.04,0,0,0.46,-127,252,13.3,279.53,11.91,220.55,2562.07,4.62,576.99,2665.69
20191023,080000,658.19,1.66,0.06,0,0,13.71,0.04,0,0,0.44,-127,252,12.32,326.87,13.16,221.39,2894.4,5.3,567.45,3007.49
20191023,081500,706.98,1.69,0.06,0,0,13.93,0.04,0,0,0.44,-127,147,13.65,447.73,18.55,220.96,4102.47,7.3,565.59,4128.81
20191023,083000,755.25,1.72,0.06,0,0,14.2,0.04,0,0,0.43,-127,168,14.01,443.6,18.67,218.92,4147.87,7.27,566.35,4117.36
20191023,084500,811.35,1.74,0.06,0,0,14.33,0.04,0,0,0.43,-127,84,13.65,604.6,24.91,219.51,5466.8,10.05,552.99,5557.55
20191023,090000,121.53,0.78,0.06,624.41,0,15.77,0.04,0,0,7.73,-4.71,151.07,3.52,670.57,27.52,219.18,6031.14,11.09,552.04,6122.12
20191023,091500,0,0.44,0.06,781.51,0,16.36,0.04,0,0,14.13,29.7,123.12,0,725.67,29.36,220.26,6466.93,12.07,544.73,6574.89
20191023,093000,0,0.42,0.06,847.62,0,14.29,0.04,0,0,13.3,29.05,12,0,775.67,31.11,220.79,6870,12.94,539.09,6975.82
20191023,094500,0,0.42,0.06,943.9,0,14.38,0.04,0,0,14.01,29.71,18,0,832.2,32.87,221.27,7274.4,13.9,531.61,7389.38
20191023,100000,0,0.43,0.06,319.11,0,16.01,0.04,0,0,6.74,28.6,18,0,864,32.84,222.37,7241.67,14.02,532.33,7463.27
20191023,101500,0,0.45,0.06,594.78,0,15.41,0.04,0,0,5.5,30.18,197.67,0,873.13,29.8,221.4,6680.47,12.26,547.43,6711.49
20191023,103000,0,0.43,0.05,1065.1,0,11.74,0.03,0,0,7.09,32.01,157,0,778.53,29.01,220.1,6364.8,11.89,541.83,6442.36
20191023,104500,0,0.43,0.04,1067.45,0,9.93,0.03,0,0,9.66,31.96,82.33,0,947.67,31.69,220.99,6965.33,12.85,559.5,7189.57
20191023,110000,0,0.42,0.04,1044.75,0,10.07,0.03,0,0,9.58,31.49,135.67,0,375.53,14.89,218.02,3218.53,6.26,528.59,3308.97
20191023,111500,0,0.43,0.04,1054.27,0,9.89,0.03,0,0,15.69,30.4,31.33,0,550.47,19.69,218.09,4330.53,7.69,556.79,4281.72
20191023,113000,0,0.43,0.04,1057.66,0,10.66,0.03,0,0,11.7,31.24,64.33,0,1114.11,37.2,222.38,8275.33,15.17,554.59,8413.13
20191023,114500,0,0.45,0.05,990.87,0,11.91,0.03,0,0,10.64,31.39,130,0,1104.87,36.93,223.92,8271.67,15.62,538.8,8416.06
20191023,121500,0,0.43,0.04,1018.66,0,9.02,0.02,0,0,10.11,32.11,231.67,0,1090.73,36.95,223.91,8276.2,15.69,536.9,8423.96
20191023,123000,0,0.44,0.03,1006.65,0,8.97,0.02,0,0,13.57,31.85,140.33,0,1097.53,37.01,223.58,8276.53,15.55,541.3,8417.22
20191023,124500,0,0.45,0.04,975.99,0,8.66,0.02,0,0,9.04,32.57,166,0,987.21,34.43,223.04,7630.57,14.71,534.79,7866.76
20191023,130000,0,0.43,0.04,948.6,0,9.03,0.03,0,0,15.34,31.96,121.33,0,1076,36.95,223.91,8276,15.67,537.33,8419.96
20191023,131500,0,0.44,0.04,916.11,0,9.3,0.02,0,0,13.03,31.99,67.33,0,1052,36.75,225.11,8276.2,15.83,532.23,8425.2
20191023,133000,0,0.43,0.03,880.23,0,8.46,0.02,0,0,8.33,32.95,181,0,1032.47,36.96,223.89,8277.2,15.78,533.28,8415.16
20191023,134500,0,0.42,0.04,790.87,0,9.6,0.03,0,0,11.79,32.33,80.67,0,1004.13,36.83,223.41,8229.93,16.6,505.28,8387.65
20191023,140000,0,0.43,0.04,743.25,0,9.47,0.03,0,0,9.66,32.69,149.67,0,970.67,36.15,222.32,7953.87,16.25,504.55,8198.94
20191023,141500,0,0.46,0.04,740.64,0,10.45,0.03,0,0,11.44,32.58,103,0,935.13,35.4,221.05,7827,15.68,507.09,7951.17
20191023,143000,0,0.46,0.04,687.41,0,9.53,0.03,0,0,6.83,33.95,227.67,0,897.4,34.2,220.8,7553.67,15.1,508.99,7685.75
20191023,144500,0,0.43,0.04,638.75,0,9.96,0.03,0,0,9.75,34.27,227.67,0,839.93,32.08,218.39,6958.2,13.98,512.48,7164.47
20191023,150000,0,0.42,0.04,576,0,9.49,0.03,0,0,11.7,33.68,210,0,738.8,29.68,218.11,6468,12.7,518.12,6580.12
20191023,151500,0,0.43,0.04,518.72,0,10.55,0.03,0,0,9.31,33.41,183,0,102.13,29.55,217.95,6443.33,12.6,517.73,6523.4
20191023,153000,0,0.44,0.04,459.36,0,10.43,0.03,0,0,6.3,33.62,189.67,0,158.87,27.47,217.69,5983,11.64,522.65,6083.65
20191023,154500,0,0.43,0.04,394.52,0,9.37,0.03,0,0,12.06,33.68,228,0,159.07,25.15,216.59,5397.33,10.63,522.29,5551.94
20191023,160000,0,0.42,0.04,333.2,0,10.03,0.03,0,0,9.31,33.42,217.33,0,135.13,22.74,216.61,4926,9.48,526.04,4986.86
20191023,161500,0,0.43,0.04,274.1,0,9.51,0.03,0,0,8.6,33.11,238.33,0,115.87,20.19,215.47,4352.2,8.36,526.92,4405.05
20191023,163000,0,0.44,0.04,80.37,0,9.46,0.03,0,0,6.03,32.03,231,0,93.13,17.56,214.65,3771.13,7.34,519.73,3814.82
20191023,164500,0,0.45,0.05,18.4,0,12.76,0.03,0,0,10.2,30.71,228,0,352.4,14.58,214.77,3132.53,6.13,517.63,3173.07
20191023,170000,0.01,0.5,0.13,10.05,0.01,13.49,0.11,0.05,0,9.22,30,231,0,208.2,11.57,213.84,2474,4.89,511.88,2503.09
20191023,171500,0,0.48,0.06,3.71,0,15.6,0.04,0,0,8.51,29.32,216,0,0,10.04,211.7,2122,4.25,505.1,2146.68
20191023,181500,0,0.5,0.15,0,0,37.83,0.1,0,0,2.93,25.69,222,0,18.2,0.55,213.93,115.67,0.29,491.35,142.49
20191023,183000,0,0.51,0.27,0,0,67.86,0.19,0,0,0.27,24.87,180,0,7.27,0.22,213.73,35.73,0.13,473.64,61.57
20191023,184500,0,0.52,0.22,0,0,53.82,0.15,0,0,0,23.77,174,0,0.07,0.09,215.52,0,0.01,438.75,4.39
20191023,190000,0,0.5,0.26,0,0,63.41,0.17,0,0,0,23.37,180,0,0,0.09,215.7,0,0,147.89,0
20191023,191500,0,0.48,0.23,0,0,57.8,0.16,0,0,0,22.21,176.79,0,0,0.09,215.7,0,0,45.51,0
20191023,193000,0,0.51,0.25,0,0,61,0.18,0.01,0,2.09,21.73,73.93,0,0,0.09,215.7,0,0,43.59,0
20191023,194500,0,0.51,0.25,0,0,62.48,0.17,0,0,0.09,21.65,69,0,0,0.09,215.7,0,0,43.63,0
20191023,200000,0,0.5,0.39,0,0,96.41,0.27,0,0,1.33,21.17,57,0,0,0.09,215.7,0,0,43.09,0
20191023,201500,0,0.5,0.42,0,0,104.02,0.29,0,0,0,21.07,57,0,0,0.09,215.7,0,0,43.83,0
20191023,203000,0,0.49,0.44,0,0,109.02,0.3,0,0,0,20.74,54,0,0,0.09,215.7,0,0,43.67,0
20191023,204500,0,0.48,0.47,0,0,117.71,0.32,0,0,0,20.55,54,0,0,0.09,215.7,0,0,44.12,0
20191023,210000,0.01,0.48,0.55,0,0,135.6,0.37,0,0,0,20.72,78,0,0,0.09,215.7,0,0,44.72,0
20191023,211500,0,0.5,0.43,0,0,105.97,0.29,0,0,0.27,21.93,147,0,0,0.09,215.7,0,0,44.33,0
20191023,213000,0,0.48,0.33,0,0,81.23,0.22,0,0,0.27,20.92,180,0,0,0.09,215.7,0,0,43.86,0
20191023,214500,0.01,0.53,0.64,0,0.01,145.23,0.46,0.04,0,0,20.37,159,0,0,0.09,215.7,0,0,44.21,0
20191023,220000,0.03,0.56,0.75,0,0.02,135.95,0.59,0.15,0.01,0,21.14,141,0,0,0.09,215.7,0,0,43.47,0
20191023,221500,0,0.52,0.23,0,0,55.59,0.16,0,0,2.22,21.47,120,0,0,0.09,215.7,0,0,42.76,0
20191023,223000,0,0.48,0.12,0,0,29.48,0.08,0,0,3.55,22.18,96,0,0,0.09,215.7,0,0,43.86,0
20191023,224500,0,0.47,0.09,0,0,22.81,0.06,0,0,4.61,22.24,105,0,0,0.09,215.7,0,0,43.99,0
20191023,230000,0,0.45,0.08,0,0,20.96,0.06,0,0,7.32,22.47,83.57,0,0,0.09,215.7,0,0,43.87,0
20191023,231500,0,0.46,0.07,0,0,17.85,0.05,0,0,9.5,22.66,67.5,0,0,0.09,215.7,0,0,43.95,0
20191023,233000,0,0.47,0.07,0,0,17.21,0.05,0,0,11.62,22.79,51,0,0,0.09,215.7,0,0,42.59,0
20191023,234500,0,0.45,0.07,0,0,16.45,0.05,0,0,12.24,22.94,78,0,0,0.09,215.7,0,0,42.97,0
