dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191012,123000,974.98,3.09,0.1,0,0,25.46,0.07,0,0,0.42,36.77,156,11.7,1008.2,36.37,222.73,8138.33,16.75,495.27,8295.77
20191012,124500,940.61,3.38,0.11,0,0,27.84,0.08,0,0,0.43,36.69,108,12.06,971.53,35.47,222.57,7892.07,16.18,497.33,8046.8
20191012,130000,767.94,3.41,0.11,0,0,28.17,0.08,0,0,0.43,36.41,159,12.59,735.47,27.76,219.71,6145.4,12.36,503.59,6224.37
20191012,131500,895.13,3.38,0.11,0,0,27.86,0.08,0,0,0.43,36.53,171,14.28,915.2,34.4,222.01,7624,15.29,507.87,7765.33
20191012,133000,854.4,3.43,0.12,0,0,28.26,0.08,0,0,0.42,36.61,141,11.35,872.33,32.65,221.38,7233.13,14.59,503.63,7347.96
20191012,134500,828.23,3.36,0.11,0,0,27.7,0.08,0,0,0.42,37.11,204,12.15,850.73,31.79,220.4,7009.53,14.14,504.86,7138.72
20191012,140000,782.88,3.51,0.12,0,0,28.95,0.08,0,0,0.43,36.98,147,11.44,785.33,29.44,221.05,6489.07,13.05,509.13,6644.15
20191012,141500,742.16,3.44,0.11,0,0,28.37,0.08,0,0,0.42,36.82,132,13.65,257.53,28.91,219.52,6337.6,12.67,510.56,6468.8
20191012,143000,729.07,3.42,0.11,0,0,28.18,0.08,0,0,0.44,37.83,180,7.54,240.13,28.29,220.01,6227,12.31,511.49,6296.44
20191012,144500,568.3,3.25,0.11,0,0,26.85,0.07,0,0,0.43,37.05,126,11.17,216.93,22.45,218.42,4954.47,9.65,513.25,4952.86
20191012,150000,550.85,3.32,0.11,0,0,27.41,0.08,0,0,0.41,37.01,99,13.39,201.5,22.65,217.66,4933.29,9.61,514.48,4944.15
20191012,151500,497.17,3.28,0.11,0,0,27.02,0.07,0,0,0.42,37.03,150,7.89,145,18.58,217.67,4049.67,7.98,516.08,4118.32
20191012,153000,411.37,3.23,0.11,0,0,26.63,0.07,0,0,0.43,36.57,150,8.69,127,16.44,216.67,3563.13,7.02,513.69,3606.1
20191012,154500,429.61,3.26,0.11,0,0,26.93,0.07,0,0,0.43,36.79,138,12.41,344.73,15.8,216.71,3423.8,6.86,506.63,3475.48
20191012,160000,331.38,3.31,0.11,0,0,27.31,0.07,0,0,0.42,36.43,117,10.37,300.13,12.34,215.15,2646.67,5.39,502.16,2706.64
20191012,161500,293.7,3.65,0.12,0,0,30.14,0.08,0,0,0.43,36.06,117,8.07,241.87,9.25,215.63,1990.07,3.94,523.11,2061.05
20191012,164500,49.25,3.72,0.12,0,0,30.7,0.08,0,0,0.47,26.89,123,13.92,51.73,2.58,213.61,550.93,1.05,545.49,572.76
20191012,170000,21.75,4.43,0.15,0,0,36.51,0.1,0,0,0.48,27.48,138,7.71,26.93,1.17,214.63,248,0.53,513.87,272.35
20191012,171500,7.31,7.25,1.82,1.2,0.19,57.44,1.86,0.22,0.03,0.53,25.8,99,18.09,10.93,0.38,214.91,76.6,0.21,479.31,100.66
20191012,173000,3.27,3.85,0.3,0.13,0.02,31.53,0.28,0.02,0,0.52,20.54,132,11.97,2.87,0.11,214.9,9.6,0.06,460.08,27.6
20191012,174500,1.31,4.5,0.15,0,0,37.13,0.1,0,0,0.47,22.81,210,11.08,0,0.1,214.8,0,0,284.18,0
20191012,180000,0.21,3.38,0.11,0,0,27.89,0.08,0,0,0.45,22.77,165,8.25,0,0.1,214.8,0,0,49.91,0
20191012,181500,0.21,3.64,0.12,0,0,30.03,0.08,0,0,0.46,22.04,186,3.64,0,0.1,214.8,0,0,44.81,0
20191012,183000,0.04,7.97,0.27,0,0,65.76,0.18,0,0,0.49,23.69,207,5.41,0,0.1,214.8,0,0,43.6,0
20191012,184500,0.17,4.16,0.14,0,0,34.35,0.1,0,0,0.47,24.48,204,5.05,0,0.1,214.8,0,0,42.75,0
20191012,190000,0.3,4.82,0.16,0,0,39.73,0.11,0,0,0.45,24.55,165,2.48,0,0.1,214.8,0,0,43.3,0
20191012,191500,0.17,7.66,0.28,0.02,0,63.15,0.2,0,0,0.53,24.06,219,3.99,0,0.1,214.8,0,0,43.37,0
20191012,193000,0.04,7.89,0.31,0.03,0.01,65.06,0.22,0.01,0,0.54,23.37,36,4.7,0,0.1,214.8,0,0,43.82,0
20191012,194500,0,7.5,0.25,0,0,61.89,0.17,0,0,0.51,22.69,138,1.68,0,0.1,214.8,0,0,44.67,0
20191012,200000,0.48,7.21,0.24,0,0,59.45,0.16,0,0,0.49,22.79,147,0,0,0.1,214.8,0,0,44.97,0
20191012,201500,0,7.5,0.25,0,0,61.9,0.17,0,0,0.47,23,171,0.27,0,0.1,214.8,0,0,45.46,0
20191012,203000,0.3,7.67,0.25,0,0,63.27,0.17,0,0,0.46,22.72,120,1.33,0,0.1,214.8,0,0,45.5,0
20191012,204500,0.3,9.61,0.32,0,0,79.25,0.22,0,0,0.46,22.74,135,2.75,0,0.1,214.8,0,0,45.14,0
20191012,210000,0.82,9.31,0.31,0,0,76.76,0.21,0,0,0.45,22.88,126,0,0,0.1,214.8,0,0,44.23,0
20191012,211500,0.21,8.39,0.28,0,0,69.26,0.19,0,0,0.45,22.83,156,0.35,0,0.1,214.8,0,0,44.11,0
20191012,213000,1.12,9.2,0.31,0,0,75.88,0.21,0,0,0.46,22.69,132,0.18,0,0.1,214.8,0,0,44.44,0
20191012,214500,1.26,9.11,0.3,0,0,75.18,0.21,0,0,0.45,23.33,144,0,0,0.1,214.8,0,0,43.97,0
20191012,220000,0.25,8.8,0.29,0,0,72.63,0.2,0,0,0.46,22.68,135,0,0,0.1,214.8,0,0,44.74,0
20191012,221500,0.34,8.6,0.29,0,0,71,0.2,0,0,0.45,22.23,135,0,0,0.1,214.8,0,0,45.68,0
20191012,223000,0.17,8.77,0.29,0,0,72.35,0.2,0,0,0.46,21.73,123,1.95,0,0.1,214.8,0,0,45.59,0
20191012,224500,0,8.55,0.29,0,0,70.51,0.19,0,0,0.45,21.97,90,0.35,0,0.1,214.8,0,0,44.43,0
20191012,230000,0.3,7.9,0.26,0,0,65.22,0.18,0,0,0.46,22.94,96,6.12,0,0.1,214.8,0,0,43.79,0
20191012,231500,0,6.11,0.2,0,0,50.41,0.14,0,0,0.45,23.73,57,9.93,0,0.1,214.8,0,0,43.75,0
20191012,233000,0,5.25,0.18,0,0,43.3,0.12,0,0,0.46,23.56,60,6.92,0,0.1,214.8,0,0,43.6,0
20191012,234500,0.04,5.08,0.17,0,0,41.91,0.11,0,0,0.45,23.31,78,2.48,0,0.1,214.8,0,0,44.39,0
