dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191018,001500,0.17,7.99,0.27,0,0,65.91,0.18,0,0,0.45,24.28,54,10.11,0,0,14848216655799276e7,0,0,43.35,0
20191018,003000,0.21,7.65,0.25,0,0,63.14,0.17,0,0,0.45,24.55,57,9.04,0,0,14848216655799276e7,0,0,43.19,0
20191018,004500,0.04,7.35,0.24,0,0,60.68,0.17,0,0,0.43,24.91,48,11.62,0,0,14848216655799276e7,0,0,42.49,0
20191018,010000,0.78,7.27,0.24,0,0,59.97,0.16,0,0,0.44,25.01,48,10.37,0,0,14848216655799276e7,0,0,42.52,0
20191018,011500,0,7.06,0.23,0,0,58.23,0.16,0,0,0.45,25.32,42,9.58,0,0,14848216655799276e7,0,0,43.2,0
20191018,013000,0,6.9,0.23,0,0,56.93,0.16,0,0,0.45,24.85,39,3.1,0,0,14848216655799276e7,0,0,43.72,0
20191018,014500,0.08,7.12,0.24,0,0,58.77,0.16,0,0,0.44,24.44,24,3.19,0,0,14848216655799276e7,0,0,44.66,0
20191018,020000,0,7.3,0.24,0,0,60.22,0.17,0,0,0.43,23.8,45,0.18,0,0,14848216655799276e7,0,0,45.2,0
20191018,021500,0.08,7.26,0.24,0,0,59.9,0.16,0,0,0.44,23.28,108,2.75,0,0,14848216655799276e7,0,0,44.81,0
20191018,023000,0.04,7.82,0.26,0,0,64.5,0.18,0,0,0.45,24.65,60,6.38,0,0,14848216655799276e7,0,0,44.09,0
20191018,024500,0,7.88,0.26,0,0,64.98,0.18,0,0,0.43,24.47,54,4.43,0,0,14848216655799276e7,0,0,44.41,0
20191018,030000,0,8.01,0.27,0,0,66.04,0.18,0,0,0.45,24.13,36,4.52,0,0,14848216655799276e7,0,0,44.31,0
20191018,031500,0,8.1,0.27,0,0,66.79,0.18,0,0,0.45,23.88,33,3.01,0,0,14848216655799276e7,0,0,45.05,0
20191018,033000,0.21,7.9,0.26,0,0,65.19,0.18,0,0,0.44,23.57,18,2.13,0,0,14848216655799276e7,0,0,45.29,0
