dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191005,000100,0,24.09,0,8.81,0.29,0,0,72.68,0.2,0,0,0.47,106.07,0.1,14
20191005,001500,0.04,24.27,0,11.22,0.37,0,0,92.52,0.25,0,0,0.46,135,0.98,15
20191005,003000,0.04,24.02,0,10.91,0.36,0,0,90.04,0.25,0,0,0.48,129,2.13,15
20191005,004500,0,23.93,0,9.74,0.32,0,0,80.32,0.22,0,0,0.47,132,1.06,15
20191005,010000,0.04,24.19,0,8.39,0.28,0,0,69.24,0.19,0,0,0.45,122.14,5.51,14
20191005,011500,0.17,24.31,0,7.68,0.25,0,0,63.37,0.17,0,0,0.46,114,4.97,15
20191005,013000,0,24.73,0,7.25,0.24,0,0,59.81,0.16,0,0,0.46,123,5.05,15
20191005,014500,0.17,25.06,0,6.64,0.22,0,0,54.79,0.15,0,0,0.46,108,5.59,15
20191005,020000,0.04,25.13,0,6.22,0.21,0,0,51.34,0.14,0,0,0.45,117,3.37,15
20191005,021500,0.33,24.93,0,6,0.2,0,0,49.51,0.14,0,0,0.45,128.57,1.71,14
20191005,023000,0.17,24.6,0,6.16,0.21,0,0,50.82,0.14,0,0,0.45,135,0.53,15
20191005,024500,0.57,24.34,0,6.3,0.21,0,0,51.97,0.14,0,0,0.47,135,0.09,15
20191005,030000,0.04,24.35,0,8.1,0.27,0,0,66.79,0.18,0,0,0.47,135,0,15
20191005,031500,0,23.98,0,6.55,0.22,0,0,54.05,0.15,0,0,0.46,135,0,15
20191005,033000,0,23.66,0,6.96,0.23,0,0,57.43,0.16,0,0,0.46,162,0,15
20191005,034500,0.08,23.54,0,6.99,0.23,0,0,57.7,0.16,0,0,0.46,180,0,15
20191005,040000,0.34,23.32,0,7.53,0.25,0,0,62.11,0.17,0,0,0.47,108,1.77,15
20191005,041500,0.3,22.36,0.02,7.82,0.26,0,0,64.48,0.18,0,0,0.47,114,2.75,15
20191005,043000,0.55,20.86,0.18,8.55,0.28,0,0,70.52,0.19,0,0,0.47,215.36,3.61,14
20191005,044500,0,21.09,0,9.3,0.31,0,0,76.76,0.21,0,0,0.48,9,0.35,15
20191005,050000,0,21.41,0,8.44,0.28,0,0,69.59,0.19,0,0,0.47,135,0.27,15
20191005,051500,0.9,22,0,7.58,0.25,0,0,62.52,0.17,0,0,0.46,135,0,15
20191005,053000,6.16,22.32,0,6.92,0.23,0,0,57.05,0.16,0,0,0.46,135,0,15
20191005,054500,27.43,23.44,0,7.04,0.23,0,0,58.06,0.16,0,0,0.46,135,0,15
20191005,060000,55.59,25.15,0,6.72,0.22,0,0,55.42,0.15,0,0,0.45,135,0,15
20191005,061500,93.93,25.73,0,6.98,0.23,0,0,57.57,0.16,0,0,0.44,171,4.08,15
20191005,063000,125,25.25,0,6.85,0.23,0,0,56.54,0.16,0,0,0.45,42,5.67,15
20191005,064500,298.99,29.15,0,6.59,0.22,0,0,54.39,0.15,0,0,0.45,126,4.52,15
20191005,070000,372.76,30.42,0,6.14,0.2,0,0,50.67,0.14,0,0,0.45,48,5.59,15
20191005,071500,308.64,29.04,0,5.87,0.19,0,0,48.4,0.13,0,0,0.46,90,7.45,15
20191005,073000,190.41,27.29,0,5.93,0.2,0,0,48.96,0.13,0,0,0.45,90,4.94,14
20191005,074500,219.14,27.6,0,6.2,0.21,0,0,51.17,0.14,0,0,0.45,42,3.55,15
