dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191031,000100,0,27.98,0,4.55,0.15,0,0,37.56,0.1,0,0,0.44,102.86,0,14
20191031,001500,0,17.35,0,4.31,0.14,0,0,35.54,0.1,0,0,0.44,81,0,15
20191031,003000,0,17.2,0,4.53,0.15,0,0,37.39,0.1,0,0,0.44,81,0,15
20191031,004500,0,27.52,0,4.44,0.15,0,0,36.63,0.1,0,0,0.44,57,0,15
20191031,010000,0.47,27.47,0,4.46,0.15,0,0,36.8,0.1,0,0,0.44,57,0,15
20191031,011500,0,26.93,0,4.7,0.16,0,0,38.78,0.11,0,0,0.44,54,0,15
20191031,013000,0,27.1,0,4.67,0.15,0,0,38.53,0.11,0,0,0.45,48,0,15
20191031,014500,0,27.05,0,4.69,0.16,0,0,38.72,0.11,0,0,0.44,60,0,15
20191031,020000,0,26.98,0,4.6,0.15,0,0,37.95,0.1,0,0,0.44,12,0,15
20191031,021500,0,16.49,0,4.54,0.15,0,0,37.42,0.1,0,0,0.45,36,0,15
20191031,023000,0,26.71,0,4.46,0.15,0,0,36.75,0.1,0,0,0.43,33,0,15
20191031,024500,0,26.67,0,4.15,0.14,0,0,34.25,0.09,0,0,0.43,30,0,15
20191031,030000,0,26.92,0,3.93,0.13,0,0,32.4,0.09,0,0,0.44,48.21,0,14
20191031,031500,0,27.05,0,3.66,0.12,0,0,30.17,0.08,0,0,0.45,60,0,15
20191031,033000,0,27.02,0,3.52,0.12,0,0,29.01,0.08,0,0,0.44,33,0,15
20191031,034500,0,27.26,0,3.15,0.1,0,0,25.99,0.07,0,0,0.44,39,0,15
20191031,040000,0,27.15,0,3.14,0.11,0,0,25.93,0.07,0,0,0.45,36,0,15
20191031,041500,0,27.24,0,3.03,0.1,0,0,24.98,0.07,0,0,0.44,39,0,15
20191031,043000,0,27.38,0,2.98,0.1,0,0,24.59,0.07,0,0,0.43,30,0,15
20191031,044500,0,27.25,0,2.91,0.1,0,0,23.98,0.07,0,0,0.44,33,0,15
20191031,050000,1.17,27.7,0,2.95,0.1,0,0,24.36,0.07,0,0,0.44,48,0,15
20191031,051500,28.7,28.67,0,2.95,0.1,0,0,24.32,0.07,0,0,0.45,27,0,15
20191031,053000,77.23,30.25,0,2.83,0.09,0,0,23.32,0.06,0,0,0.43,15,0,15
20191031,054500,125.63,31.36,0,2.84,0.09,0,0,23.47,0.07,0,0,0.44,33,0,15
20191031,060000,179.78,31.9,0,2.98,0.1,0,0,24.59,0.07,0,0,0.43,18,0,15
20191031,061500,235.62,32.01,0,2.83,0.09,0,0,23.38,0.06,0,0,0.43,24,0,15
20191031,063000,295.24,32.53,0,2.89,0.09,0,0,23.86,0.06,0,0,0.43,15,0,15
20191031,064500,353.82,32.77,0,3.06,0.1,0,0,25.21,0.07,0,0,0.44,24,0,15
