dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191009,000100,0,2.62,0.09,0,0,21.64,0.06,0,0,0.46,20.61,96.43,7.6,14
20191009,001500,0.04,2.87,0.1,0,0,23.69,0.06,0,0,0.48,20.58,90,8.6,15
20191009,003000,0.17,2.54,0.09,0,0,20.96,0.06,0,0,0.45,20.3,105,6.03,15
20191009,004500,0.04,2.54,0.08,0,0,20.96,0.06,0,0,0.47,20.31,123,5.32,15
20191009,010000,0.17,2.3,0.08,0,0,19.02,0.05,0,0,0.46,20.33,96,6.83,15
20191009,011500,0.17,2.3,0.08,0,0,19,0.05,0,0,0.46,20.12,96,5.76,15
20191009,013000,0.08,2.45,0.08,0,0,20.22,0.05,0,0,0.46,19.96,105,6.12,15
20191009,014500,0,2.47,0.08,0,0,20.39,0.06,0,0,0.44,20.08,96,7.8,15
20191009,020000,0,2.49,0.08,0,0,20.55,0.06,0,0,0.46,19.96,105,7.27,15
20191009,021500,0,2.62,0.09,0,0,21.59,0.06,0,0,0.46,19.89,120,3.9,15
20191009,023000,0.17,2.82,0.09,0,0,23.27,0.06,0,0,0.45,19.71,105,7.98,15
20191009,024500,0.08,2.71,0.09,0,0,22.35,0.06,0,0,0.47,19.62,105,5.76,15
20191009,030000,0.04,2.94,0.1,0,0,24.25,0.07,0,0,0.46,19.58,126,3.28,15
20191009,031500,0.12,3.92,0.13,0,0,32.33,0.09,0,0,0.47,19.25,129,1.33,15
20191009,033000,0,5.39,0.18,0,0,44.5,0.12,0,0,0.47,19.24,126,3.46,15
20191009,034500,0.34,7.27,0.24,0,0,59.97,0.17,0,0,0.47,19.34,105,7.09,15
20191009,040000,0.08,6.42,0.21,0,0,52.99,0.14,0,0,0.47,19.24,102,7.45,15
20191009,041500,0.12,5.39,0.18,0,0,44.49,0.12,0,0,0.48,19.15,99,7,15
20191009,043000,0,4,0.13,0,0,33.03,0.09,0,0,0.47,19.16,90,6.3,15
20191009,044500,0.3,3.9,0.13,0,0,32.2,0.09,0,0,0.47,18.98,90,2.84,15
20191009,050000,0.08,4.14,0.14,0,0,34.17,0.09,0,0,0.45,18.91,90,1.77,15
20191009,051500,3.27,4.2,0.14,0,0,34.62,0.1,0,0,0.45,19.09,54,4.08,15
20191009,053000,27.3,4.3,0.14,0,0,35.45,0.1,0,0,0.45,19.55,78,5.32,15
20191009,054500,55.86,4.76,0.16,0,0,39.24,0.11,0,0,0.45,20.01,84,5.94,15
20191009,060000,110.33,5.17,0.17,0,0,42.68,0.12,0,0,0.46,21.41,90,8.6,15
20191009,061500,125.27,5.73,0.19,0,0,47.24,0.13,0,0,0.45,21.63,78,9.75,15
20191009,063000,159.91,6.05,0.2,0,0,49.94,0.14,0,0,0.45,22.47,69,9.84,15
20191009,064500,212.66,6.01,0.2,0,0,49.57,0.14,0,0,0.44,23.74,78,7.71,15
20191009,070000,397.75,5.76,0.19,0,0,47.55,0.13,0,0,0.43,25.04,66,14.54,15
20191009,071500,439.27,5.64,0.19,0,0,46.56,0.13,0,0,0.44,26.11,60,17.47,15
20191009,073000,493.21,5.08,0.17,0,0,41.91,0.11,0,0,0.44,26.51,63,17.91,15
20191009,074500,435.57,4.44,0.15,0,0,36.62,0.1,0,0,0.44,26.52,78,18.09,15
20191009,080000,305.6,4.16,0.14,0,0,34.31,0.09,0,0,0.44,25.91,90,15.96,15
20191009,081500,470.2,3.86,0.13,0,0,31.82,0.09,0,0,0.43,27.08,87,16.23,15
20191009,083000,380.96,3.5,0.12,0,0,28.87,0.08,0,0,0.44,26.65,81,20.93,15
20191009,084500,381.62,3.58,0.12,0,0,29.53,0.08,0,0,0.43,26.84,78,15.96,15
20191009,090000,654.24,3.33,0.11,0,0,27.46,0.08,0,0,0.44,28.61,90,16.58,15
20191009,091500,806.02,3.58,0.12,0,0,29.5,0.08,0,0,0.44,29.26,48,17.2,15
20191009,093000,835.63,3.85,0.13,0,0,31.73,0.09,0,0,0.44,29.77,84,16.31,15
20191009,094500,855.99,3.64,0.12,0,0,30.04,0.08,0,0,0.43,30.11,96,17.2,15
20191009,100000,771.11,3.01,0.1,0,0,24.87,0.07,0,0,0.43,30.52,84,19.33,15
20191009,101500,659.13,2.76,0.09,0,0,22.78,0.06,0,0,0.43,30.4,57,15.52,15
20191009,103000,806.28,2.94,0.1,0,0,24.24,0.07,0,0,0.43,30.53,69,16.05,15
20191009,104500,849.25,2.86,0.1,0,0,23.61,0.06,0,0,0.43,30.51,84,18.18,15
20191009,110000,1051.53,2.62,0.09,0,0,21.64,0.06,0,0,0.44,31.51,54,13.48,15
20191009,111500,1053.91,2.46,0.08,0,0,20.31,0.06,0,0,0.43,32.11,90,13.57,15
20191009,113000,787.37,2.43,0.08,0,0,20.01,0.05,0,0,0.43,31.75,87,13.65,15
20191009,114500,939.15,2.27,0.08,0,0,18.74,0.05,0,0,0.43,32.04,78,12.95,15
20191009,120000,1127.95,2.22,0.07,0,0,18.29,0.05,0,0,0.42,32.81,33,15.69,15
20191009,121500,791.21,2.16,0.07,0,0,17.84,0.05,0,0,0.42,32.71,120,13.83,15
20191009,123000,519.12,2.18,0.07,0,0,18,0.05,0,0,0.42,32.39,150,6.65,15
20191009,124500,219,2.25,0.08,0,0,18.59,0.05,0,0,0.42,31.21,105,11.53,15
20191009,130000,1003.4,2.12,0.07,0,0,17.52,0.05,0,0,0.42,32.75,129,9.31,15
20191009,131500,593.69,2.05,0.07,0,0,16.95,0.05,0,0,0.44,32.02,93,15.43,15
20191009,133000,918.53,1.9,0.06,0,0,15.69,0.04,0,0,0.45,32.75,81,11.88,15
20191009,134500,873.44,2.01,0.07,0,0,16.62,0.05,0,0,0.43,32.73,66,18,15
20191009,140000,635.73,2.03,0.07,0,0,16.74,0.05,0,0,0.43,32.41,57,17.73,15
20191009,141500,707.26,1.98,0.07,0,0,16.29,0.04,0,0,0.44,32.76,111,7.63,15
20191009,143000,540.14,1.86,0.06,0,0,15.37,0.04,0,0,0.42,32.82,114,13.12,15
20191009,144500,271.49,1.99,0.07,0,0,16.44,0.04,0,0,0.44,31.18,78,10.99,15
20191009,150000,598.45,1.95,0.06,0,0,16.08,0.04,0,0,0.42,32.55,33,15.25,15
20191009,151500,444.82,1.95,0.07,0,0,16.12,0.04,0,0,0.42,32.19,84,17.47,15
