dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191006,000100,0.04,18.89,0,3.37,0.11,0,0,27.82,0.08,0,0,0.45,205.71,7.7,14
20191006,001500,0.08,18.84,0,3.67,0.12,0,0,30.3,0.08,0,0,0.45,207,8.51,15
20191006,003000,0.21,18.91,0,3.49,0.12,0,0,28.78,0.08,0,0,0.45,213,7.71,15
20191006,004500,0.08,18.74,0,2.87,0.1,0,0,23.69,0.06,0,0,0.44,216,9.66,15
20191006,010000,0.21,18.64,0,2.97,0.1,0,0,24.47,0.07,0,0,0.44,207,8.87,15
20191006,011500,0.04,18.56,0,3.47,0.12,0,0,28.6,0.08,0,0,0.45,201,8.87,15
20191006,013000,0,18.57,0,3.63,0.12,0,0,29.94,0.08,0,0,0.45,192,7.09,15
20191006,014500,0.38,18.6,0,3.49,0.12,0,0,28.77,0.08,0,0,0.46,174,4.26,15
20191006,020000,0.48,18.57,0,3.64,0.12,0,0,30.03,0.08,0,0,0.47,174,3.81,15
20191006,021500,0.48,18.61,0,3.26,0.11,0,0,26.92,0.07,0,0,0.45,210,7.09,15
20191006,023000,0,18.52,0,3.43,0.12,0,0,28.28,0.08,0,0,0.48,210,10.82,15
20191006,024500,0.21,18.43,0,3.11,0.1,0,0,25.64,0.07,0,0,0.46,222,10.64,15
20191006,030000,0.65,18.33,0,3.07,0.1,0,0,25.29,0.07,0,0,0.45,195,6.21,15
20191006,031500,0.61,18.31,0,3.07,0.1,0,0,25.28,0.07,0,0,0.46,219,8.42,15
20191006,033000,0,18.36,0,2.91,0.1,0,0,23.99,0.07,0,0,0.46,210,5.94,15
20191006,034500,0.87,18.34,0,3.09,0.1,0,0,25.53,0.07,0,0,0.46,195,4.43,15
20191006,040000,0.48,18.16,0,3.53,0.12,0,0,29.13,0.08,0,0,0.46,216,9.13,15
20191006,041500,0.42,18.15,0,3.46,0.12,0,0,28.51,0.08,0,0,0.47,234,7.63,15
20191006,043000,0.17,18.13,0,4.16,0.14,0,0,34.36,0.1,0,0,0.46,216,7.18,15
20191006,044500,0.04,18.08,0,5.76,0.19,0,0,47.49,0.13,0,0,0.46,222,6.47,15
20191006,050000,0,17.91,0,3.06,0.1,0,0,25.28,0.07,0,0,0.45,222,6.38,15
20191006,051500,0.04,17.91,0,2.69,0.09,0,0,22.15,0.06,0,0,0.44,222,7.54,15
