dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191024,000100,0,22.85,0,2.02,0.07,0,0,16.7,0.05,0,0,0.44,61.07,14.73,14
20191024,001500,0,22.78,0,2.13,0.07,0,0,17.54,0.05,0,0,0.45,48,14.9,15
20191024,003000,0,22.66,0,2.03,0.07,0,0,16.76,0.05,0,0,0.45,42,15.61,15
20191024,004500,0,22.63,0,1.92,0.06,0,0,15.86,0.04,0,0,0.43,63,13.92,15
20191024,010000,0,22.35,0,2.05,0.07,0,0,16.9,0.05,0,0,0.44,75,11.7,15
20191024,011500,0,22.05,0,2.08,0.07,0,0,17.19,0.05,0,0,0.44,75,16.85,15
20191024,013000,0.08,21.76,0,2.26,0.08,0,0,18.66,0.05,0,0,0.43,57,16.05,15
20191024,014500,0,21.68,0,2.14,0.07,0,0,17.62,0.05,0,0,0.44,42,13.92,15
20191024,020000,0,21.78,0,2.27,0.08,0,0,18.72,0.05,0,0,0.44,60,16.31,15
20191024,021500,0,21.6,0,2.32,0.08,0,0,19.09,0.05,0,0,0.44,45,15.34,15
20191024,023000,0,21.41,0,2.59,0.09,0,0,21.36,0.06,0,0,0.45,51,13.3,15
20191024,024500,0,21.41,0,2.88,0.1,0,0,23.8,0.07,0,0,0.44,54,13.03,15
20191024,030000,0,21.33,0,2.83,0.09,0,0,23.39,0.06,0,0,0.45,32.14,11.97,14
20191024,031500,0.42,21.5,0,2.68,0.09,0,0,22.08,0.06,0,0,0.45,36,12.41,15
20191024,033000,0,21.68,0,2.48,0.08,0,0,20.49,0.06,0,0,0.44,21,10.82,15
20191024,034500,0.21,21.65,0,2.5,0.08,0,0,20.62,0.06,0,0,0.45,42,8.33,15
20191024,040000,0,21.67,0,2.43,0.08,0,0,20.01,0.06,0,0,0.44,60,11.08,15
20191024,041500,0,21.4,0,2.5,0.08,0,0,20.59,0.06,0,0,0.45,48,10.91,15
20191024,043000,0,21.45,0,2.67,0.09,0,0,22.04,0.06,0,0,0.47,45,11.44,15
20191024,044500,0,21.47,0,2.64,0.09,0,0,21.78,0.06,0,0,0.45,72,11.35,15
20191024,050000,1.1,21.43,0,2.78,0.09,0,0,22.93,0.06,0,0,0.44,39,11.79,15
20191024,051500,25.28,22.39,0,2.77,0.09,0,0,22.85,0.06,0,0,0.44,69,12.77,15
20191024,053000,66.8,24,0,2.61,0.09,0,0,21.52,0.06,0,0,0.43,45,11.08,15
20191024,054500,117.29,25.36,0,2.65,0.09,0,0,21.84,0.06,0,0,0.46,66,13.03,15
20191024,060000,172.34,25.94,0,2.56,0.08,0,0,21.12,0.06,0,0,0.45,42,16.67,15
