dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191011,000100,0,24.4,0,3.96,0.13,0,0,32.68,0.09,0,0,0.45,67.5,0,14
20191011,001500,0.21,24.14,0,3.81,0.13,0,0,31.41,0.09,0,0,0.46,75,0,15
20191011,003000,0,24.06,0,3.87,0.13,0,0,31.94,0.09,0,0,0.45,81,0,15
20191011,004500,0.3,23.89,0,3.79,0.13,0,0,31.31,0.09,0,0,0.45,66,0,15
20191011,010000,0,23.65,0,3.61,0.12,0,0,29.76,0.08,0,0,0.45,54,0,15
20191011,011500,0,23.52,0,3.61,0.12,0,0,29.81,0.08,0,0,0.44,60,0,15
20191011,013000,0,23.71,0,3.44,0.11,0,0,28.35,0.08,0,0,0.45,60,0,15
20191011,014500,0,23.56,0,3.59,0.12,0,0,29.63,0.08,0,0,0.45,78,0,15
20191011,020000,0.04,23.04,0,3.64,0.12,0,0,30.01,0.08,0,0,0.45,84,0,15
20191011,021500,0.04,22.81,0,3.73,0.12,0,0,30.75,0.08,0,0,0.45,90,0,15
20191011,023000,0,22.63,0,3.69,0.12,0,0,30.46,0.08,0,0,0.45,78,0,15
20191011,024500,0.04,22.88,0,3.62,0.12,0,0,29.86,0.08,0,0,0.46,54,0,15
20191011,030000,0.12,22.87,0,3.53,0.12,0,0,29.16,0.08,0,0,0.45,45,0,15
20191011,031500,0.17,22.27,0,3.56,0.12,0,0,29.4,0.08,0,0,0.45,57,0,15
20191011,033000,0.04,21.9,0,3.69,0.12,0,0,30.49,0.08,0,0,0.46,81,0,15
20191011,034500,0.04,22.08,0,3.83,0.13,0,0,31.56,0.09,0,0,0.45,84,0,15
20191011,040000,0.16,22.13,0,3.69,0.12,0,0,30.42,0.08,0,0,0.45,69,0,15
