dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191027,000100,0,24.54,0,4.91,0.16,0,0,40.54,0.11,0,0,0.44,64.29,0,14
20191027,001500,0,24.4,0,4.65,0.15,0,0,38.34,0.1,0,0,0.45,21,0,15
20191027,003000,0,24.78,0,4.29,0.14,0,0,35.39,0.1,0,0,0.45,9,0,15
20191027,004500,0.08,24.41,0,4.31,0.14,0,0,35.54,0.1,0,0,0.44,54,0,15
20191027,010000,0,23.94,0,4.25,0.14,0,0,35.05,0.1,0,0,0.43,12,0,15
20191027,011500,0,23.7,0,4.35,0.15,0,0,35.85,0.1,0,0,0.45,0,0,15
20191027,013000,0,23.49,0,4.54,0.15,0,0,37.49,0.1,0,0,0.46,0,0,15
20191027,014500,0,22.78,0,4.4,0.15,0,0,36.3,0.1,0,0,0.45,0,0,15
20191027,020000,0,22.37,0,4.59,0.15,0,0,37.89,0.1,0,0,0.45,0,0,14
20191027,021500,0,22.08,0,4.72,0.16,0,0,38.93,0.11,0,0,0.44,0,0,15
20191027,023000,0,21.72,0,4.95,0.17,0,0,40.86,0.11,0,0,0.45,0,0,15
20191027,024500,0.08,22.65,0,4.7,0.16,0,0,38.81,0.11,0,0,0.44,0,0,15
20191027,030000,0,22.39,0,4.64,0.15,0,0,38.27,0.11,0,0,0.44,0,0,15
20191027,031500,0,22.34,0,5.17,0.17,0,0,42.66,0.12,0,0,0.44,0,0,15
20191027,033000,0,22.36,0,4.34,0.14,0,0,35.83,0.1,0,0,0.44,0,0,15
20191027,034500,0,22.58,0,4.19,0.14,0,0,34.54,0.1,0,0,0.44,0,0,15
20191027,040000,0,22.42,0,4.07,0.14,0,0,33.61,0.09,0,0,0.44,0,0,15
20191027,041500,0,22.26,0,3.92,0.13,0,0,32.32,0.09,0,0,0.44,0,0,15
20191027,043000,0,22.29,0,3.91,0.13,0,0,32.29,0.09,0,0,0.44,0,0,15
20191027,044500,0,22.58,0,3.67,0.12,0,0,30.24,0.08,0,0,0.44,0,0,15
20191027,050000,5.87,22.7,0,3.7,0.12,0,0,30.5,0.08,0,0,0.44,0,0,15
20191027,051500,26.47,24.59,0,3.62,0.12,0,0,29.87,0.08,0,0,0.43,0,0,14
20191027,053000,64.19,18.27,0,3.42,0.11,0,0,28.25,0.08,0,0,0.44,178.67,0,15
20191027,054500,90.15,28.82,0,3.35,0.11,0,0,27.62,0.08,0,0,0.45,21,0,15
20191027,060000,104.37,27.42,0,3.42,0.11,0,0,28.25,0.08,0,0,0.44,22.33,0,15
20191027,061500,115.98,26.86,0,3.3,0.11,0,0,27.26,0.08,0,0,0.43,0,0,15
20191027,063000,138.68,27,0,3.25,0.11,0,0,26.82,0.07,0,0,0.45,0,0,15
20191027,064500,279.71,28.07,0,4.36,0.14,0,0,35.95,0.1,0,0,0.45,28.33,0,15
20191027,070000,401.96,29.1,0,5.05,0.17,0,0,41.65,0.11,0,0,0.44,3,0,15
20191027,071500,463.54,29.68,0,5.2,0.17,0,0,42.94,0.12,0,0,0.45,44.67,0,15
20191027,073000,512.33,30.13,0,5.09,0.17,0,0,42.01,0.12,0,0,0.44,6,0,15
20191027,074500,555.12,30.41,0,5.05,0.17,0,0,41.67,0.11,0,0,0.44,15,0,15
20191027,080000,622.18,30.69,0,4.99,0.17,0,0,41.15,0.11,0,0,0.44,22.33,0,15
20191027,081500,665.88,31.17,0,4.76,0.16,0,0,39.28,0.11,0,0,0.44,53.67,0,15
20191027,083000,719.24,31.63,0,3.33,0.11,0,0,27.52,0.08,0,0,0.43,18,0,15
20191027,084500,765.78,31.73,0,3.27,0.11,0,0,26.98,0.08,0,0,0.42,43.21,0,14
20191027,090000,779.91,31.56,0,3.42,0.11,0,0,28.2,0.08,0,0,0.45,67,0,15
20191027,091500,818.26,32.42,0,3.24,0.11,0,0,26.78,0.07,0,0,0.46,50.67,0,15
20191027,093000,867.06,32.5,0,3.51,0.12,0,0,28.98,0.08,0,0,0.44,40.33,0,15
20191027,094500,916.5,33.02,0,3.5,0.12,0,0,28.9,0.08,0,0,0.42,145,0,15
20191027,100000,937.51,33.1,0,3.6,0.12,0,0,29.68,0.08,0,0,0.43,55.33,0,15
20191027,101500,955.12,33.36,0,3.23,0.11,0,0,26.65,0.07,0,0,0.44,88.33,0,15
20191027,103000,959.56,33.38,0,2.93,0.1,0,0,24.16,0.07,0,0,0.42,124,0,15
20191027,104500,1010.05,33.85,0,2.99,0.1,0,0,24.69,0.07,0,0,0.43,156.33,0,15
20191027,110000,1016.57,34.32,0,2.79,0.09,0,0,23.01,0.06,0,0,0.43,113.67,0,15
20191027,111500,981.61,33.42,0,2.77,0.09,0,0,22.82,0.06,0,0,0.43,6,0,15
20191027,113000,1073.58,33.57,0,2.9,0.1,0,0,23.97,0.07,0,0,0.43,97,0,15
20191027,114500,827.01,33.93,0,3.23,0.11,0,0,26.6,0.07,0,0,0.42,82.33,0,15
20191027,120100,945.26,34.09,0,2.93,0.1,0,0,24.16,0.07,0,0,0.43,161.43,0,14
20191027,121500,1062.23,34.32,0,2.81,0.09,0,0,23.17,0.06,0,0,0.42,144.67,0,15
20191027,123000,1000.13,34.74,0,2.62,0.09,0,0,21.61,0.06,0,0,0.44,49.33,0,15
20191027,124500,867.96,35.15,0,2.42,0.08,0,0,19.99,0.06,0,0,0.43,107.14,0,14
20191027,130000,572.6,34.75,0,2.47,0.08,0,0,20.37,0.06,0,0,0.42,155.67,0,15
20191027,131500,867.32,35.25,0,2.32,0.08,0,0,19.19,0.05,0,0,0.41,88,0,15
20191027,133000,883.1,35.46,0,2.4,0.08,0,0,19.81,0.05,0,0,0.43,173,0,15
20191027,134500,762.16,35.32,0,2.48,0.08,0,0,20.45,0.06,0,0,0.42,204.67,0,15
20191027,140000,690.02,35.64,0,2.33,0.08,0,0,19.25,0.05,0,0,0.43,122.67,0,15
20191027,141500,729.55,35.82,0,2.3,0.08,0,0,18.94,0.05,0,0,0.42,154,0,15
20191027,143000,688.06,35.6,0,2.44,0.08,0,0,20.12,0.06,0,0,0.43,159.67,0,15
20191027,144500,579.13,35.66,0,2.41,0.08,0,0,19.91,0.05,0,0,0.44,175,0,15
20191027,150000,466.67,34.7,0,2.56,0.09,0,0,21.09,0.06,0,0,0.42,95.33,0,15
20191027,151500,527.85,34.14,0,2.65,0.09,0,0,21.83,0.06,0,0,0.44,34.33,0,15
20191027,153000,494.33,34.73,0,2.65,0.09,0,0,21.83,0.06,0,0,0.43,21,0,15
20191027,154500,217.35,34.18,0,2.64,0.09,0,0,21.8,0.06,0,0,0.41,9,0,15
20191027,160000,369.21,34.84,0,2.75,0.09,0,0,22.71,0.06,0,0,0.43,107.67,0,15
20191027,161500,238.09,34.66,0,2.8,0.09,0,0,23.12,0.06,0,0,0.42,66,0,15
20191027,163000,150.68,33.6,0,2.7,0.09,0,0,22.25,0.06,0,0,0.44,86.67,0,15
20191027,164500,54.27,31.82,0,2.68,0.09,0,0,22.09,0.06,0,0,0.43,3,0,15
20191027,170000,22.05,30.96,0,2.38,0.08,0,0,19.61,0.05,0,0,0.44,6,0,15
20191027,171500,5.9,30.69,0,2.44,0.08,0,0,20.15,0.06,0,0,0.43,15,0,15
20191027,173000,0.36,30.44,0,2.42,0.08,0,0,19.99,0.05,0,0,0.44,53.67,0,15
20191027,174500,0,18.77,0,2.46,0.08,0,0,20.29,0.06,0,0,0.44,12.86,0,14
20191027,180000,0,18.59,0,2.45,0.08,0,0,20.2,0.06,0,0,0.43,51,0,15
20191027,181500,0,28.71,0,2.43,0.08,0,0,20.01,0.06,0,0,0.44,18,0,15
20191027,183000,0,28.61,0,2.62,0.09,0,0,21.65,0.06,0,0,0.43,15,0,15
20191027,184500,0,28.02,0,2.74,0.09,0,0,22.61,0.06,0,0,0.43,30,0,15
20191027,190000,0,27.75,0,3.54,0.12,0,0,29.17,0.08,0,0,0.44,54,0,15
20191027,191500,0,17.03,0,3.31,0.11,0,0,27.32,0.08,0,0,0.45,57.86,0,14
20191027,193000,0,28.02,0,2.93,0.1,0,0,24.17,0.07,0,0,0.44,45,0,15
20191027,194500,0,26.93,0,2.64,0.09,0,0,21.77,0.06,0,0,0.46,45,0,15
20191027,200000,0,26.43,0,2.62,0.09,0,0,21.61,0.06,0,0,0.44,27,0,15
20191027,201500,0,26.38,0,2.71,0.09,0,0,22.37,0.06,0,0,0.45,36,0,15
20191027,203000,0,26.28,0,2.81,0.09,0,0,23.14,0.06,0,0,0.46,42,0,15
20191027,204500,0,26.5,0,2.9,0.1,0,0,23.95,0.07,0,0,0.45,24,0,15
20191027,210000,0,26.31,0,2.52,0.08,0,0,20.79,0.06,0,0,0.45,15,0,15
20191027,211500,0,26.1,0,2.62,0.09,0,0,21.65,0.06,0,0,0.47,30,0,15
20191027,213000,0,26.28,0,2.55,0.09,0,0,21.02,0.06,0,0,0.45,24,0,15
20191027,214500,0,26.24,0,2.94,0.1,0,0,24.22,0.07,0,0,0.45,15,0,15
20191027,220000,0,26.04,0,2.94,0.1,0,0,24.25,0.07,0,0,0.44,45,0,15
20191027,221500,0,26.23,0,2.72,0.09,0,0,22.39,0.06,0,0,0.46,33,0,15
20191027,223000,0,26.45,0,2.55,0.08,0,0,21.05,0.06,0,0,0.46,22.5,0,14
20191027,224500,0,26.53,0,2.39,0.08,0,0,19.74,0.05,0,0,0.43,12,0,15
20191027,230000,0,26.3,0,2.49,0.08,0,0,20.54,0.06,0,0,0.45,30,0,15
20191027,231500,0,26.37,0,2.31,0.08,0,0,19.05,0.05,0,0,0.43,3,0,15
20191027,233000,0,26.26,0,2.47,0.08,0,0,20.41,0.06,0,0,0.44,24,0,15
20191027,234500,0,26.35,0,2.4,0.08,0,0,19.77,0.05,0,0,0.43,25.71,0,14
